,Game ID,points
0,0.0,95
1,1.0,95
2,2.0,102
3,3.0,114
4,4.0,102
5,5.0,118
6,6.0,101
7,7.0,114
8,9.0,90
9,10.0,
10,11.0,105
11,12.0,117
12,13.0,101
13,14.0,113
14,15.0,111
15,16.0,108
16,17.0,107
17,18.0,133
18,19.0,88
19,20.0,110
20,21.0,123
21,22.0,110
22,23.0,85
23,24.0,120
24,25.0,118
25,26.0,94
26,27.0,108
27,28.0,116
28,29.0,102
29,30.0,124
30,31.0,89
31,32.0,101
32,33.0,97
33,34.0,108
34,35.0,116
35,36.0,106
36,37.0,99
37,38.0,96
38,40.0,-1
39,41.0,105
40,42.0,112
41,43.0,117
42,44.0,108
43,45.0,93
44,46.0,
45,47.0,133
46,48.0,121
47,49.0,99
48,50.0,107
49,51.0,
50,52.0,122
51,53.0,106
52,54.0,
53,55.0,99
54,56.0,
55,57.0,109
56,58.0,119
57,59.0,128
58,60.0,98
59,61.0,
60,62.0,103
61,63.0,118
62,64.0,121
63,65.0,101
64,66.0,94
65,67.0,92
66,69.0,104
67,70.0,98
68,71.0,119
69,72.0,120
70,73.0,
71,74.0,124
72,75.0,114
73,76.0,122
74,77.0,122
75,78.0,
76,79.0,88
77,80.0,101
78,81.0,107
79,83.0,88
80,84.0,109
81,85.0,105
82,86.0,104
83,87.0,119
84,88.0,105
85,89.0,97
86,90.0,107
87,91.0,-1
88,92.0,121
89,93.0,109
90,94.0,93
91,95.0,111
92,96.0,135
93,97.0,103
94,98.0,110
95,99.0,110
96,100.0,116
97,101.0,97
98,102.0,101
99,103.0,
100,104.0,108
101,105.0,103
102,106.0,120
103,107.0,109
104,108.0,95
105,109.0,98
106,110.0,109
107,111.0,103
108,112.0,
109,113.0,111
110,114.0,100
111,115.0,98
112,116.0,102
113,117.0,117
114,118.0,125
115,119.0,102
116,120.0,114
117,121.0,110
118,124.0,91
119,125.0,107
120,126.0,109
121,127.0,122
122,128.0,103
123,129.0,106
124,130.0,108
125,131.0,114
126,132.0,106
127,133.0,88
128,134.0,120
129,135.0,93
130,136.0,97
131,137.0,109
132,138.0,92
133,139.0,101
134,140.0,109
135,141.0,111
136,142.0,101
137,143.0,118
138,144.0,117
139,145.0,98
140,146.0,19
141,147.0,118
142,148.0,115
143,149.0,123
144,151.0,102
145,152.0,78
146,153.0,107
147,154.0,106
148,156.0,50
149,157.0,119
150,158.0,104
151,159.0,98
152,160.0,119
153,161.0,
154,162.0,90
155,163.0,101
156,164.0,105
157,165.0,129
158,166.0,121
159,167.0,93
160,168.0,105
161,169.0,103
162,170.0,102
163,171.0,95
164,172.0,144
165,173.0,106
166,174.0,128
167,175.0,121
168,176.0,94
169,177.0,113
170,178.0,101
171,179.0,100
172,180.0,98
173,181.0,104
174,182.0,113
175,183.0,99
176,184.0,109
177,185.0,103
178,186.0,97
179,187.0,99
180,188.0,126
181,189.0,91
182,190.0,106
183,191.0,-1
184,193.0,91
185,194.0,96
186,195.0,97
187,196.0,96
188,197.0,108
189,198.0,121
190,200.0,111
191,201.0,114
192,202.0,94
193,203.0,96
194,204.0,107
195,205.0,121
196,206.0,
197,207.0,109
198,208.0,91
199,209.0,106
200,210.0,85
201,212.0,106
202,213.0,94
203,215.0,116
204,216.0,91
205,217.0,114
206,218.0,104
207,219.0,105
208,220.0,112
209,221.0,110
210,222.0,132
211,223.0,94
212,224.0,108
213,225.0,102
214,226.0,114
215,227.0,121
216,228.0,113
217,229.0,106
218,230.0,108
219,231.0,101
220,232.0,117
221,233.0,104
222,234.0,122
223,235.0,104
224,236.0,108
225,237.0,114
226,238.0,107
227,239.0,109
228,240.0,107
229,241.0,-1
230,242.0,104
231,243.0,106
232,244.0,113
233,245.0,139
234,246.0,110
235,247.0,117
236,248.0,112
237,249.0,100
238,250.0,101
239,251.0,11
240,252.0,77
241,253.0,113
242,254.0,117
243,256.0,111
244,257.0,89
245,258.0,105
246,259.0,96
247,260.0,107
248,261.0,103
249,262.0,18
250,263.0,135
251,264.0,91
252,265.0,110
253,266.0,107
254,268.0,106
255,269.0,106
256,270.0,122
257,271.0,
258,272.0,
259,273.0,20
260,275.0,105
261,276.0,125
262,277.0,117
263,278.0,108
264,279.0,110
265,280.0,92
266,281.0,114
267,282.0,129
268,283.0,90
269,284.0,102
270,285.0,113
271,286.0,113
272,287.0,106
273,288.0,107
274,289.0,110
275,291.0,
276,292.0,94
277,293.0,103
278,295.0,122
279,296.0,122
280,297.0,108
281,298.0,108
282,299.0,116
283,300.0,
284,301.0,
285,302.0,
286,303.0,
287,304.0,
288,305.0,
289,306.0,
290,307.0,
291,308.0,
292,309.0,
293,310.0,
294,311.0,
295,312.0,
296,314.0,
297,315.0,
298,316.0,
299,317.0,
300,,129
301,,126
302,,111
303,,120
304,,107
305,,109
306,,114
307,,93
308,,116
309,,119
310,,101
311,,94
312,,23
313,,103
314,,108
315,,113
316,,98
