,player_name,_col_1
0,Mike Miller,Atlanta
1,Quincy Acy,Río Tercero
2,Joe Johnson," Silver Spring, Maryland"
3,Brook Lopez," North Hollywood, California"
4,Davis Bertans, Valmiera
5,DeAndre' Bembry," Charlotte, North Carolina"
6,Okaro White,"Edmonds, Washington"
7,Deron Williams,"Parkersburg, West Virginia"
8,Glen Davis,Benin City
9,Raul Neto,Sant Boi de Llobregat
10,Kevin Martin,"Newark, New Jersey"
11,Rudy Gay,"Louisville, Kentucky"
12,Marquese Chriss,Fort Pierce
13,Justise Winslow,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my research, here are the birthplaces for each player:

Jordan Hamilton - Los Angeles, California
Jordan McRae - Norfolk, Virginia
Josh McRoberts - Indianapolis, Indiana
Josh Richardson - Edmond, Oklahoma
Justise Winslow - Houston, Texas

So, the answer would be:
Los Angeles"
14,Emmanuel Mudiay,East Chicago
15,Erick Green,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Elijah Millsap - Binghamton, New York
Emmanuel Mudiay - Kinshasa, Zaire (now known as the Democratic Republic of the Congo)
Eric Bledsoe - Birmingham, Alabama
Eric Gordon - Indianapolis, Indiana
Erick Green - Inwood, New York (or possibly Brooklyn, New York, sources vary)

Given the instruction to return a string containing **only** the birthplace, the answer would be:

Binghamton, New York"
16,E'Twaun Moore," 
E'Twaun Moore - East Chicago"
17,Josh Richardson,"Houston, Texas"
18,Sergey Karasev,Prince George
19,Evan Turner,"Birmingham, Alabama"
20,Isaiah Canaan,Baltimore
21,Zoran Dragic,Roanoke
22,Doug McDermott,"To answer the question about the birthplace of each player, I'll need to provide the birthplace for each of the given players. Here are the answers:

Doug McDermott - Grand Forks"
23,Ray McCallum,Skopje
24,Jusuf Nurkic,Norfolk
25,Joel Anthony," Nashville, Tennessee"
26,Cameron Payne," Memphis, Tennessee"
27,Troy Williams,Stavropol
28,Henry Sims,Costa Mesa
29,Jarell Eddie,Mayagüez
30,A.J. Price,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Here are the answers:


A.J. Price - Born in Orange, New Jersey
Aaron Brooks - Born in Seattle, Washington
Adreian Payne - Born in Dayton, Ohio
Al Jefferson - Born in Monticello, Mississippi
Al-Farouq Aminu - Born in Atlanta, Georgia


So, the answer is: Orange, New Jersey"
31,Sebastian Telfair,Baltimore
32,Francisco Garcia,"Inwood, New York"
33,Patty Mills,Dayton
34,Omer Asik,"Mitchell, South Dakota"
35,Kawhi Leonard,Edmond
36,Denzel Valentine,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Denzel Valentine - born in Chicago, Illinois
Deron Williams - born in Parkersburg, West Virginia
Derrick Rose - born in Chicago, Illinois
Deyonta Davis - born in Muskegon, Michigan
Domantas Sabonis - born in Portland, Oregon

So, the answer is: Chicago, Illinois"
37,Quincy Miller,Chicago
38,DeAndre Liggins," Chicago, Illinois"
39,Hollis Thompson,Harvey
40,Grant Jerrett,Fishers
41,Josh McRoberts,"Kinna, Sweden"
42,Gary Harris,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Evan Fournier - Saint-Maurice, France (but I will only return ""Saint-Maurice"")
Evan Turner - Chicago
Festus Ezeli - Benin City
Francisco Garcia - Santo Domingo
Gary Harris - Fishers

So, the answer is: Saint-Maurice"
43,Jonas Jerebko," Baltimore, Maryland"
44,John Henson," Happy Valley, Australia"
45,Kendall Marshall,Piscataway
46,PJ Tucker,"Vilnius, Lithuania"
47,Adreian Payne,"Dayton, Ohio"
48,Nicolas Batum, Flower Mound
49,Marc Gasol," Trikala, Greece"
50,Chase Budinger," Encinitas, California"
51,Cristiano Felicio," Pouso Alegre, Brazil"
52,Kevon Looney,"Kelford, North Carolina"
53,Rajon Rondo,St. Louis
54,Pau Gasol,Huntington
55,Martell Webster,Trenton
56,Brandon Jennings, Compton
57,Dario Saric, Sibenik
58,Blake Griffin, Oklahoma City
59,Malcolm Brogdon," Milwaukee, Wisconsin"
60,Perry Jones III,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my knowledge, here are the answers:

Omer Asik - Bursa, Turkey
PJ Tucker - Raleigh, North Carolina
Pablo Prigioni - Río Tercero, Argentina
Patrick Beverley - Chicago, Illinois
Patrick McCaw - St. Louis, Missouri

So, the answer would be: Bursa"
61,Kevin Durant,New Orleans
62,Joe Ingles," Torrance, California"
63,Ed Davis," 
Ed Davis - Washington"
64,Solomon Hill,Carmel
65,Deyonta Davis,"Muskegon, Michigan"
66,Shane Larkin,Meridian
67,CJ Watson," Las Vegas, Nevada"
68,Terry Rozier, Waukegan
69,Carl Landry,"To answer the question about the birthplace of each player, I would need to look up the birthplace information for each player. Based on available data, here are the answers:

Carl Landry - Milwaukee, Wisconsin
Caron Butler - Racine, Wisconsin
Chandler Parsons - Casselberry, Florida (near Orlando)
Channing Frye - White Plains, New York (but grew up in Phoenix, Arizona, however birthplace is what is asked)
Chase Budinger - Encinitas, California (but near La Jolla, or San Diego)

So the answer is: Milwaukee, Wisconsin"
70,Timofey Mozgov,Harvey
71,Reggie Williams,Las Vegas
72,Robin Lopez,"To answer the question about the birthplace of the player, I would need to look up the birthplace of each player. Here are the answers:

Quincy Acy was born in Tyler, Texas
Quincy Miller was born in Chicago, Illinois
Rajon Rondo was born in Louisville, Kentucky
Rashad Vaughn was born in Minneapolis, Minnesota
Raul Neto was born in Belo Horizonte, Brazil

So, the answer is: Tyler, Texas"
73,Russ Smith,"Minneapolis, Minnesota"
74,J.J. Barea,Memphis
75,Troy Daniels,Wau
76,Marcus Smart," Melbourne, Australia"
77,Briante Weber,"To answer the question about the birthplace of each player, I'll need to look up the birthplace for each of the given names. Here are the answers:

Briante Weber - Chesapeake, Virginia
Brook Lopez - North Hollywood, California
CJ McCollum - Canton, Ohio
CJ Watson - Las Vegas, Nevada
Cameron Payne - Memphis, Tennessee

So, the answer is: Chesapeake, Virginia"
78,Danny Granger," New Orleans, Louisiana"
79,Aaron Brooks,"Seattle, Washington"
80,Dwyane Wade," 
Dwyane Wade - Chicago"
81,Al-Farouq Aminu,"Atlanta, Georgia"
82,Alan Anderson,"To answer the question about the birthplace of the player, I would need to look up the birthplace of each player. Here are the answers:

Alan Anderson - Minneapolis, Minnesota
Alex Len - Antratsit, Ukraine
Allen Crabbe - Los Angeles, California
Anderson Varejao - Santa Teresa, Brazil
Andrew Bogut - Melbourne, Australia

So, the answer is: Minneapolis"
83,Chris Copeland,Orange
84,Al Jefferson,"Monticello, Mississippi"
85,Tarik Black, Morgan City
86,Chris McCullough,Bronx
87,Elfrid Payton," 
Elfrid Payton - Gretna

So, the answer is: Grand Forks"
88,LaMarcus Aldridge," Milwaukee, Wisconsin"
89,Jason Terry,"To answer the question about the birthplace of the player, I would need to know the birthplace of each player. Based on my general knowledge, here are the answers:

James Harden - Bellflower
James Michael McAdoo - Norfolk
Jarell Eddie - Tampa
Jason Richardson - Saginaw
Jason Terry - Seattle

So, the answer would be: Bellflower"
90,Patrick McCaw,Sombor
91,Pero Antic,Brooklyn
92,Jordan McRae,"Long Lake, Minnesota"
93,Jeff Taylor,Tampa
94,Domantas Sabonis,"Portland, Oregon"
95,Jon Leuer," Montreal, Canada"
