,Game ID,Wins,Losses
0,0.0,19,41
1,1.0,5,31
2,2.0,3,2
3,3.0,17,28
4,4.0,24,35
5,5.0,13,3
6,6.0,40,0
7,7.0,11,12
8,9.0,14,53
9,10.0,-1,-1
10,11.0,0,1
11,12.0,45,34
12,13.0,15,58
13,14.0,46,36
14,15.0,11,17
15,16.0,22,29
16,17.0,2,1
17,18.0,,
18,19.0,-1,-1
19,20.0,9,6
20,21.0,-1,-1
21,22.0,5,28
22,23.0,34,33
23,24.0,8,10
24,25.0,22,18
25,26.0,37,33
26,27.0,19,21
27,28.0,23,34
28,29.0,17,32
29,30.0,19,23
30,31.0,19,8
31,32.0,8,36
32,33.0,3,13
33,34.0,3,1
34,35.0,6,8
35,36.0,14,49
36,37.0,0,2
37,38.0,5,1
38,40.0,-1,-1
39,41.0,5,4
40,42.0,34,23
41,43.0,32,18
42,44.0,-1,-1
43,45.0,24,22
44,46.0,,
45,47.0,17,38
46,48.0,9,37
47,49.0,3,10
48,50.0,7,8
49,51.0,-1,-1
50,52.0,-1,-1
51,53.0,20,19
52,54.0,-1,-1
53,55.0,30,17
54,56.0,-1,-1
55,57.0,39,29
56,58.0,32,41
57,59.0,41,22
58,60.0,16,38
59,61.0,-1,-1
60,62.0,20,59
61,63.0,,
62,64.0,-1,-1
63,65.0,3,4
64,66.0,5,4
65,67.0,-1,-1
66,69.0,21,13
67,70.0,11,28
68,71.0,9,10
69,72.0,36,39
70,73.0,-1,-1
71,74.0,5,7
72,75.0,43,31
73,76.0,12,19
74,77.0,14,52
75,78.0,-1,-1
76,79.0,23,16
77,80.0,17,11
78,81.0,25,39
79,83.0,3,9
80,84.0,38,37
81,85.0,7,3
82,86.0,-1,-1
83,87.0,27,35
84,88.0,-1,-1
85,89.0,9,8
86,90.0,28,49
87,91.0,,
88,92.0,21,28
89,93.0,5,18
90,94.0,11,24
91,95.0,30,39
92,96.0,42,18
93,97.0,12,15
94,98.0,46,12
95,99.0,44,32
96,100.0,7,11
97,101.0,2,4
98,102.0,40,41
99,103.0,-1,-1
100,104.0,24,32
101,105.0,11,8
102,106.0,-1,-1
103,107.0,,
104,108.0,20,33
105,109.0,20,16
106,110.0,8,9
107,111.0,2,3
108,112.0,-1,-1
109,113.0,5,4
110,114.0,29,22
111,115.0,2,3
112,116.0,30,11
113,117.0,33,30
114,118.0,33,37
115,119.0,30,14
116,120.0,33,30
117,121.0,6,6
118,124.0,4,11
119,125.0,20,36
120,126.0,36,31
121,127.0,24,45
122,128.0,25,15
123,129.0,-1,-1
124,130.0,20,23
125,131.0,9,44
126,132.0,-1,-1
127,133.0,17,6
128,134.0,26,20
129,135.0,25,33
130,136.0,4,4
131,137.0,1,7
132,138.0,4,4
133,139.0,-1,7
134,140.0,-1,-1
135,141.0,18,34
136,142.0,47,38
137,143.0,21,44
138,144.0,14,8
139,145.0,16,25
140,146.0,-1,-1
141,147.0,33,32
142,148.0,31,34
143,149.0,14,22
144,151.0,18,13
145,152.0,12,27
146,153.0,23,16
147,154.0,3,15
148,156.0,-1,-1
149,157.0,15,56
150,158.0,10,12
151,159.0,42,27
152,160.0,34,20
153,161.0,,
154,162.0,2,8
155,163.0,-1,-1
156,164.0,12,12
157,165.0,30,13
158,166.0,12,10
159,167.0,1,2
160,168.0,16,6
161,169.0,19,51
162,170.0,31,27
163,171.0,-1,-1
164,172.0,29,50
165,173.0,23,20
166,174.0,2,2
167,175.0,-1,-1
168,176.0,17,17
169,177.0,30,29
170,178.0,19,20
171,179.0,3,6
172,180.0,0,4
173,181.0,21,33
174,182.0,36,7
175,183.0,44,21
176,184.0,8,11
177,185.0,9,2
178,186.0,2,4
179,187.0,35,50
180,188.0,8,11
181,189.0,6,10
182,190.0,31,16
183,191.0,-1,-1
184,193.0,9,62
185,194.0,14,59
186,195.0,33,35
187,196.0,1,4
188,197.0,2,13
189,198.0,20,19
190,200.0,40,30
191,201.0,27,45
192,202.0,30,40
193,203.0,37,23
194,204.0,10,10
195,205.0,24,38
196,206.0,,
197,207.0,-1,-1
198,208.0,14,4
199,209.0,1,1
200,210.0,23,24
201,212.0,1,3
202,213.0,3,1
203,215.0,19,27
204,216.0,15,22
205,217.0,25,39
206,218.0,19,15
207,219.0,17,8
208,220.0,35,21
209,221.0,18,30
210,222.0,16,3
211,223.0,13,46
212,224.0,22,22
213,225.0,27,38
214,226.0,45,31
215,227.0,8,4
216,228.0,18,27
217,229.0,-1,-1
218,230.0,24,17
219,231.0,13,27
220,232.0,21,27
221,233.0,16,6
222,234.0,12,7
223,235.0,7,19
224,236.0,25,27
225,237.0,8,45
226,238.0,39,40
227,239.0,31,22
228,240.0,9,8
229,241.0,,
230,242.0,36,38
231,243.0,2,1
232,244.0,10,1
233,245.0,35,18
234,246.0,30,10
235,247.0,21,12
236,248.0,-1,-1
237,249.0,3,16
238,250.0,39,30
239,251.0,6,9
240,252.0,,
241,253.0,-1,-1
242,254.0,21,28
243,256.0,15,18
244,257.0,-1,-1
245,258.0,10,8
246,259.0,3,7
247,260.0,18,63
248,261.0,9,11
249,262.0,-1,-1
250,263.0,5,27
251,264.0,13,24
252,265.0,20,21
253,266.0,31,20
254,268.0,8,8
255,269.0,42,21
256,270.0,19,30
257,271.0,-1,-1
258,272.0,-1,-1
259,273.0,-1,-1
260,275.0,36,11
261,276.0,24,10
262,277.0,-1,-1
263,278.0,27,24
264,279.0,39,24
265,280.0,31,18
266,281.0,53,29
267,282.0,23,35
268,283.0,9,13
269,284.0,22,35
270,285.0,12,29
271,286.0,1,30
272,287.0,22,29
273,288.0,3,8
274,289.0,10,12
275,291.0,-1,-1
276,292.0,31,41
277,293.0,42,19
278,295.0,26,45
279,296.0,-1,-1
280,297.0,15,46
281,298.0,14,15
282,299.0,33,13
283,300.0,,
284,301.0,,
285,302.0,,
286,303.0,,
287,304.0,,
288,305.0,,
289,306.0,,
290,307.0,,
291,308.0,,
292,309.0,,
293,310.0,,
294,311.0,,
295,312.0,,
296,314.0,,
297,315.0,,
298,316.0,,
299,317.0,,
300,,-1,-1
301,,15,50
302,,9,22
303,,38,26
304,,29,41
305,,2,7
306,,35,42
307,,35,17
308,,19,32
309,,1,5
