review,sentiment
"LACKAWANNA BLUES is an entertaining, engrossing, emotionally-charged HBO-TV movie based on the childhood memories of actor Ruben Santiago-Hudson (who also appears in a small role). This joyous motion picture experience is centered around Santiago-Hudson's childhood guardian, Rachel ""Nanny"" Crosby, a strong, big-hearted black woman who ran a boarding house in upstate New York during the 1950's. Nanny was a one-woman social service organization whose boarding house was filled with drunks, derelicts, cripples, drug addicts, misfits, and everyone else in town who needed a hand-up instead of a hand-out. The crux of the story revolves around Nanny's relationship with young Ruben (beautifully played by Marcus Franklin),a boy whose divorced parents were unable to raise the boy properly so Nanny took him in. S. Epatha Merkeson, who has been wasted for years in the thankless role of Lieutenant Van Buren on NBC's LAW & ORDER, turns in a powerhouse performance as Nanny, the neighborhood mother-figure whose boarding house became a symbol for the downtrodden black folks in her town. Merkeson is nothing short of magnificent, in a performance that earned her a Golden Globe and an Emmy Award. Merkeson is backed by an impressive all-star cast that includes Terrance Howard (brilliant and heartbreaking as Nanny's husband), Louis Gossett Jr., Rosie Perez, Jimmy Smits, Delroy Lindo, Macy Gray, Michael K. Williams, Jeffrey Wright, Henry Simmons, Patricia Wettig, Ernie Hudson, Mos Def, and Hill Harper as the adult Ruben. Colorful and exciting, beautifully photographed and exquisitely scored, this is one of a kind motion picture experience that works on all levels, but if for no other reason, is worth seeing for the electrifying starring performance by S. Epatha Merkeson, who is given the role of a lifetime and makes the most of it.",positive
"** Black Dragons (1942) William Nigh ~ Bela Lugosi, Joan Barclay, Clayton Moore <br /><br />""Just prior to the start of World War II, Dr. Melcher (Bela Lugosi), a world-famous surgeon, is brought in by Japan's Black Dragon Society as part of a secret plan. Dr. Melcher operates on six Black Dragon Society operatives and transforms them into exact duplicates of 6 high ranking American businessmen who are replaced by these look-alikes. With their operatives in place, the Black Dragon Society's plan to sabotage the American war effort appears to be set but, the F.B.I. Chief and an agent begin to piece together the clues that hopefully uncover this sinister plot,"" according to the DVD sleeve's synopsis.<br /><br />That synopsis gives away the entire ending; which, in this case, might be a good thing. ""Black Dragons"" is an incredible, wildly inconsistent muddle. A wiser course of action would have been to stay with the teasing supernatural angle. In early scenes, Mr. Lugosi (as Monsieur Colomb) is effectively creepy. Confusing Joan Barclay (as Alice Saunders), future ""Lone Ranger"" Clayton Moore (as Dick Martin), along with a cast of old stage and silent veterans do the best they can with a story that looks as if filmmakers were making it up as they went along.",negative
"I agree with the last reviewer that this movie had terrible acting. Yes, there was a lot of gore and some nudity. But it was overshadowed by a slow-moving, meaningless plot and dumb ending. Where was this supposed to be filmed anyway: a Canadian Chinatown or Hong Kong? Hostel was a much better movie and I would recommend seeing that instead. A technical annoyance I had with the DVD is that if you shut off the Spanish subtitles, they return after a few scenes and then you have to go back to the main menu and turn them off again. Also, don't waste your time on the deleted scenes because there's no audio and it just looks like tourist footage.",negative
"Given the low budget and production limitations, this movie is very good. It is plausible, realistic, and shows how the Csikos (Hungarian horsemen who lived on the plains (puszta) risked their lives to save a downed American pilot from the ruthless and savage Nazis. We are drawn into strong feelings for the young, impressionable, yet highly courageous boy--who admires the American pilot. If you're looking for special effects, superman heroes, and magical endings--this movie is not for you. If you want to feel what it must have been like to dodge the persistent, amoral Nazis and their lack of compassion, then you will be enthralled by this movie. I truly enjoyed it and for those who love horses, dogs, and humble, helpful people who value freedom and those who aspire to that end, this movie will be one you'll remember for a long time.",positive
"Outside of the fact that George Lopez is a pretentious jerk, his show is terrible.<br /><br />Nothing about Lopez has ever been funny. I have watched his stand-up and have never uttered any resemblance to a laugh.<br /><br />His stuff comes across as vindictive and his animosity towards white people oozes out of every single pore of his body.<br /><br />I have laughed at white people jokes from many a comedian and love many of them.<br /><br />This guy has a grudge that won't end.<br /><br />I feel bad for Hispanics who have only this show to represent themselves.<br /><br />The shows plots are always cookie cutter with an Hispanic accent.<br /><br />Canned laugh at the dumbest comments and scenes.<br /><br />Might be why this show is always on at 2AM in replay.",negative
"This movie could have been a decent B-movie if 3/4 of the the movie wasn't so much focusing on the sex scenes. I mean, he's a sex addict, and I'm sure that there's a lot more that goes on with sex addicts outside of having sex on a constant basis. Michael Des Barres did a good job considering what all he had to do, which wasn't much. At one point or another, one would have to laugh at him, because his character was so pitiful. Nastassja Kinski was alright in her role as the concerned sex therapist, she could've of done more though and I'm not suggesting her having sex. The person that stood out the most to me in this movie was Rosanna Arquette in her convincing role as the loving and concerned wife. There's something about beautiful inside and out that strongly appeals to me. She played that role and as you watched the movie, you start to feel bad for her.<br /><br />""Diary Of A Sex Addict"" while not Oscar material or a modern classic to anyone's standards, is quite informative and does a fair job in showing you how one's personal demons can take over and ruin the very things in life you think highly of.",negative
"I believe this is the most powerful film HBO Pictures has made to date. This film should have been released in theaters for the public to view on the big screen. It is available on video so make sure you look for it and check it out. Chris Gerolmo did a great job with the direction and the screenplay. The performances from Stephen Rea, Donald Sutherland and Jeffery DeMunn are flawless. A masterpiece of the genre.",positive
"Now don't get me wrong, i love a good film and after watching The Thin Red Line (and loving it) I was eager to track down Terrence Malicks two earlier films, and, having just watched Days of Heaven, my enthusiasm to see Badlands has virtually disappeared.<br /><br />I have noted much rave about the beautiful photography, but i saw this film on a terribly old vhs tape which made it look pretty awful. All i can say is i hope the photography was superb, because it would have been one of the only things of interest in this film. Not since the Replacement Killers have i fallen asleep during a film. This film felt so long (and it wasn't!), the editing was choppy and disjointed, the storyline non-existent, the voice over was an incoherent ramble, the characters weakly developed, and the whole thing was uninvolving. I know that Malick was uncertain of how to do the film. He consequently shot a heck of a lot of footage then spent around two years editing in an attempt to piece it all together. This is very apparent on screen. Everything looks chopped up, every time a scene seemed to gain some momentum (or some character development) it would obtrusively cut to boring scenes of people doing boring things. It was as if someone had tried to cut together a story out of stock footage of people farming. The few good points are the music and the chase scene near the end, but those things are no where near enough to maintain interest. I would normally let a bad film pass by without being too vocal but when it is so highly over-rated something must be said.<br /><br />Maybe a farmer would like it...?",negative
"This picture came out in 1975 and it was the second in the three part series of the life of Sheriff Buford Pusser. Bo Svenson takes over the role of Sheriff Buford Pusser, and Luke Askew plays the role of Mobster Pinky Dobson. The last that we saw Sheriff Pusser he was laying in a hospital bed after him and his wife who was killed in ambushed Sunday morning drive. After Pusser recovers he goes after the men that killed his wife. Is Pusser able to complete the revenge that he's after or does the mob try to take him out before he successes. The only thing that bother me about this picture that this was an actual true story. How could you leave in a town with this kind of crime and yet don't do anything about it. Since there was real no name actress in this picture I can't give it 10 weasel stars but I can give 8",positive
"This movie was way over-hyped. A lot of the viewers, who thought this was ""amazing"" must have been into the old school movies, cause the whole movie is set in the past. At first I thought the movie was just showing something from the past, so I was expecting that faded dreamy like lighting on the characters to pass, but it just going. Basically this was a movie trying to mix the future with the past, and the 2 don't mix very well in this movie, even with special effects. You could actually see the blue screen the actors were working with. There are too many movies out there that do exactly what this movie did, so there is no reason for critics to hype this movie up saying ""it's the greatest movie ever done"". It's just crap on a stick. It also didn't help that the story line was sooo crappy. I don't understand why Hollywood agreed to have this movie produced, and I also don't understand how actors/actresses in this movie are willing to be in a movie like this. It's almost as though everybody read the script and forgot to read the fine print...""It will all be done on a computer"". This was a movie that should have been on a movie network, because nothing about this movie was revolutionary. I'm very upset with myself for paying money to see this. Whatever you do, don't waste your time and money on this movie today or tomorrow.",negative
"Why me? Why should I be subjected to such slaughter of what could have made an interesting plot?! At least if I can warn other people off, it will have been worthwhile.<br /><br />I had to watch this horrible movie for a college course. Otherwise, I would have looked at the synopsis on the back of the thing and steered clear. The movie was slow, had PAINFULLY little character development, and centered around the idea that a creepy little white man can become cool if he hangs out with an LA-style token black man.<br /><br />If you want to experience the stereotypical LA feeling of dizzying superficiality - watch the movie. Note, though, that this movie does not DEPICT what we have come to think of as an ""LA lifestyle"", it is a wonderful example of the products that ARISE from it.",negative
"I enjoyed this film very much. It effectively combines humor, fantasy, and a few moments of horror with a solid film making effort from Higuchinsky. Brilliant visuals and a very original story concerning spirals. My only complaints are that it had its dull moments and wasn't as daring as it could have been. Still, I give this a solid 8 out of 10. The U.S. should take note of this and other fine Japanese horror/fantasy films that have come along recently and have them available on Region 1 DVD. Actually, Asian cinema in general, have some of the finest films that have been unnoticed by the American public because they're hard to find. I strongly recommend people to go look for these treasures, they're hard to find, but once you find them, you'll be glad you did.",positive
"Director Delbert Mann was a much better director than this film indicates. He directed ALL QUIET ON THE WESTERN FRONT, THAT TOUCH OF MINK, and THE LAST DAYS OF PATTON among others. This mediocre, made for television retelling of Dicken's masterpiece is so bad, even those unfamiliar with the often filmed tale, will be unsatisfied.<br /><br />Besides the fact that the movie is available from only two known suppliers (Brentwood and BCI Eclipse LLC) the poor quality of the transfer, and the scratchy and muddied sound track make the task of finding this film on video not worth the effort.<br /><br />I have always believed that if a company is going to put a film on video and charge the public money to buy it, then they should at least have a descent copy of the film and do a good job on the transfer. Unfortunately neither of the two suppliers have such a work ethic and the result is only fit for the bargain bin in the local discount store.<br /><br />The story is told mainly through flashbacks, making the film episodic and talky. Much of the rich detail of the novel is lost in this translation. The characters of Martha, Traddles and others have been cut and the relationship of young David and Steerforth is not explored enough, so we are left wondering why David would hang out with the guy.<br /><br />The relationship between David the boy, and young Agnes is never developed and it is hard to understand why she and David eventually marry. Since Martha is left out, it is a mystery how Dan Peggoty finds his niece. And the absence of Traddles makes David a very lonely fellow.<br /><br />Some have credited this film with doing a good job of abridging the lengthy novel. I disagree, this is at best a hatchet job on the book. Anyone who has seen the 1935 George Cukor version will agree.<br /><br />The performances in that version by Fields as Micawber and Rathbone as Murdstone, are definitely worth the trouble of watching it. And the more recent Masterpiece Theatre version (April 2000) and Hallmark (2000) versions are both outstanding achievements in made for television adaptations of classic novels. Directors Simon Curtis and Peter Medak who are responsible for those films are deserving of the highest praise.<br /><br />My final comment on David COPPERFIELD 1969 is Don't buy it, there are several much better versions of the film available. If it is on television, turn the channel to something else. It is a waste of one hour and twenty minutes of your life. Sorry folks, but I can't praise such an appallingly bad film.",negative
"If it's an art and essay film, there is not enough art, not to mention essay.<br /><br />If it is a thriller, there is not enough thriller.<br /><br />If it is a teenage drama, there is not enough drama, and as far as teenagers are concerned, there is not enough NOFX and too much Nino Rota.<br /><br />I thought it could be a trailer for Tony Hawk's forthcoming movie, but there is no Tony Hawk, so I guess I'be been cheated: it's not Tony Hawk biopic.<br /><br />If it's an action movie, it lacks explosions, which would have added some interest to it, or at least would have make jump the sleeping ones into their chairs.<br /><br />Most of the characters seem to be dead inside, but it's not a zombie movie. In fact, if it is a movie, there is not enough plot. If it is not a movie, it lasts too long to be a music video.<br /><br />If it's a music video, well... it's an album I will not purchase",negative
"All the Airport movies are stinkers, but this one is the biggest turkey of them all. The formula was different for this one because it focused on TWO disastrous flights and a lot of plot occurring on the ground, while the other movies focused on just one disastrous flight and less plot on the ground. The stunts with the Concorde are worth watching for the laughs, although the special effects aren't as terrible as I'd expect for a movie of this quality made in 1979. George Kennedy's sexist remarks are disgusting and his rendezvous with a prostitute in Paris is totally unnecessary (and made me gag a little). Poor Martha Raye was relegated to a role where she did nothing but relieve her bowel over and over in the Concorde's bathroom. There are no big stars in this movie compared to the previous films, giving you one more reason not to watch this one.",negative
"This could quite possibly be the worst movie ever made, up there in a league with movies like ""Howard the Duck,"" ""Plan 9 From Outer Space,"" and ""Ishtar."" I don't understand why I decided to see this movie, as it was a waste of my life. I also do not understand why one would like this movie, regardless of their sense of humor. The acting is among the worst I've ever seen, as is the writing. The characters are all stupid, and there is not one funny scene in the entire movie. Tom Arnold is quite possibly the worst actor ever-- this movie proves it. There is nothing worthy about this movie. Don't rent it, don't watch it, don't even say that it looks interesting. It's bad enough I saw it.",negative
"It's like a bad 80s TV show got loose and tried to become a soft-core porn movie. Oh my god was it bad. The plots of each character had little relevance. The plot itself wasn't anything to speak of. Something about a stalker, I guess. In the end he shoots himself? It's not really clear, but somehow there's a volleyball game involved. And the main character (Randy) sleeps around a lot. The only reason my friends rented this movie was because Casper Van Dien was in it, and they ended up wanting to fast forward to the scenes with him in it, which were barely watchable at that. Thank god I didn't spend any money on it, but I want that hour of my life back.",negative
"This 1955 Producers' Showcase version of the musical Peter Pan with Mary Martin has the benefit of showcasing most of the original Broadway cast, including Kathleen Nolan as Wendy, who was more natural an actress than the girl they hired for the 1960 color televised play. It's a shame that most people won't sit through anything black and white anymore because in many respects this earlier production - which doesn't even show up in the IMDb listings when you put ""Peter Pan"" into the search engine! - is superior to the cutesier color version most people have watched. I obtained the original on disc and then did work on it to make it look and sound better digitally. Now when I put the 1960 color version on it looks garish in comparison. I suspect Mary Martin herself no doubt preferred this original 1955 b/w Producers' Showcase televised version.<br /><br />As an added plus the disc I got also showed the original commercials and opening promo. How far away the 1950's seem now - such an innocent time compared to today. I miss it.",positive
"These critics need to find a new job!!! This movie is based on a TRUE STORY, which has made history. It illustrates beautifully how even in the mist of war and tragedy love can conquer all. The breathtaking Chephallonia of Greece has captured my heart and soul as if I too were there. The Blue eyed Cage & the delightful Cruz were amazing! Together they perfectly portrayed how a Mediterranean couple can only become closer in the time of war. This movie will touch your heart like it did mine you must go see it!!!!",positive
"I thought that the love letter was a pretty good movie. There were certain things that could have made it better. But Kate Capshaw is absolutely beautiful, and she showed it in this movie. I wish that there could have been a few more revealing scenes of her, but it was still a very good movie. It was very fun to watch!",positive
