review,sentiment
"I am very impressed with the acting in Comanche Moon. Before I started watching this, I wasn't expecting it to be as good as Lonesome Dove. I couldn't believe how well the actors were chosen to represent all the characters. It blew my mind how well they played each role! This was in my opinion almost as good as Lonesome Dove. Its hard to compare any film to Lonesome Dove. If you don't make that comparison, I would give this a thumbs up. It was very entertaining! I don't post many comments on this site, but I just felt I had to get my opinion out there. Amazing! I don't want to go off naming every actor who was brilliant, because I would probably have to list every single one. My favorite was Steve Zahn. He hit the nail on the head playing Captain Gus. His mannerisms were perfect.",positive
"I am finding that I get less and less excited about Disney's sequels to movies. Yes, I do understand that the budget for the direct to video movies are not the same, but these movies don't even try. Some examples are Hunchback II and Tarzan and Jane. If anyone has seen the previews for Stitch-The Movie, you will see my point. But I digress, this movie reaffirms my point. The animation is sloppy, the story lines resemble Saturday morning cartoons, and not all of the original voices are there. I was very disappointed not to hear Michael J. Fox's voice. It was so glaringly obvious that the person doing Milo's voice was trying to sound like Fox, but didn't come close to succeeding. <br /><br />If it says anything, my children ages 10 and 6 didn't even sit through the whole movie.",negative
"Had this movie been made a few years later, I would have given it a lower score. However, for 1909, this was a dandy little movie and still stands up pretty well today. Just don't try to compare this silent film to later silents--the industry changed so radically that the shorts of the first decade of the 20th century don't look at all like movies made in the 1910s and beyond.<br /><br />This movie is 11 minutes long (about average for most films back then) and is a variation of the Edgar Allen Poe story, THE CASK OF AMONTILLADO. While many are familiar with the story, I won't elaborate further as I don't want to ruin the film. Just suffice to say that it's very creepy!!",positive
"Oh man, this movie was toe-cringing bad. Bad look, awful story...the list of good things is shorter than the list of bad things about this movie.<br /><br />Yes sure it's supposed to be a comedy and all but something tells me that this movie was supposed to be the real deal. The movie most certainly does not start of as a comedy but more as an adventurous movie with fun elements put in it. You can especially tells they were serious with this by the acting, that was in a serious and non-comical way, with the exception of a couple of over-the-top sequences obviously. It seemed to be me that at first they tried to make a real and serious adventurous science-fiction movie, perhaps even a franchise but soon began to noticed how bad it all was and simply decided to insert some more and deliberately overdone comical sequence, to make the movie seem more like a comedy and prevent it from turning into a complete disastrous mess.<br /><br />The movie is a weird attempt to mix adventurous swashbuckling pirate movies with serious science-fiction action. The movie was obviously inspired by the ""Star Wars"" movies and its success. The movie isn't even too ashamed to copy entire sequences and even the way the story progresses, sets, characters and robots show similarities. They tried to hide this by putting in some obviously spoofing sequences but I'm not falling for it. So the movie is not even original on its own, despite its original concept. You can say that this movie is a poor man's ""Spaceballs"", without even really being fully a spoof.<br /><br />The movie is bad looking, with some video games special effects (in some sequences even literally), awful looking costumes (coat of mail and swords in outer space?). The sound is at times even laughable. Seems like they shot some sequences without sound and then forgot to add all of the required sounds later again in post-production. the mixing is also really bad. They tried to conceal this by putting the sound down to a minimum at times and by tuning up the Bruce Broughton musical score.<br /><br />At times the movie is so busy trying to make the movie look humorous that it totally forgets to tell the story. It makes the story of the movie seems extremely messy and poorly written, with an almost completely undeveloped main plot. It also doesn't help to make the movie really ever flow. Lots of thing don't get explained and some are even dropped after a while. The movie begins as a 'pirate' movie, who constantly are looking and steal water, since its scarcely and there is only one planet in the entire galaxy remaining with water on it (yeah right!). However this plot line gets soon abandoned, especially in the middle part of the movie, in which the movie seems to become a totally different one, with different motivations. It's just like the one weird and bad, silly sequence after the other, without really making a click. It also keeps the characters way too shallow and uninteresting to care about.<br /><br />Sad to see that actors like John Carradine, Anjelica Huston and a still young and unknown Ron Perlman were attached to this disastrous movie.<br /><br />OK I admit that I liked some of the moments, especially the ending when they go through the time-warp was original and fun but really, non of this all was enough to save the movie.<br /><br />I didn't even liked the movie in a campy kind of way.<br /><br />2/10",negative
"I make just one apology for this film: there are far, far, too many wide angle close-ups, and if they irritate you beyond endurance, fair enough. They drove ME barmy for the first ten minutes or so. But after that I made a kind of a truce with the terrible cinematography; and long before the end of the film, I had ceased to care. This is too rich a comedy to be destroyed so easily. It's hilarious, it's witty, the comic delivery of ALL of the cast is flawless, and however much Usher peers at his characters through a cold, fish-eye lens - HE may not care for them much - he manages to present them with warmth. `Mystery Men' is, in fact, not only funnier, not only more clever, but also deeper, than anyone seems to have given it credit for being. The jokes in the Austin Powers movies, for instance, as well as being less funny than the jokes here, are also much more toothless. The satire of `Mystery Men' bites when there's something worth biting and gnaws gently when there isn't. It doesn't mock just any old thing. Which is why, contrary to what some (I must regard them as unobservant) critics have said, it never runs out of ideas.<br /><br />The `super' heroes are an attractive bunch. Sure, they're second-rate, but they're not merely second rate. The Blue Rajah, for instance, does nothing but throw cutlery at people, and he isn't THAT good at it. On the other hand, neither is he comically bad. He's better in his limited field than most people, and he DOES practise diligently. He's not a buffoon, which makes him a much funnier character than if he was. If Superman is Christ in a cape, the Mystery Men are all the minor demigods from the foothills of Mount Olympus, in capes. Much funnier; also much more endearing.",positive
"We purchased this series on DVD because of all of the glowing reviews we had seen here. I gave it three stars because there can be little doubt that sometimes the acting, directing and writing are brilliant. In fact they are so brilliant we did not see the propaganda that was being transmitted so smoothly on the series. If one watches it with discernment, one will see the entire litany of the radical right wing beliefs being promulgated by the Fox (Faux) News Network. To avoid giving away any spoilers I will refrain from pointing out all of the dozens of specific instances. A brief look at the plots found here on IMDb will disclose that everything from torture to gun control to the right of a network to provide ""Infomercials"" and call them news is justified with cute plot twists and impassioned speeches given by some of the best actors in the world. We watched many shows and finally gave up in disgust when they justified torture using Attorney General Gonzales as a shining example of why all kinds of torture should be used in the name of protecting all of us. The series also manages to demean male and female gays in subtle ways by using them as plot devices depicting evil people. All in all the complete litany of the radical religious right wing.<br /><br />No doubt the popularity of this program will be used by future historians as proof that America lost its way in the early part of the this century. As a student of history myself I would characterize this program as being in a league with the propaganda produced by Goebbels for Hitler and some of the propaganda produced by Hollywood for the American audience during WWII.<br /><br />So if you want to use this as a teaching tool to help your students understand how subtle propaganda can be then by all means do so. Just be sure to purchase an inexpensive used copy so you can avoid enriching the ultra right wingers at Faux Network who produced this travesty.",negative
"This film did a wonderful job of capturing NYC stereotypes at there best. If you want a simple, cute story however, you won't find it here. The related tales are woven together in a manner that does an excellent job of capturing the close-knit yet contrastingly anonymous lifestyle that is Manhattan. A perfect watch for those who enjoy and can laugh at New York life in its most natural state.",positive
"The Blob is a classic 1950s B-movie sci-fi flick. You probably know the story: two teens (Steve McQueen & Aneta Corsaut) see a meteorite hit the ground, and when they go to look for it, they run into an old man with some weird...blob attached to his arm. They take him to the doctor's office, and then go to find out what happened. From there, the blob spreads, eating everyone in its path. The special effects are cheesy fun, as is the story. There are a lot of great touches, like the cop who plays chess over the radio with a cop in another district. It's no masterpiece, but it has a special place in its genre. Steve McQueen is very good. 8/10.",positive
"The most impressive thing about 'Anemic Cinema' is its title: an anagram which is very nearly also a palindrome. Unfortunately, it only works in American English, since in Britain 'anaemic' is spelt differently.<br /><br />I've always found the dilettante Man Ray and his artistic efforts to be deeply pretentious, and I've never understood why his work attracts so much attention. Apart from his Rayographs (which he invented by accident, and which are merely direct-contact photo prints), his one real contribution to culture seems to be that he was the first photographer to depict female nudity in a manner that was accepted as art rather than as porn. But surely this had to happen eventually, and there's no real reason why Ray deserves the credit. The critical reaction to Man Ray reminds me of the story about the Emperor's New Clothes.<br /><br />Back in the early 1960s, the second season of 'The Twilight Zone' opened each episode with a shot of revolving concentric circles in black and white. There's an image in 'Anemic Cinema' which is so similar, I wonder if 'Twilight Zone' borrowed it from this film. The main difference is that the revolving image here is a black and white spiral. Indeed, if ever there was any movie that deserves to be described as a spiral, this one is it. Throughout 'Anemic Cinema', we're treated(?) to shots of a revolving disc containing words (in French) moving in a spiral. The effect is vertiginous, and the texts -- about incest and Eskimos -- are nearly Dada in their meaninglessness. I did laugh at one clever sexual pun.<br /><br />The emperor is naked, folks, and this movie just barely rates 2 points out of 10. Au suivant!",negative
"'Thursday' is a good movie but we recognize too much from other movies in its genre and therefor it lacks originality. If you have seen 'Goodfellas', 'Reservoir Dogs', 'Pulp Fiction' and a bunch of other movies that were inspired by that last one you have seen almost every part from 'Thursday'. There is a scene that involves torturing that has even the same dialogue as in Tarantino's 'Reservoir Dogs'.<br /><br />Still, it is a good movie. Because not every part is taken from the same movie the complete thing has some new ideas and some nice touches. The opening sequence to begin with, is quite impressive. We meet Nick (Aaron Eckhart), Dallas (Paulina Porizkova) and Billy Hill (James Le Gros). They get into a fight with a clerk in a gas station over a cup of coffee and it ends with the death of that clerk and the arrival of a cop. We've already glimpsed at a suitcase with a lot of money in it.<br /><br />Then we meet Casey (Thomas Jane) in Houston. He is married to Christine (Paula Marshall) but used to be working with Nick. She doesn't know a thing. Then Nick gives him a call and says that he is coming. We learn that he has screwed his friends over and the problems are about to start.<br /><br />What happens exactly is not for me to reveal but we meet some other characters, all interested in the money or the drugs Nick also had with him. Casey has flushed those down the drain.<br /><br />Very funny moments, a lot of blood, a very funny sub-plot involving actor Michael Jeter and some surprises (although if you really think about it you see them coming) this is a good movie with some very fine performances, nicely directed by Skip Woods.",positive
