review,sentiment
"Why would anyone want to see this?! If this was a film posted on YouTube by a teenager, I might have applauded the teen in doing so much with his mommy's video camera. I might have also congratulated his family and friends for doing a good job acting. Sadly, it was made by a very experienced film maker and these were, apparently, professional actors--making this a very, very sad film. Sad...and very pathetic, actually. As I said, it has a definite made directly to video look about it. It also has narration and acting that just scream ""unprofessionals""--how could this be?! The film is filled with lots of corpses and blood. Normally this would turn me off completely, as I hate ultra-violent films and don't like seeing all that gore. However, given that none of it is that realistic, it's bearable. However, I should warn you that there are a few scenes that are still pretty disturbing. For example, the scene with the kid throwing a radio into a lady's tub and watching her naked and frying is pretty bad. There are also scenes where you can hear the thought of psychos as they fantasize about killing women. With a level of misogyny that is pretty awful. the people who wrote this are pretty sick--like killing women is meant to be for our entertainment.<br /><br />After a bunch of senseless murders, the film goes to a dining room table--around which are a bunch of goof-balls wearing black hoods WITHOUT eye holes! They are talking, with pride, about all the murders they have committed and chant. It's all very funny, though I am not sure that was the scene's purpose.<br /><br />Then, the film talks about various sex crimes and killings and even vampirism and cannibalism. Why, I don't know--perhaps because they people made this got off on this sort of crap. And, once again, you see and hear the thoughts and actions of a creepy German-looking man as he tracks down people and kills them.<br /><br />By the way, considering the film used what I must assume are professional actors, I wondered why so many people were chosen who were clearly Germans. While they tried to act like Americans and the film was supposed to be in California, the accents are STRONG. Perhaps German audiences watched this and marveled at how ""realistic"" the acting was, but to any American it's obvious these folks ain't their fellow Americans! Considering that there really WAS a zodiac killer (who was never captured), I do wonder why anyone would want to make a ""fan film"" of sorts for the sick menace?! I mean...was this film meant as a snuff film for pervs? I just can't see anyone else wanting to see this or enjoying it. In fact, I wonder what would motivate anyone to make such a stupid AND offensive film?! Worthless and deserving to be in IMDb's Bottom 100 list.",negative
"This movie is excellent ( i watched the French version ). There are many subplots (which usually detracts from the whole ), but they nicely unfold and concur to the ""discovering of one's real self"" main theme. In fact, the whole movie (besides his background ) is the journey to the discovery of one's ( or someone else's ) self. Is the King really a ""good peacenik monarch"" trying to wage a ""war to end all wars"" or is he just a disturbed, blood thirsty hoodlum? Is he a true king, after all? Is the attendant to the queen mother just a lusty, career-driven, spineless sock puppet or rather a sharp thinking, bold individual? Will the dame/concubine realize who the king truly is? What's between the king and the old chancellor? What's the secret everyone knows but won't tell? What's the true reason the assassin quit his ""job""? Subplots (something i'm not particularly fond of ) are handled well and keep one watching until the end. Scenes are well crafted and CGI fits nicely in, without going overboard. Suspense is properly maintained and actors are upto the task. There is a lot of brain-damaged smiling, but that is how one was supposed to behave at the king's court ( as the dame/concubine complains about ). Realistic movie without superhero moments. This Chinese movie really puts Hollywood cardboard colossals ( Gladiator etc ) to shame.",positive
"After seeing this movie, I have no choice but to write a review in the hopes that there are others like me out there who were blown away by the rocket fueled ninja action and white hot sexual titillation that is Ninja III: The Domination.<br /><br />We all know that Sho Kosugi rocks. That is a given, but how about Jordan Bennett's ultra macho interpretation of his character police officer ""Billy Secord""? Bravo Mr. Bennett, bravo. You prove early on, while trying to seduce the buxom Christie (played to perfection by one Miss Lucinda Dickey of Breakin' fame)that you are not afraid to take chances on your craft. I particularly enjoyed how you do not feel the need to step in and attempt to help her as 4 thugs try to rape her outside her gym. Oh you could have helped sure, but by standing there and watching you let her know who was boss. Secord will wear the pants in this relationship. I also enjoyed how Mr. Bennett was not afraid to repeatedly take off his shirt or wear the wife-beater tank top despite his gorilla like shoulders and back. Back and shoulder hair are hot and Secord knows it. And How about Lucinda Dickey? All I can say is ""KABOOM"" - I see a sex bomb getting ready to explode. She's got all the right moves as both a temptress and a martial arts whiz. The chemistry behind Dickey and Bennett is what makes this movie tick. You'd think she would hate him because he's kind of a cheesy jerk, but no my friends. The animal magnetism is too strong to resist, and they bond like crazy glue. Sho Kasugi is not as prominent as you might think, though still a main character, which is fine by me because all I wanted was more Bennett and Dickey. He does seem to wear a lot of eye makeup which was nice to see. The special effects? Wow. That is all I can say. I will not give away the ending but let's just say it will not disappoint. I love Ninja III: The domination, and can only hope that there is a Ninja 4. I give it a 5 out of 5 throwing stars. disappoint.",positive
"I must tell you the truth. The only reason I wanted to see this movie was because of Rose McGowan. I think that part definitely worked out...pretty well actually. However, the film was very good too. Some parts of this movie are really good.<br /><br />The film has great action also. The mystery is pretty hard to figure out and Rose [McGowan] does some ""Oscar-worthy"" acting towards the end of the film, but I don't want to give anything away. Adam Beach and Jurgen Prochnow are also great in the movie, along with some of the other stars.<br /><br />If you like mysteries, or action movies, or just like Rose...I totally think you would like this movie.",positive
"First, and foremost, I take issue to the title of this movie. 'Chupacabra' is not a Spanish word. The name to which they are referring is 'Chupacabras'. I imagine they dropped the 's' because it sounds plural that way, but I assure you, it is singular in Spanish.<br /><br />Next, I thought this movie had been done years ago. It came off as one of those B horror flicks I watched when I was an early teenager at home when my stepdad was out of town. Then it would have been kind of scary.<br /><br />Let's talk about the special effects. The most important 'effect' is the costume used for the Chupacabras. Given that it is the main character, you would think some serious money would have been put into it, but that isn't so. The shape, color, and texture were all goofy like some stupid haunted house at Disney World.<br /><br />There were times when the Chupacabras was walking where no man could walk. His movement were jerky and strange at these times, but moving around on the floor looked like any normal man.<br /><br />Another thing I take issue to is that there is no animal in the world that goes around slaughtering everything it sees with no regard to actually eating it. The Chupacrabas would kill one, then the next, but it never seemed to actually eat the victim. You say, ""It's just a movie,"" and I agree. But the idea is so far out there that it's stupid.<br /><br />What country is Dr. Pena from? He sounds sort of Jamaincan/Hawaiian/British/Something-Else, but I think he's supposed to be Latino. The problem is, his accent is so bad that even a Russian could tell he wasn't Latino.<br /><br />The soldiers fired round after round at this thing, and weren't making a dent, yet the continued to fire. I'm no military man, but don't soldiers, especially the special tactical forces such as this, have to have some wit about them to perform their duties? Wouldn't they figure out that it was a waste of time to shoot and try something new? They didn't. They just kept firing away while the Chupacabras continued to slaughter, and not eat, them.<br /><br />Did they have to kill the little dog? :) Anyway, my vote was 3 for this flick, because it was bad. Why did I watch the whole thing? I'm sure you've done the same on occasion, so don't give me an flack. ;)",negative
"The fluttering of butterfly wings in the Atlantic can unleash a hurricane in the Pacific. According to this theory (somehow related to the Chaos Theory, I'm not sure exactly how), every action, no matter how small or insignificant, will start a chain reaction that can lead to big events. This small jewel of a film shows us a series of seemingly-unrelated characters, most of them in Paris, whose actions will affect each others' lives. (The six-degrees-of-separation theory can be applied as well.) Each story is a facet of the jewel that is this film. The acting is finely-tuned and nuanced (Audrey Tautou is luminous), the stories mesh plausibly, the humor is just right, and the viewer leaves the theatre nodding in agreement.",positive
"Even though there are no new episodes, and it is rarely showed. I used to love the magic of Sabrina and the teenage witch. I never got to see the last episodes, but I do want to know what happened to Miles, or Josh? And why did the aunts have to disappear out of the show for good?I'm sure the ending went to be perfect. But there are a lot of questions unanswered. And I want to see the last episode of S.T.T.W! Because I heard she decides between Erin and Harvey on her wedding day! I really hope that she picks Harvey! And may I say Nate Richart is HOTT!! Too bad hes too old for me though. Melissa Joan Hart has her own sense of cuteness that she adds to the show, but there are many little ""stupid"" things for the show such as how famous bands come out of nowhere and play songs and all the cast is listening, its kind of stupid. Plus the cat starts to really get lame, as the show continued, the jokes began just to get stupid, and the things that the audio controlled ""audience"" would laugh at, I would think it was so lame. Don't get me wrong, at some parts it was funny, but I think the show just kind of lost its ""magic"" so to speak as the show went on. I give kudos to all the cast though for trying, although that Soleil Moon Frye girl had no taste, and she was a horrid actress. I wonder what Melissa or any of the cast is doing now for that matter, now that the show has ended.",positive
"Victor Mature, as a barely civilized and mostly out of control mountain man and trapper, may be on the poster, but Robert Preston as a failed Union colonel who led his men to get ""cut to ribbons"" by Confederate artillery at Shiloh, and is sent to a fort in Oregon for his incompetence, has the most interesting part, married to a young and hard to recognize at first Anne Bancroft. The uncivilized Mature lusts for the colonel's wife, giving the film an interesting and even dark subplot which goes so far as to reference coveting another man's wife at one point by James Whitmore who plays Mature's older and wiser mountain man father figure. Directed by Anthony Mann, this film is lost among his more famous westerns with James Stewart, but even so you really don't need the Indian menace to make this a film worth seeing, although Preston gets to prove his bad judgement as a commanding officer again in a failed expedition to finally bring the Indians under submission, in a well staged attack among the forest that quickly turns into a rout.",positive
"This beautifully filmed and scripted episode was let down for two reasons. 1) Perhaps it was the morality of the 1950s talking, but no man left alone on an asteroid for years would react with such hysterical negativity to the gift of a female android. 2) It wasn't an android at all, but a woman, the beautiful Jean Marsh.<br /><br />The popularity of the sex doll industry in the coming decades could have traced its origins back to this episode if they'd done it properly. In fact, the modernization of sex-bots are in the news as I speak.<br /><br />Robots were not new to movies or television when this episode was made, so they could have at least had her act like one. Her fleshiness would then have added a creepy element. Instead, it becomes a nice little love story about two humans on faraway star.<br /><br />The Twilight Zone always stretched the imagination and credulity. Normally no one cared. But this episode seemed hamstrung by a Calvinist morality eschewing what would have amounted to masturbation with a machine, or downright carelessness.",negative
"It's not like an historical movie, it's not a movie with unforgettable love stories, it's not a movie with a spectacular scenario, but i can surely say it's a movie with a great atmosphere...<br /><br />It had that 60's kind of bohemian and rebellious spirit: a group of friends living in a poor apartment in Paris, each one making art, dreaming of changing the world, doing drugs and loving in his very own way.<br /><br />It takes a lot of patience to watch, and a special mood, that if you're not in, you might find it extremely boring and dull.<br /><br />I liked a lot the very realistic approach of the events that took place and their immediate effect on student's lives: the fear for their future, the difficulty of earning their living, the obstacles in following their dreams.<br /><br />What i absolutely loved was the black & white image. The still camera angles were amazing, they were like freezing moments. It left me the impression of a long slide show of old and very emotive and suggestive photographs. I actually had to see the movie again, just to take those amazing screen-shots.<br /><br />In one word: beautiful...",positive
