"Game ID","name","Points","Assists","Total rebounds","Steals","Blocks"
"0","al horford","17","four","13","two","null"
"0","jeff teague","17","seven","null","two","null"
"0","nikola vucevic","null","null","15","two","null"
"1","brandon knight","17","five","null","null","null"
"1","cole aldrich","12","null","seven","null","null"
"1","giannis antetokounmpo","16","null","12","null","null"
"1","j. r. smith","15","null","seven","null","null"
"1","jason smith","10","null","null","null","null"
"1","tim hardaway","17","four","null","null","null"
"1","zaza pachulia","16","null","14","null","null"
"2","courtney lee","22","null","null","null","null"
"2","eric bledsoe","23","four","five","null","null"
"2","goran drag","six","null","five","null","null"
"2","isaiah thomas","15","two","null","null","null"
"2","marc gasol","18","six","five","null","null"
"2","markieff morris","20","two","five","null","null"
"2","mike conley","null","11","null","null","null"
"3","amir johnson","17","null","two","null","null"
"3","andre drummond","14","null","eight","null","null"
"3","d. j. augustin","35","eight","null","null","null"
"3","demar derozan","25","four","six","null","null"
"3","gr","35","null","null","null","null"
"3","kentavious caldwell - pope","16","null","three","two","null"
"3","monroe","21","null","16","null","null"
"3","valnciunas","20","null","11","null","null"
"3","vasquez","13","null","null","null","null"
"4","andre drummond","15","two","17","null","a"
"4","jabari parker","13","three","five","null","a"
"4","khris middleton","26","two","seven","a","a"
"4","marcus morris","20","two","eight","null","a"
"4","miles plumlee","10","three","six","a","a"
"4","monroe","10","three","seven","a","a"
"4","reggie jackson","22","eight","two","two","a"
"4","tobias harris","15","two","17","null","a"
"5","giannis antetokounmpo","34","five","12","five","two"
"5","kevin love","13","null","13","null","null"
"5","kyrie irving","20","four","null","null","null"
"5","lebron","22","four","four","null","null"
"5","michael beasley","17","null","null","null","null"
"7","durant","23","seven","null","null","null"
"7","giannis antetokounmpo","17","null","seven","null","null"
"7","ibaka","15","null","null","null","null"
"7","o. j. mayo","18","null","null","null","null"
"7","reggie jackson","18","null","seven","null","null"
"7","russell westbrook","28","seven","null","null","null"
"8","17","null","null","null","null","null"
"8","carmelo anthony","45","null","null","null","null"
"8","courtney lee","17","null","nine","null","null"
"8","dennis schroder","23","null","null","null","null"
"8","dunleavy","12","null","null","null","null"
"8","dwight howard","19","null","null","null","null"
"8","joakim noah","null","null","26","null","null"
"8","kent bazemore","24","null","null","null","null"
"8","kristaps porzingis","15","null","null","null","null"
"8","kyle","null","null","null","null","null"
"8","mindau","null","null","null","null","null"
"8","paul millsap","37","null","19","null","null"
"8","tim hardaway","19","null","13","null","null"
"9","griffin","31","null","null","three","null"
"9","thompson","null","null","seven","null","null"
"10","carmelo anthony","26","four","null","null","a"
"10","jordan","12","two","three","three","null"
"10","jose calderon","null","null","null","null","null"
"10","kobe bryant","14","null","two","a","null"
"10","porzing","eight","null","null","null","a"
"10","robin lopez","16","two","eight","null","two"
"10","williams","eight","five","a","two","a"
"11","dellavedova","two","null","null","null","null"
"11","demarre carroll","13","null","null","null","null"
"11","giannis antetokounmpo","27","null","null","null","null"
"11","henson","seven","null","null","null","null"
"11","kyle lowry","18","null","null","null","null"
"11","terrence ross","null","null","null","null","null"
"11","valanciunas","11","null","13","null","null"
"12","andrew wiggins","six","an","three","two","null"
"12","courtney lee","14","null","null","null","null"
"12","marc gasol","32","three","nine","two","two"
"12","mike conley","16","six","one","a","null"
"12","mo williams","18","four","null","a","null"
"12","thaddeus young","26","four","four","two","null"
"12","zach randolph","25","an","13","null","a"
"13","bogdon","22","null","null","null","null"
"13","bogdonavic","22","null","null","null","null"
"13","bradley beal","24","null","null","null","null"
"13","brook lopez","26","null","10","null","null"
"13","deron williams","nine","nine","seven","null","null"
"13","jarrett jack","14","nine","null","null","null"
"13","john wall","null","10","seven","null","null"
"13","marcin gortat","21","null","16","null","null"
"13","ramon sessions","null","10","seven","null","null"
"13","thaddeus young","null","null","seven","null","null"
"14","d ’ angelo russell","22","null","null","null","null"
"14","gortat","16","null","10","null","null"
"14","john wall","22","13","five","null","null"
"14","kobe bryant","17","two","one","null","null"
"14","marc","null","null","10","null","null"
"15","butler","8","null","3","two","null"
"15","kevin love","19","null","three","null","null"
"15","kevin seraphin","14","six","12","null","three"
"15","martell webster","20","null","three","null","null"
"15","matthew dellavedova","18","12","null","two","null"
"15","ramon sessions","14","six","null","null","three"
"15","shump","18","null","six","two","null"
"15","tristan thompson","12","null","eight","null","null"
"16","jordan clarkson","null","null","null","null","null"
"16","kobe bryant","31","null","null","null","null"
"16","lou williams","36","null","null","null","null"
"16","will barton","25","null","null","null","null"
"17","evan turner","24","null","null","null","null"
"17","wesley matthews","27","null","six","null","null"
"17","yogi ferrell","32","null","null","null","null"
"18","chalmers","12","null","null","null","null"
"18","chris bosh","18","four","11","a","null"
"18","demar derozan","30","one","three","four","null"
"18","dwyane wade","19","seven","11","null","two"
"18","greivis va","12","two","two","a","null"
