Message ID,Subject,Message,Spam/Ham,Date
1214,"hpl nom for july 19 , 2000","( see attached file : hplo 719 . xls )
- hplo 719 . xls",ham,2000-07-18
20836,"re : it ' s very simple , ' the","hello ,
we were reviewing your record and noticed that your r at e
was over 6 . we can give you a guarante e d fixe d r a te
of 3 . 3 for up to $ 300 , 000 .
please fill out this page to complete the process :
http : / / www . qeekcy . com /
we look forward to hearing from you .
regards ,
judith luna
support id 91
",spam,2004-12-29
5997,re : real options conference in cambridge,"steve
given the practitioner audience , i would prefer a less technical
presentation . perhaps if you can talk about use of real options at enron in
general , and then give some examples ( graphically - - no notation ) of
diagrammatic representation might be good . remember there are many talks
and the capacity of the audience to absorb notation , grammar , and technical
detail is limited .
how about a more generic title "" real options at enron ? ""
please give me your title within enron please
at 11 : 07 d _ 04 / 25 / 00 + 0100 , steven . leppard @ enron . com wrote :
>
>
> lenos
>
> i ' d like to give a talk entitled "" diagrammatic representation of real
> options in enron "" , in which i will give a brief run - down of a diagrammatic
> technique i have developed for representing real option deals . my notation
> allows originators , managers and quants to communicate unambiguously , while
> still appreciating the complexity and subtlety of real optionality . i have
> defined a "" diagrammatic grammar "" which guarantees that the pricing of the
> deal follows immediately and automatically from the diagram .
>
> i propose to introduce the symbols and grammar , then go on to present some
> suitable examples of diagrams . if appropriate i ' ll talk about the links
> with dynamic programming . ( i will need some guidance as to how much
> technical detail i can go into based on the audience . )
>
> all the best ,
> steve
>
>
>
>
> ( embedded enron capital & trade resources corp .
> image moved
> to file : from : lenos trigeorgis
> pic 29415 . pcx )
> 04 / 20 / 2000 08 : 45 pm
>
>
>
>
>
>
> to : "" steven leppard ""
> cc : "" vince j kaminski ""
>
> subject : re : real options conference in cambridge
>
>
> steve
>
> thanks for agreeing to talk . i attach the program to see the other speakers
> and style ( it is addressed to a professional autience )
>
> please give me a suitable title for the talk ( replacing kaminski  % s slot on
> july 6 / energy session ) and the details of your position
>
> thanks
>
> lenos
>
> at 05 : 01 _ _ 04 / 20 / 00 + 0100 , steven leppard wrote :
> >
> >
> > dear prof trigeorgis
> >
> > vince kaminski has suggested that i would be a suitable speaker at your
> july
> > conference in cambridge , and i ' d be happy to come along if required .
> please
> > could you send me appropriate details , and the audience type expected .
> >
> > many thanks .
> >
> > yours sincerely ,
> > steve leppard
> >
> >
> >
> >
> ( see attached file : 4 thconfsessions . doc )
>
> lenos trigeorgis
> professor of finance
> university of cyprus
> dept of business
> 75 kallipoleos , po box 20537
> cy 1678 nicosia cyprus
>
> tel : + 357 2 892261
> fax : 339063
>
>
>
> attachment converted : "" c : \ drive _ e \ eudora \ attach \ pic 29415 . pcx ""
>
> attachment converted : "" c : \ drive _ e \ eudora \ attach \ 4 thconfsessionsl 7 . doc ""
>
lenos trigeorgis
professor of finance
university of cyprus
dept of business
75 kallipoleos , po box 20537
cy 1678 nicosia cyprus
tel : + 357 2 892261
fax : 339063",ham,2000-04-25
4135,hi hunnie cavalry,"hey , my name is amber and i just got my new webcam up . . .
you can talk to me free for aslong as you want at my website : :
www . amberhi . com / dcam . html
i hope you come visit me soon . . . i ' ll be waiting : ]
bye",spam,2004-07-22
21715,attention : latest updates .,"download any latest software now !
http : / / apologist . 405 ajr . com /
marian , with regards .
",spam,2005-04-15
26450,visual identity and logo now,"working on your company ' s image ? start with a
visual identity a key to the first good impression . we are here to
help you ! we ' ll take part in buiiding a positive visual imaqe
of your company by creatinq an outstandinq iogo , presentable stationery
items and professionai website . these marketinq toois wili significantiy
contributeto success of your business . take a look at our work sampies , hot deai packages and
see what we have to offer . we work for you !
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam,2005-07-04
5999,re : video conference for interview : stig faltinsen,"hi shirley ,
i hope you had a pleasant easter break . . . . for the video interview for stig
faltinsen , if we do friday 28 th april , the only slot available is from 5 pm
onwards london time - can vince do from 5 pm to 5 . 30 pm ?
regards ,
anjam
x 35383
vince j kaminski
25 / 04 / 2000 16 : 25
to : anjam ahmad / lon / ect @ ect
cc : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect
subject : re : video conference for interview : stig faltinsen
anjam ,
sorry , i am busy on thursday .
i shall ask shirley to contact you . friday 9 : 30 to 10 : 30 my time would work .
vince
vince
anjam ahmad
04 / 25 / 2000 09 : 51 am
to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect
cc :
subject : video conference for interview : stig faltinsen
hi vince ,
this candidate was forwarded from the norway office . he is finishing his phd
in cambridge but is available soon . if you are free on thursday before the
regular weekly meeting that would be good - would 3 pm or 4 pm work for you
( 9 am or 10 am your time ) to set up the video interview ?
regards ,
anjam
x 35383
cv attached :",ham,2000-04-25
27856,reliant to split itself into two publicly traded companies,"news briefs :
reliant energy plans to form two public companies
reliant energy said it plans to file with the texas public utility
commission a business separation plan under which it would divide into two
publicly traded companies to separate its unregulated businesses from its
regulated businesses .
the company plans an initial public offering of approximately 20 % of the
common stock of its unregulated operations late this year or early in 2001 ,
assuming market conditions remain favorable . the company expects the ipo to
be followed by a distribution to shareholders of the remaining stock of the
unregulated company within 12 months . the remaining businesses , which are
predominately regulated , will be structured as a holding company .
the unregulated company will own reliant energy ' s unregulated power
generation and related energy trading and marketing operations , its
unregulated retail businesses , which currently include energy ,
telecommunications and internet services , and the company ' s european
electric generating and trading / marketing operations . the plan also
contemplates that in 2004 the unregulated company will receive from the
regulated company cash equal to the market value of the regulated company ' s
interest in its texas regulated generation operations . in addition , the
unregulated company will have an option to purchase the regulated company ' s
interest in these operations at a price equal to the market value .
the regulated company will include reliant energy ' s electricity and natural
gas companies , which serve about four million customers in the u . s . and
include reliant energy hl & p / entex , reliant energy arkla , reliant energy
entex and reliant energy minnegasco . other operations in the entity will
include its u . s . interstate pipelines , its interests in latin america and ,
initially , its texas regulated generation .",ham,2000-07-27
28421,january 29 th update,"jeff / michelle / ken ,
here ' s the daily update for the 29 th .
suzanne
- igsupdate . xls",ham,2001-01-29
16470,computer software here,"visit us for great deals on a wide range of software .
windows xp , photoshop , office xp , acrobat 7 from $ 19 . 95
http : / / fmlciwxl 7 sf 4 cyx . isothujonene . org /",spam,2005-07-13
