Message ID,Subject,Message,Spam/Ham,Date
32940,valid marketing,"to bruceg @ em . ca :
email marketing is the best promote tool .
we offer e - marketing with quality services .
1 . targeted email list
we can supply target email list you need , which are compiled
only on your order . we will customize your client email list .
* we have millions of lists in a wide variety of categories .
2 . send out targeted list for you
we can send your email message to your target clients ! we will
customize your email list and send out your message for you .
* we also offer web hosting & mailing server .
regards !
naren
marketing team
kzll 23123 @ yeah . net
no and takeoff : renoff @ msn . com",spam,2005-05-22
3467,new enrononline functionality,"the following additions and modifications to stack manager will be effective as of saturday september 8 , 2001 .
stack manager modifications
inactivate all stack - in addition to the individual activate / inactive stack buttons , there is now an inactivate all stack button . similar to the suspend all button , this button will inactivate the trader ' s stack on all active products . any existing top of stack limit orders will continue to post to the website and remain transactable . see screen shot below : inactivate all stack button on far right .
please note that we have switched the positions of the suspend and inactivate buttons in stack manager .
fill order - if a product is set up as either restricted top of stack or top of stack the trader now has the ability to automatically fill any order that is at the top of the stack . in order to fill a limit order that is at the top of the product ' s stack , which will appear in pink , the trader should right click anywhere on the stack window and choose "" fill order "" . the volume filled on an order will be that which is offered by the trader . in order to fill the complete volume of the order , the trader will need to adjust the volume in his stack .
floated stack windows - if the stack is inactive on a product , the price and volume fields on the my products tab will continue to be blank . on the depth window and floated stack window of these products the trader ' s prices will be in gray and italics . children of products that have inactive stacks will not be gray and italicised in the floated stack windows and will not see the calculated prices .
no auto inactivate stack - it is now possible to keep a product active even if the trader is not logged into stack manager . if the trader wishes to enable this functionality on the upper right corner of the product properties page the trader should choose "" no auto inactivate when stack manager is down "" .
changes regarding suspension of products
stack manager will inactivate products rather than suspend them in the following cases :
? market close - if a product is active at the end of its trading hours its stack will automatically become inactive rather than suspending . in order to keep a product ' s stack active past the set trading hours , the trader should choose "" keep awake "" next to the trading hours section of the product properties page .
? auto suspend now inactivates stack - on a product with the auto suspend function enabled to monitor the price changes on the product , the product ' s stack will be inactivated if the suspend at level is reached . this feature can be used by checking the enable box on the product properties page under the auto suspend section .
? logging out of stack manager - when you log out of stack manager without inactivating or suspending your products , the system will now inactivate your products rather than suspending them .
",ham,2001-09-07
18833,hi paliourg all pills stocked . we supply all meds . atchison yzxw ann,"hi paliourg ,
our team of u . s . board - certified physicians and pharmacists provide you with professional medical advice and fda - approved medications .
valium 10 mg - [ 60 pills $ 279 . 99 ] [ 90 pills $ 329 . 99 ] [ 120 pills $ 369 . 99 ]
xanax 1 mg - [ 30 pills $ 169 . 00 ] [ 60 pills $ 229 . 00 ] [ 90 pills $ 269 . 00 ] [ 120 pills $ 309 . 99 ]
vicodin ( hydrocodone / apapl 0 mg / 500 mg ) - [ 30 pills $ 159 . 99 ] [ 60 pills $ 249 . 99 ] [ 90 pills $ 319 . 99 ] [ 90 pills $ 289 . 99 ] [ 60 pills $ 289 . 99 ]
viagra 50 mg [ 20 pills $ 99 . 99 ] [ 40 pills $ 149 . 99 ] [ 120 pills $ 269 . 99 ] [ 200 pills $ 349 . 99 ]
viagra 100 mg [ 20 pills $ 119 . 99 ] [ 40 pills $ 179 . 99 ] [ 120 pills $ 349 . 99 ] [ 200 pills $ 449 . 99 ]
carisoprodol ( soma ) [ 60 pills $ 79 . 99 ] [ 90 pills $ 99 . 99 ]
phentermine 15 mg [ 60 pills $ 139 . 00 ] [ 180 pills $ 249 . 00 ]
adipex 37 . 5 mg [ 30 pills $ 149 . 00 ] [ 90 pills $ 299 . 00 ] [ 60 pills $ 229 . 00 ]
tramadol 50 mg [ 30 pills $ 89 . 00 ] [ 90 pills $ 149 . 00 ] [ 60 pills $ 129 . 00 ]
ambien 5 mg [ 30 pills $ 149 . 00 ] [ 60 pills $ 249 . 00 ]
butalbital apap w / caffeine ( fioricet ) [ 30 pills - $ 99 . 00 ] [ 60 pills - $ 159 . 00 ] [ 90 pills - $ 189 . 00 ]
also available :
men ' s health : super viagra ( cialis ) , viagra
weight loss : adipex , ionamin , meridia , phentermine , tenuate , xenical
muscle relaxants : cyclobenzaprine , flexeril , soma , skelaxin , zanaflex
pain relief : celebrex , esgic plus , flextra , tramadol , fioricet , ultram , ativan , vicodin , vioxx , zebutal
men ' s health : cialis , levitra , propecia , viagra
women ' s health : diflucan , ortho evra patch , ortho tri cyclen , triphasil , vaniqa
sexual health : acyclovir , famvir , levitra , valtrex , viagra
anti - depressants : bupropion hcl , wellbutrin sr , valium , xanax , prozac , paxil
anxiety : buspar
quit smoking : zyban
no embarassment - prescriptions are always confidential .
enjoy deep discount meds here . global shipping available
please copy and paste this link into your browser wonderfulmeds . biz
best regards ,
emily whitehead
",spam,2004-05-03
16275,"choose a better site for less , quality tableets made by leading manufacturers .","if you yearn to make bank on quality rxdrugs , just check our store for a
quick and legitimate way to shoppe .
check our store for a wide variety of quality relief on pain , man ' s care ,
male reproductive organ dysfunction , stress , sleeping aids , obesity ,
muscle - relaxant and elevated cholesterol levels . select convenient eshopping
and have this shipped to you from timely distribution center . .
all the items are reduced . check our store for this current special
pricing .
http : / / g . rj 5 . reachurobjective . com / h 64 c /
at our store , your case profile review is complimentary .
- - - - - original message - - - - -
from : jeromy @ yt . com [ mailto : herbert @ wpdk . com ]
sent : thursday , march 0 , 2005 4 : 00 pm
to : lowell ; seymour @ e . com ; ; sammie ; pedro
subject : it is a superb chance for you to reduce spending and have your
case history checked by licensed physicians for zilch .
i don ' t know whether other people who suffer from chronic diseases have the
same feeling . to recieve a refil 1 seems to take a greater amount of time
than it should . and the prices on tableets are scary . i have heard from
others that eshopping for rxdrugs is easier and quicker . my experience
proved so . the prices on rxdrugs are really reduced from other stores . thank
you for providing this wonderful arrangement . - - mark j . in sd
was t too certain a thing , to trust myself near him . the next morning
brought another short note from marianne - - toother pot woul try , his heart
se much whose nerves could not then bear any sud afraid
den noise , was startled by a rap at t 9 of her 2 d go best in its place . as
we came out of the priso to refuse",spam,2005-05-24
9512,re : ibuyit user set up,"diane :
we have had quite a few problems with this ibuyit procedure . i have submitted several invoices for payment since may lst and
have reveived none of them back for coding and approval . i am afraid the vendors are going to be coming after us !
we also have had approval problems . i submitted a hardware request and it went to every manager in our group . i think we
have finally gotten that straightened out for the present .
the requestors and coders would be :
shirley crenshaw
anita dupont
kevin moore
the only approved for our group is vince j . kaminski ( co 0413 - cc 107043 )
if you need anything else , please let me know .
shirley
- - - - - original message - - - - -
from : fellers , diane r .
sent : thursday , may 10 , 2001 4 : 56 pm
to : kaminski , vince j .
cc : crenshaw , shirley
subject : fw : ibuyit user set up
vince ,
per the request below , i need a list of people you would like to serve as approvers and requestors for the research group for the ibuyit program . of course , they want this as soon as possible . please let me know who you would like to include .
thanks ,
diane
x 5 - 7996
- - - - - original message - - - - -
from : vandor , david
sent : thursday , may 10 , 2001 4 : 18 pm
to : fellers , diane r . ; guilliams , lisa ; heath , holly ; nguyen , vivian
cc : leschber , edie
subject : fw : ibuyit user set up
could you please gather this info for all your support departments ?
in case you don ' t know , ibuyit is the web site where employees can purchase , code , and approve invoices for items online .
thanks ,
david
- - - - - original message - - - - -
from : day , misti
sent : thursday , may 10 , 2001 3 : 43 pm
to : becton , pam ; brown , sarah ; cameron , marlene ; carter , carol ; coffey jr . , jim ; davis , angelic ; dawson , brian ; east , laynie ; fredericks , kristi ; hanslip , david ; hardy , stacy ; hardy , trey ; harris , paula ; helton , susan ; killen , faith ; lamb , marnie ; leschber , edie ; long , lindsay ; mayeux , cassandra ; orsak , susie ; patterson , grant ; pierce , jody ; schwertner , brian ; vandor , david ; vargas , hope ; vu , nancy h . ; washington , deanna ; wolfe , stephen
subject : ibuyit user set up
the ibuyit team is trying to get a complete list of approvers and requestors for this program .
for each of your teams , please send me the following :
names of approvers ( team head , cc owner , etc . )
names of requestors ( admins , anyone who would be ordering )
cost center
the ibuyit team wants to keep the number of requestors and approvers limited , but each team will need more than one approver . every requestor will have a pre - approved limit for each transaction . approvers will be required to go into the system and approve all transactions that exceed that limit in order for the transaction to be completed .
unfortunately , we need this information as soon as possible ( monday afternoon at the latest ) !
please feel free to call me with any questions .
thanks ,
misti
x 39525",ham,2001-05-11
32306,re : pharramcybymail 66 : 76,"hello , medicatioonsbymail
shopwelcomes you .
doo you need to spend less on your meddications ?
you could save up to 80 % wwith us !
vi
invl
rava
um
al
cod
ag
ll
ci
 .
have a nice day .
try us and you will not be disappoointed .",spam,2005-03-26
33491,here ' s to your health !,"dear fellow health enthusiast ,
you ' re invited to check out our incredible health products , completely risk free !
http : / / www . vitamins - one . com
best regards ,
n . smith",spam,2005-07-11
23792,congratulations !,"congratulations to all on your recent promotions ! great job !
jeff harbert
clickpaper . com",ham,2001-02-05
8238,mgmt 656 ( rice university ),"here are your rosters for mgmt 656 . let me know if you need a list of
e - mail addresses as well . i will update you as student schedules change .
- pam
( 713 - 348 - 6223 )
- 656 . doc",ham,2001-01-17
21352,normalizes blood sugar,"positive effects of [ h - g - h ] replacement
1 . get lean : loss of fat and increase in muscle mass combine for up to 20 pound shift in body composition . this equates to a general feeling of physical well being , a stronger libido , and improved self image .
2 . get energetic : without a need for the afternoon food cravings of sweets , caffeine , stimulants or nicotine , hgh patients have more energy . this improves both their self control image and their general health state ( because they exercise ) .
3 . get smart : an interesting yet unproved side - effect of hgh has been the return of mental acuity and a sharp memory . such hgh improves the vascular and intracellular nutrient support for cells , it is not surprizing that this has been reported by many individuals .
packaged discreetly for your privacy and protection .
remove !
",spam,2005-02-22
