Message ID,Subject,Message,Spam/Ham,Date
5772,uk inflation and storage model,"hi zimin ,
inflation :
i am also spending a lot of time looking at short - term auto - regressive models
for ppi and long - term , more fundamentally - based models . this work is
important because we have potentially a large positive p & l that may be
unlocked by moving to our new indicative uk ppi curves . john sherriff and
trena are keen that any models i produce are vetted / approved in houston , so i
will forward to stinson or yourself initially for review once ready and
documented .
storage :
thanks for the current storage model . due to the complexity of the
modelling issues involved , i would strongly support a visit by you to help me
meet the needs of the london customers in this matter , and am happy to act as
the anchor for information flow in the mean time .
regards ,
anjam
x 35383
zimin lu
21 / 03 / 2000 19 : 31
to : anjam ahmad / lon / ect @ ect
cc : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect
subject : us inflation and storage model
anjam ,
thanks a lot . after getting that book i will redo the us inflation model .
our exposure
to cpi inflation risk is huge ( think about how many contracts signed by ees ) ,
so the
us model is very important .
the storage model is going through aduit by prof . d . duffie . we are adding
features
to it . i can send you the current version . maybe it is worthwhile for me to
go to london
to discuss with the users about the valuation .
zimin
anjam ahmad
03 / 21 / 2000 11 : 31 am
to : zimin lu / hou / ect @ ect
cc :
subject : book
hi zimin ,
you ' re book has arrived and i posted it today . also , wanted to ask what you
could give me and natasha regarding the new storage model ?
thanks ,
anjam
x 35383",ham,2000-03-21
767,"dave n out of pocket next week , beyond","i will be in class next week at the hyatt . if you have unify performance
issues that need immediate attention , please call :
jim ogg 5 - 7225
kishore b . 3 - 0347
russ whitton 3 - 3874
you already have my pager number .
also , for the next 2 months while our office space is being gutted and
re - built , i will be located in 3 allen center , 37 th floor . how convenient .
i will have the same phone number . feel free to send me a postcard ; - )
d . n .",ham,2000-05-12
24886,[ satalk ] * * urgent assistance * *,"5 , meridian east
leicester le 3 2 wz
leicester city ,
united kingdom
tel / fax : 44 - 870 - 136 - 7079
date : 09 / 11 / 2002
from : capt john okele
dear sir ,
i got your contact through a military friend who i did training with in your country , i am captain john okele the former commander of the security guards of the late laurent kabila ( former president , democratic republic of congo ( africa ) , i am presently in self - exile with my wife and one child in remote leicester city britain , due to threat of the present government headed by the son of late laurent kabila after my life and my family to kill , saying that i know about the death of his father .
i assisted late president laurent kabila to keep us $ 35 m ( thirty five millions ) in a security company during the war in my country .
although the security company does not know the content in the boxes deposited as we deposit it as personal effects of mr . laurent kabila . it is in this respect that i seek your help to assist me in the investment of these funds before the present government headed by the son will have knowledge of this money to avoid being taking away .
on conclusion of this business , i shall compensate you with 45 % of the fund , while 5 % is mapped out for any expense we should encounter during the cause of transaction , and the remaining amount should be used to open account for my family for investment over there with your assistance .
i need a profitable long - term investment plan with your company or you . your terms , suggestions and ideas are required urgently .
expecting your prompt response . also furnish me with your current e - mail address , tel / fax numbers ( private ) for a personal contact with you .
note : please you can call or fax to the line above , it belong to my cousin , as he know the confidentiality , you can reach me direct on my mail above .
yours faithfully ,
capt john okele
e - mail : johnokele 2 @ hotmail . com
private e - mail : johnokele @ london . com
in remembrance
www . osdn . com / 911 /
spamassassin - talk mailing list
spamassassin - talk @ lists . sourceforge . net
",spam,2002-09-12
13772,trading track offers,"all ,
the below is the confirmed list of those who will be extended offers to join the ena trading track . thanks for your particpation in this recruiting event .
rgds , karen .
external : ( 4 )
fred baloutch
jeffrey zaun
eric moncada
gabriel weinart
internal : ( 14 )
brent dornier
carrie larkworthy
gary linhart
geroge huan
giron gustavo
jason huang *
jason jennaro
jozef lieskovsky
leonidas saavas *
mason hamlin
peter bennett
rahul seksaria
scott freeman *
steve pan
* additional offers",ham,2001-11-05
9440,re : grades,"thank you ! - pvc
at 09 : 19 am 5 / 3 / 01 - 0500 , you wrote :
> pam ,
>
> another group :
>
> stuart hamel
> jed howard
> brian nelson
>
>
>
> b +
>
>
>
> vince
>
>
>
>
>
> pamela vande krol castro on 05 / 03 / 2001 08 : 58 : 24 am
>
> to : vince . j . kaminski @ enron . com
> cc :
> subject : re : grades
>
>
> got them - thank you ! - pvc
>
> at 05 : 21 pm 5 / 2 / 01 - 0500 , you wrote :
> > pam ,
> >
> > another team :
> >
> > elena chilkina
> > robert j . guadette
> > joseph helms
> > kenneth jett
> > todd litton
> > mark westmoreland
> >
> >
> > grade : a -
> >
> >
> > vince kaminski",ham,2001-05-03
23337,conference update,"patti ,
i just wanted to update you on the status of the conference . the warwick is
sending me a contract that should be here before the end of the week . i have
tentatively reserved a tour of the field for october 23 rd from 6 - 7 pm and
dinner will follow at ruggles at enron field .
i will need to meet with sally sometime on friday or monday to review the
following :
warwick contract
menu for lunch and dinner at the warwick
menu for dinner at ruggles
final headcount for both the warwick and ruggles
if you need me to send out invitations , please let me know along with the
attendee list . attached is a copy of the invitation i sent out for the
global data management conference .
if you have any questions , please do not hesitate to contact me .
thank you ,
julissa marron",ham,2000-10-03
2534,cleburne plant maintenance update,"fyi - - - -
i checked with ken reisz with tenaska iv this afternoon re : maintenance being
completed , and at this point they are still on track to come back up on the
9 th sometime . . . . . . however , he did say that they have not gotten a look at
everything just yet , but expect to have a better idea as to their downtime in
the morning . he said he would call mary with the latest news . mary , please
check with him on thursday to see where they are at , at if we need to nom gas
to lonestar or not .
thanks ,
mark",ham,2001-02-06
33714,bloow in 5 - 10 times the time,"learn how to last 5 - 10 times longer in
bed . . .
read here : plods . net",spam,2005-07-30
26695,best prizes of online cigarettes here,"a fair is impartation pianist but resumption what indisposition ,
sickle not ayers .
when growl boom , napoleonic snuffer is not ketchup
colza but a canst coalesce andersen arises bertha
cohort in chemic , grammar and dixon . would you
ceruleancrank ?
no , maggot emitted teresa is bison a behave and
teardrop noontime .
if not , here - http : / / cmzcqj 4 euuivo 02 . 123 cigs 4 lessl . com / rm
",spam,2005-07-06
548,updates for april,here is the updated version,ham,2000-03-28
