Message ID,Subject,Message,Spam/Ham,Date
8172,re : ca for henwood engagement,"stinson ,
attached please find a draft consulting agreement for use with henwood .
you will want to review it before you send it to henwood . please see section
6 in particular . also , i put in that arbitration will be in houston and
texas law will apply . we could move that to new york , with new york law if
that is better for henwood . if pressed , we could make it singapore or u . k .
law , with arb in singapore . but any other law , including australian law ,
would mean we would need to get this contract reviewed by foreign counsel - - so
i strongly urge you to argue for texas or ny law ( no other state , please ) .
i tried to make this agreement reflect the terms in henwood ' s proposal , and
believe i succeeded . our form has some additional terms not contained in
their proposal , as well as fcpa boilerplate ( ie . , the "" business conduct "" and
"" drug policy "" language ) . also , i just want to point out that this agreement
allows them to subcontract the work - - but only with our written agreement .
under their proposal , the subcontractor costs will be charged to us at cost
plus 15 % - - so you might not want to do it .
please let me know if you have any comments or questions .
bonnie",ham,2001-01-11
1398,calpine daily gas nomination,">
ricky a . archer
fuel supply
700 louisiana , suite 2700
houston , texas 77002
713 - 830 - 8659 direct
713 - 830 - 8722 fax
- calpine daily gas nomination 1 . doc",ham,2000-08-15
22914,weekly mg / enron integrations report ( 5 th - 9 th june 2000 ),"the weekly mg report - we discussed
- - - - - - - - - - - - - - - - - - - - - - forwarded by louise kitchen / hou / ect on 12 / 06 / 2000
08 : 09 - - - - - - - - - - - - - - - - - - - - - - - - - - -
amita gosalia
12 / 06 / 2000 05 : 56
to : louise kitchen / hou / ect @ ect , david forster / corp / enron @ enron , enron london
- eol product control group / lon / ect @ ect , mark dilworth / lon / ect @ ect , nick
mooney / lon / ect @ ect
cc :
subject : weekly mg / enron integrations report ( 5 th - 9 th june 2000 )
hi guys
please see below for update from the merlin integration team .
regards
amita
- - - - - - - - - - - - - - - - - - - - - - forwarded by amita gosalia / lon / ect on 12 / 06 / 2000 11 : 56
- - - - - - - - - - - - - - - - - - - - - - - - - - -
esther gerratt
12 / 06 / 2000 11 : 37
to : ect europe merlin integration , peter . abdo @ mgltd . com ,
thomas . boettcher @ mgmcc . co . ukmichael . farmer @ mgplc . com , john . gill @ mgplc . com ,
alex . heath @ mgltd . com , michael . hutchinson @ mgltd . com , tim . jones @ mgltd . com ,
tom . mckeever @ mgplc . com , bernard . page @ mgltd . com , kevin . rhodes @ mgltd . com ,
hamish . scutt @ mgltd . com , sid . tipples @ mgplc . com , david . tregar @ mplc . com , john
sherriff / lon / ect @ ect , fernley dyson / lon / ect @ ect , joe gold / lon / ect @ ect ,
richard lewis / lon / ect @ ect , stuart staley / lon / ect @ ect , michel
decnop / lon / ect @ ect , goran novakovic / lon / ect @ ect , matthew
scrimshaw / lon / ect @ ect , timothy j detmering / hou / ect @ ect , patrick
conner / hou / ect @ ect , greg whalley / hou / ect @ ect , bruce garner / corp / enron @ enron ,
jeffrey mcmahon / hou / ect @ ect , joseph p
hirl / enron _ development @ enron _ development , jonathan whitehead / lon / ect @ ect
cc :
subject : weekly mg / enron integrations report ( 5 th - 9 th june 2000 )",ham,2000-06-12
26506,new breed of equity trader,"$ $ $ $ $ $ $ world stock report for tuesday july 05 , 2005 $ $ $ $ $ $ $ $
good day to all broker ' s , day trader ' s and investor ' s world stock report
has become famous with some great stock picks in the otc , small cap
market ' s ! ! ! ! ! ! ! ! ! ! here at world stock report we work on what we here
from the street . rumor ' s circulating and keeping the focus on the company ' s
news . we pick our companies based on there growth potential . we focus on
stocks that have great potential to move up in price ! ! ! while giving
you liquitity .
our latest pick is cdgt .
symbol : cdgt
current price : $ 3 . 90
short term 7 day projection : $ 8 - 9
we give it to you again as a gift . this company is doing incredible things .
thay have cash and have made great strategic aquisitions .
current price $ 3 . 85 to $ 4 . 00 . word on the sreet is strong buy .
this company has dropped big new ' s in the past .
who ' s to say they don ' t have another big one .
* * * * * * * * * * * * * press release * * * * * * * * * * * * * * * * press release * * * * * * * * * * * * * * * * * *
press release source : china digital media corporation
china digital media corporation announces an investment in second television
drama - ' xiguan affairs ' hong kong , june 29 / xinhua - prnewswire / - -
china digital media corporation ( ' ' digimedia ' ' ) ( otc : cdgt - news ;
otc bulletin board : cdgt - news ) with its subsidiaries ( together the ' ' group ' ' )
announced today the group is committed to invest rmb 4 , 680 , 000 for a minority
interests in a television drama , ' ' xiguan affairs ' ' , in the peoples republic of
china with guangdong runshi movie & music production co . , ltd . ( ' ' runshi ' ' )
through the group ' s affiliated partner - - guangdong huaguang digimedia culture
development limited ( ' ' huaguang ' ' ) .
advertisement
xiguan affairs is a 36 - episode classic television drama and which is
filmed in guangdong province . the drama is in its post - production stage and
scheduled for a television debut in the second half of 2005 . the company has
reached sales agreements with more than half of provincial television
stations which cover at least half of the 1 . 14 billion tv viewers in china .
the company expects the drama will generate profits in 2005 .
this is the second project to partner with huaguang and runshi and it has
already produced an encouraging result that the response from the market is
exciting .
remember the gains from our recent strong buy recommendations . . .
disclaimer :
information within this email contains "" forwardlooking statements "" within
the meaning of section 27 aof the securities act of 1933 and section 21 b of
thesecurities exchange act of 1934 . any statements that express or involve
discussions with respect to predictions , expectations , beliefs ,
plans , projections , objectives , goals , assumptions or future events or
performance are not statements of historical fact and may be "" forward
looking statements . "" forwardlooking statements are based on
expectations , estimates and projections at the time the statements are made
that involve a number of risks and uncertainties which could cause actual
results or events to differ materially from those presently anticipated .
forward looking statements in this action may be identified through the use
of words such as "" projects "" , "" foresee "" , "" expects "" , "" will , "" "" anticipates , ""
"" estimates , "" "" believes , "" understands "" or that by statements indicating
certain actions "" may , "" "" could , "" or "" might "" occur . risk factors include
general economic and business conditions , the ability to acquire and develop
specific projects , the ability to fund operations and changes in consumer
and business consumption habits and other factors overwhich the company has
little or no control . the publisher of this newsletter does not represent
that the information contained in this message states all material facts or
does not omit a material fact necessary to make the statements therein not
misleading . all information provided within this email pertaining to
investing , stocks , securities must be understood as information provided and
not investment advice . the publisher of this newsletter advises all readers
and subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this
email . none of the material within this report shall be construed as any
kind of investment advice or solicitation . many of these companies are on
the verge of bankruptcy . you can lose all your money by investing in this
stock . we urge you to read the company ' s sec filings now , before you invest .
the publisher of this newsletter is not a registered invstment advisor .
subscribers should not view information herein as legal , tax , accounting or
investment advice . in compliance with the securitiesact of 1933 , section
17 ( b ) , the publisher of this newsletter is contracted to receive six hundred
thousand free trading shares from a third party , not an officer , director or
affiliate shareholder for the circulation of this report . be aware of an
inherent conflict of interest resulting from such compensation due to the
fact that this is a paid advertisement and is not without bias . the party
that paid us has a position in the stock they will sell at anytime without
notice . this could have a negative impact on the price of the stock , causing
you to lose money . all factual information in this report was gathered from
public sources , including but not limited to sec filings , company websites
and company press releases . the publisher of this newsletter believes this
informationto be eliable but can make no guarantee as to its accuracy or
completeness . use of the material within this email constitutes your
acceptance of these terms .",spam,2005-07-04
10444,your in - home source of health information,"right place to look for buying cheap viagra online !
light be the earth upon you , lightly rest .
you never lose by loving . you always lose by holding back .
the road to true love never did run smooth .",spam,2005-07-02
5398,re : lsu seminar visit,"vince ,
please send a package of article reprints to the attention of joan payne at
the following address :
joan payne
department of finance
e . j . ourso college of business administration
louisiana state university
2163 ceba
baton rouge , la 70803
in your package , please indicate which presentation each reprint is
intended for ; i . e . , whether it is for student consumption on thursday
afternoon or finance faculty / doctoral student consumption on friday
morning . joan can make sure that we get the right number of copies
produced for the respective audiences .
concerning powerpoints - - just email these files to me and if it is all
right with you i will make them available for download by the faculty and
students on the class and research seminar webpages .
thanks again for being willing to visit lsu and present your knowledge to
our faculty and students .
sincerely ,
jim garven
at 01 : 39 pm 1 / 18 / 2000 + 0000 , you wrote :
> jim ,
>
> i can send you copies of the reprints of some papers i wrote
> or co - authored . please , let me know how many copies do you need .
>
> i shall prepare power point presentations for the student meeting
> and for the faculty meeting .
>
> for the students : review of my group ( things we work on ) with an intention
> of generating some interest among the students and soliciting resumes .
>
> for the faculty meeting : challenges that energy markets pose to financial
> modeling .
> i shall be able to e - mail the power point presentations later this month .
>
> vince
>
>
>
>
>
> jim garven on 01 / 17 / 2000 04 : 00 : 25 pm
>
> to : vince j kaminski / hou / ect @ ect
> cc :
> subject : re : lsu seminar visit
>
>
>
> dear vince ,
>
> would you mind emailing to me a short biography / vita sometime when you get
> a chance ? also , if you have a paper to circulate or any powerpoint slides
> that you ' ll want to use either in your presentations to my students
> thursday afternoon , 2 / 3 , or to the faculty seminar on friday morning , 2 / 4 ,
> please email these to me . this would be greatly appreciated .
>
> my colleagues and i are looking forward to your visit on feb . 3 - 4 to lsu .
>
> sincerely ,
>
> jim garven
>
>
> james r . garven
> william h . wright , jr . endowed chair for financial services
> department of finance
> 2158 ceba
> e . j . ourso college of business administration
> louisiana state university
> baton rouge , la 70803 - 6308
>
> voice ( 225 ) 388 - 0477 | fax : ( 800 ) 859 - 6361
>
> e - mail : jgarven @ lsu . edu
> home page : http : / / garven . lsu . edu
> vita : http : / / garven . lsu . edu / dossier . html
> research paper archive : http : / / garven . lsu . edu / research . html
james r . garven
william h . wright , jr . endowed chair for financial services
department of finance
2158 ceba
e . j . ourso college of business administration
louisiana state university
baton rouge , la 70803 - 6308
voice ( 225 ) 388 - 0477 | fax : ( 800 ) 859 - 6361
e - mail : jgarven @ lsu . edu
home page : http : / / garven . lsu . edu
vita : http : / / garven . lsu . edu / dossier . html
research paper archive : http : / / garven . lsu . edu / research . html
- attl . htm",ham,2000-01-26
33398,do you care ?,"dry round has tree story song . ice night table . may , rule has
change he base . mean visit soon pick compare . bed hand much . we
took from , there , money ocean . the , down never , yes mine either .
island north , where yes order ever kind . race and sing , star
too . region , spot pose . tail second , cause visit , imagine show
suffix . out enough , old , your speed .
- -
phone : 421 - 978 - 7096
mobile : 433 - 956 - 4918
email : gasolineofficer @ telesp . net . br
",spam,2005-07-05
26140,visual identity and logo now,"working on your company ' s image ? start with a
visual identity a key to the first good impression . we are here to
help you ! we ' ll take part in buiiding a positive visuai image
of your company by creating an outstanding loqo , presentabie stationery
items and professional website . these marketinq tools will significantly
contributeto success of your business . take a iook at our work sampies , hot deal packaqes and
see what we have to offer . we work for you !
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ not interested . . . _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _",spam,2005-06-30
9322,re : fw : fw : visit to enron by professor nalin kulatilaka of boston,"university
hi nalin ,
martin lin asked if you have a paper "" or something "" related to the lecture you will be giving to us on may 17 th .
ciao ,
iris
- - - - - original message - - - - -
from : lin , martin
sent : monday , april 30 , 2001 8 : 52 am
to : mack , iris
subject : re : fw : fw : visit to enron by professor nalin kulatilaka of boston university
is there a paper or something related to this topic that we can look over beforehand ?
thanks ,
martin
iris mack / enron @ enronxgate 04 / 27 / 01 05 : 42 pm to : chonawee supatgiat / corp / enron @ enron , shalesh ganjoo / enron communications @ enron communications , martin lin / hou / ect @ ect , martin lin / contractor / enron communications @ enron communications cc : subject : fw : fw : visit to enron by professor nalin kulatilaka of boston university
fyi
- - - - - original message - - - - -
from : mack , iris
sent : monday , april 23 , 2001 2 : 45 pm
to : crenshaw , shirley ; crenshaw , shirley ; dupont , anita
cc : kaminski , vince ; ' nalink @ bu . edu '
subject : fw : fw : visit to enron by professor nalin kulatilaka of boston university
hi ,
here is the title and abstract for professor kulatilaka ' s talk on may 17 th at our 11 : 30 am research group luncheon / seminar .
iris
title : "" using the mobile internet to make new markets ""
abstract :
professor kulatilaka will talk about some new ideas that he is working on which involve
using the micro billing / payments capability of a packet - switched wireless
network to create new markets . the potential markets range from spot
markets for local spectrum to congestion - based pricing for highways .",ham,2001-04-30
31516,brand name and generic pills,"leftmost similar verandah augustine armature coverage
need a prescribed medication ? we have it !
everything you need ! we have it ! quick and economical !
all your needs in one shop !
stop receiving promotional material now
optimistic cedilla despot decrement
",spam,2005-01-28
