Message ID,Subject,Message,Spam/Ham,Date
32741,re : we will help you refinance your home .,"hello ,
you have qualified for the lowest rate in years .
you could get over $ 400 , 000 for as little as $ 500 a month .
low rates are fixed no matter what .
please visit the link below to verify your information :
approval form
best regards ,
chianfong cuthbert , account manager
reynolds associates , llc
- - - - - - - - - - - - - - - - - - - -
if you received this in error : re - mo - ve",spam,2005-05-06
31196,estrategias avanzadas para la optimización de costos y gastos generales wtnqr,"quality training de mxico
presenta :
prximo 20 y 21 de enero de 2005 , en monterrey !
el aclamado seminario
estrategias avanzadas para la optimizaci?n de costos y gastos generales
el modelo de costos tradicionalmente utilizado en las empresas en los ltimos tiempos ha perdido validez debido a que la dinmica de los negocios actualmente requiere de la gestin de un control y administracin de costos ms activo para poder competir agresivamente en el nuevo entorno global de los mercados , sin embargo , muchas cometen el error de continuar asociando los costos exclusivamente con los procesos productivos , sin darse cuenta que para optimizarlos es necesario realizar un anlisis mucho ms completo y global , que abarque desde la adquisicin de la materia prima , procesos de produccin , estrategias , administracin y marketing hasta agentes externos relacionados con su producto y / o servicio .
por tal motivo este innovador seminario le ofrece las oportunidades de identificar dentro de los ciclos de sus operaciones , actividades y factores externos los principales impulsadores de costos as como las herramientas y mtodos de vanguardia que requiere para efectuar cambios efectivos en la estructura de su operacin que le permitan optimizar sus costos , incluyendo :
- tcnicas para identificar , medir y explotar las oportunidades de reduccin de costos .
- cmo reestructurar las actividades para expandir los ingresos , disminuir los costos y lograr una efectividad operacional .
- cmo generar informes confiables de costos para medir las ganancias , controlar las operaciones y fundamentar la planeacin y la toma de decisiones .
- ejemplos reales y casos prcticos que enriquecen y clarifican la optimizacin de costos .
no se lo puede perder !
solicite la informacin completa de click abajo !
monterrey : 20 y 21 de enero de 2005
sede :
de click aqu . . . !
solicite informacin completa
informes a los telfonos :
( 81 ) 8123 25 17 con 10 lineasol 800 90 10000
correo electrnico : monterrey @ italiam . com
w w w . i t a l i a m . c o m quality training de mxico - todos los derechos reservados
",spam,2005-01-11
19693,re : beautiful mohter to date with you,"ellollloeleo : )
mature lady cheating on husband
act wlel your part three all honor lies .
be omide didar
x , b
",spam,2004-08-29
21502,feeling great is possible !,"yes , you can feel better !
v . 1 . c . o . d , i - n gener ! c 7 . 5 / 750 m . gg
3 o pil | s 159 . 0 o
6 o pllls 269 . 95
90 pills 379 . 0 o
info : www . fourfiftynineseven . com
same day shlpp ! ng
r - e . m . 0 ^ v . e : http : / / www . . com / tx
good bye
winston root
potter
innovagen ab , lund , se - 223 70 , sweden
phone : 741 - 113 - 1424
mobile : 922 - 123 - 2794
email : eymleifcpcy @ zahav . net . il
this message is for confirmation
this shareware is a 32 day definite download
notes :
the contents of this note is for attention and should not be climate conduct
elute circumcise cantor
time : thu , 10 mar 2005 20 : 22 : 42 - 0800
",spam,2005-03-11
4165,sexually - explicit : angelina jolie strip . ped and n . aked,"sexually - explicit :
this e - mail contains images that are not suitable for children . you must be at least 18 to scroll down or view links !
the
naked actors
and actresses
malestars . com and femalestars . com
has just launched a whole section dedicated to the nakedness of
all those tomb rider
actors and actreses
get
to know their real lives ! ! !
see hundreds of nude photos and personal videos !
angelina
jolie
( lara croft )
since
her debut in hackers , she ' s been a total sex symbol .
they ' ve got all her best nude scenes and explicit
candid shots !
click
here to see her naked pictures
gerard
butler
( terry sheridan )
is
he straight or is he gay ?
they ' ve got some explicit shots that will answer this
question for sure ! you won ' t believe your eyes !
click
here to see his naked pictures
who ' s
gay , who ' s straight ?
click
here for naked males
click
here for naked females
this message was sent as part of a membership of adultfreely . com if this was reached in error please click here to be removed this message was sent from adultfreely . com located at 2207 concord pike wilmington , de 19803 - 2908
",spam,2004-08-04
32290,botagos,"get 100 % match bonus up to $ 300 free at mad bonus casino !
open a new account , then
make your first deposit and the bonus money will be credited to your
account instantly .
this bonus is really mad , you can get it at mad bonus casino only !
open an account and play
blackjack , stud poker , video poker , roulette , slot machines and other
casino games .
when you sign up , you get 100 % match bonus up to $ 300 free and lots
of special promotions and free offers mad bonus casino gives to loyal
player . click here to register
now !
",spam,2005-03-24
24526,promote your business,"the power of email marketing
email marketing is spreadingaround the wholeworld
because of itshigh effectiveness ,
speedandlow cost .
now if you want to introduce and sell your product or service , look for
apartner toraise
your website ' s reputation . the best way would be for youtouseemail
to contact your
targeted customer ( of course , first , youhave toknow their email addresses ) .
targeted email is no doubt very effective .
if you can introduce your product or service
throughemail directly to the customerswho are interestedin
them , this will bringyour
businessabetter chanceof success .
xin . lan internet marketing
center , has many years ofexperience in developingand
utilizinginternet resources . we have setupglobal business
email - addressdatabases
whichcontain millionsof email addresses of commercial
enterprises and consumers
all over the world . theseemails are sorted bycountries
and fields . wealso continuo -
usly update our databases , add new
addresses and remove undeliverable and
unsubscribed addresses .
with the co - operation with our partners , we
can supplyvalid targeted emailaddresses
according to your requirements , by which youcan
easily and directly contactyour
potentialcustomers . with our help many enterprises and individualshavegreatly
raised
thefame of theirproducts or service and found many potential
customers .
we also supplya wide varietyof software . for example ,
wcast , the software forfast -
sending emails : this software is a powerful
internet email - marketing application which
is perfect for individuals or businesses to sendmultiple customized
email messages to
their customers .
we are pleased tooffer youour best prices :
emails or software
remarks
price
30 , 000 targeted
email addresses
we are able to supply valid targeted email addresses
according to your requirements , which are compiled
only on your order ,
such as region / country / field / occupation / domain name ( such as aol . com or
msn . com ) etc .
usd 30 . 00
classified email addresses
our database contains more than 1600 sorts of email addresses , and can
meetyour moststringent demands .
8 million email addresses
8 million email addresses of global commercial enterprise
usd
240 . 00
wcast software
software for fast - sending emails . this program can
send mailat a rate of over 10 , 000 emails per hour ,
and release informationto
thousands of people in a
short time .
usd 39 . 00
email searcher software
software for
searching for targeted email addresses .
usd 98 . 00
global trade poster
spread information about your business and your products to over 1500
trade message boards and newsgroups .
usd
135 . 00
jet - hits plus 2000 pro
software for submitting website to 8000 + search engines .
usd 79 . 00
you mayorder the email listsorsoftware directly from our
website . for further details ,
pleaserefer to our website .
we will be honoured if you are interested in our services or
software . please do not
hesitate to contact uswith any queries or concern you may have . wewill
behappy to
serve you .
best regards !
kang peng
marketing manager
http : / / www . como - verder . com
sales @ marketing - promote . com
xin . lan internet marketing center
you are receiving this email because you
registered to receive special offers from one of our marketing
partners . if you would prefer not to receive future emails , please
click here to unsubscribe
, or send a
blank e - mail to emaildata @ 88998 . com
- - - -
this sf . net email is sponsored by : thinkgeek
welcome to geek heaven .
http : / / thinkgeek . com / sf
spamassassin - sightings mailing list
",spam,2002-07-23
24326,stop creditors in their tracks 10891,"* * 5 free ebooks just for signing up . sent via email within
48 hours of entering your name and email address .
* * no pressure to buy !
* * test drive it for as long as you wish for free !
* * only get involved if you like what you see .
we will put 800 in your downline in 30 days ! !
visit http : / / www . fastbizonline . com / bizopp /
try it for feee !
it ' s working for me ! ! i ' m earning a guaranteed minimum
monthly income of $ 3 , 000 . 00 ! ! and you can too !
accept our no cost , no obligation opportunity to
watch your business grow before you spend a dime .
visit http : / / www . fastbizonline . com / bizopp /
why are we doing this ? because when you see the
explosive growth and momentum , and how this
program was designed to help any sincere marketer
succeed , you ' ll accept the downline we ' ve built under
you and harvest your piece of this incredible event .
join the team of internet marketing professionals that
are presenting this opportunity to hundreds of people
every day !
there  s absolutely no risk in joining
you owe it to yourself to
see it work today ! !
visit http : / / www . fastbizonline . com / bizopp /
fire your boss !
pay off your bills !
spend more time with your family !
buy a new car !
pay off your mortgage !
are all of these things are possible ?
you bet they are !
visit http : / / www . fastbizonline . com / bizopp /
visit http : / / www . fastbizonline . com / bizopp /
visit http : / / www . fastbizonline . com / bizopp /
if you do not wish to receive any more emails from me , please
send an email to "" affiliatel @ btamail . net . cn "" requesting to be
removed .
",spam,2002-06-05
314,re : copano line gain contract needed at meter 5310,"daren ,
deal 93481 expired 12 / 31 / 99 , is there a new deal to replace it .
- - - - - - - - - - - - - - - - - - - - - - forwarded by sherlyn schumack / hou / ect on 02 / 16 / 2000
04 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas
02 / 16 / 2000 04 : 46 pm
to : sherlyn schumack / hou / ect @ ect
cc :
subject : re : copano line gain contract needed at meter 5310
to : fred boas / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : re : copano line gain contract needed at meter 5310
done .
thanks , stella
fred boas
08 / 20 / 99 06 : 53 pm
to : stella l morris / hou / ect @ ect
cc : howard b camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : re : copano line gain contract needed at meter 5310
stella :
i set up the accounting arrangement on the hplr transport contract
012 - 64610 - 02 - 052 for january through june per daren ' s instructions below .
the tracking id for all 6 months is 34500 .
i also set up accounting arrangement on the hplc transport contract
012 - 41500 - 02 - 015 for july per daren ' s instructions below . the tracking id
for july is 34501 . if you would , please put the transport contract in pops
on monday morning and call me when your done so that i can reallocate the
meters . i need to call copano to tell them that their payment is on the way .
i need the transport contracts , hplr and hplc put in for all 31 days of each
of the respective months .
as always thanks in advance for your help ,
fred
daren j farmer
08 / 20 / 99 04 : 50 pm
to : fred boas / hou / ect @ ect
cc :
subject : re : copano line gain contract needed at meter 5310
fred ,
i had the typed the deal numbers incorrectly . july forward is on 93481 .
january - june is on 69176 .
daren
fred boas
08 / 20 / 99 12 : 56 pm
to : daren j farmer / hou / ect @ ect , stella l morris / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , charlene
richmond / hou / ect @ ect
subject : copano line gain contract needed at meter 5310
daren :
i looked in path manager and i see two deals - 93480 and 93481 , but i don ' t
see deal 69176 for july forward that you mentioned below . also , please
verify that the deal for january through june is 93481 and if the 69176 deal
is correct for july forward .
stella :
i will need to set up accounting arrangements for these deals from january
forward . from daren ' s note below it appears that for january through june i
will need an hplr transportation contract put in pops . when daren and i get
the deal number issue resolved for july forward i will need an hplc contract
put into pops . also for july forward , i will need the hplc contract in pops
every month through december to allocate copano line gain to if it occurs .
thanks to both of you ,
fred
daren j farmer
08 / 19 / 99 11 : 16 am
to : fred boas / hou / ect @ ect
cc : stella l morris / hou / ect @ ect , robert e lloyd / hou / ect @ ect , howard b
camp / hou / ect @ ect , charlene richmond / hou / ect @ ect
subject : re : copano line gain contract needed at meter 5310
fred ,
i have pathed the purchase from copano for 1999 in mops . jan - jun is under
hplr ( sitara 93481 ) . july forward is under hplc ( sitara 69176 ) . i
understand that i cannot renom this to the pipe for prior months , because the
callout allocations will be affected . so , you will need to set up accounting
arrangements to get the nom into pops .
let me know if you have any questions .
daren
fred boas
08 / 19 / 99 08 : 01 am
to : stella l morris / hou / ect @ ect , daren j farmer / hou / ect @ ect
cc : robert e lloyd / hou / ect @ ect , howard b camp / hou / ect @ ect , charlene
richmond / hou / ect @ ect
subject : re : copano line gain contract needed at meter 5310
stella / daren :
what is the status of this request ? please let me know when i can reallocate
this meter , the customer has not been paid for 3 months and is complaining .
fred
to : robert e lloyd / hou / ect @ ect
cc : fred boas / hou / ect @ ect , mary m smith / hou / ect @ ect
subject : re : copano line gain contract needed at meter 5310
thanks for your help robert .
thanks again , stella
from : robert e lloyd 08 / 12 / 99 04 : 29 pm
to : stella l morris / hou / ect @ ect
cc :
subject : copano line gain contract needed at meter 5310
fyi
- - - - - - - - - - - - - - - - - - - - - - forwarded by robert e lloyd / hou / ect on 08 / 12 / 99 04 : 29
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
lauri a allen
08 / 12 / 99 04 : 02 pm
to : daren j farmer / hou / ect @ ect
cc : fred boas / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : copano line gain contract needed at meter 5310
daren - fyi . there are deal tickets in sitara to cover this transaction -
# 69176 for hplr and # 93481 for hplc - but they have zero volume and were not
pathed in unify . could you get someone in your group to set these up for
fred , please ? let me know if you have any questions . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hou / ect on 08 / 12 / 99 03 : 59
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fred boas
08 / 12 / 99 11 : 19 am
to : stella l morris / hou / ect @ ect
cc : lauri a allen / hou / ect @ ect , karen lambert / hou / ect @ ect , howard b
camp / hou / ect @ ect , robert e lloyd / hou / ect @ ect
subject : copano line gain contract needed at meter 5310
stella :
i need the above referenced contract put into pops for january , may , june ,
july , and august 1999 forward . i need the contract in pops for august
forward because i never know when copano will allocate line gain to itself .
in 1998 a spot contract was set up between hplr and copano pipeline / south
texas , l . p . with a synergi contract number 078 - 62210 - 101 and a global number
of 96016880 by karen lambert . per karen this old agreement was terminated by
dan hyvl due to hplr business change to ect . in 1999 , when copano began
allocating line gain to themselves again i contacted lauri , karen , and
yourself to see if i could get the contract in pops . karen sent me an e - mail
indicating that she set - up a new contract for this hplc line gain purchase -
global # 96022367 ( i don ' t have a "" synergi "" contract number ) . i know that in
3 / 99 lauri contacted bernard widacki at copano to discuss this issue .
i need lauri to review this and then i need the contract to be put in pops so
that i can correctly allocate the gas at this meter . i have not allocated
any line gain in 1999 and the volumes are small . karen is the most
knowledgeable about this contract , so i suggest that any questions be
directed to her regarding contract issues . karen worked with bernard widacki
at copano to set up the contract originally .
thanks ,
fred",ham,2000-02-16
32727,unique - logos ! ( 85124799 ),"does your company have an appropriate visual style ? can your business be recognized and told from your competitors ? does your company reflect the image you would like it to reflect ?
try logos will take care of your business identity and will create a pr ofessional logo of your choice in no time , risk - free , 100 % s atisfaction guarante ed or your money back . we have a professi onal design team with several years of experience in business logos and artistry concepts that meet the image our clients desire to portray .
a logo is a tool that you use to : have your customers remember you ( the logo of an apple reminds you of a company ) . have your customers associate you with the quality of your service or product ( when you see a whirlpool logo on a product you associate quality to it or maybe not ) . have your customers associate your services or products to you ( when you think of two golden arches , you think of a company with its products and services ) . when we create your unique logo we ' ll ask you simple but important questions , so that your logo is an image that will last for your needs .
for your unique logo visit http : / / www . trylogos . biz /
http : / / www . trylogos . biz / uns . php",spam,2005-05-05
