Message ID,Subject,Message,Spam/Ham,Date
307,change in operating companies,"please have the operating companies for both daren farmer and stacey
neuweiler moved from enron north america ( co 413 ) to houston pipeline company
( 012 ) asap . additionally , if possible , please have payroll ensure that their
wages are not double dipped on social security . the business reason for the
move is for compliance with the railroad commission ' s code of conduct . there
is one other employee , ami chokshi , in daren ' s rc which needs to remain as
ena until i get a ruling from legal . the rc remains the same , 1497 .
additionally , it is my understanding that there is no problem with multiple
operating companies within a group .
let me know if you need anything further .",ham,2000-02-15
22538,do you wish for a more active sex life,"generic viagra : find out why everyone is switching
it ' s an ideal solution for demanding girlfriends and spouses .
the ordering process is completely electronic so you don ' t have to talk to a doctor .
sincerely ,
dollie mazurek
ordering takes only 5 minutes
n 7 gacb
",spam,2005-09-06
1616,"enron / hpl actuals for sept . 14 , 2000 from txu electric","teco tap 25 , 000 enron / 112 . 500 hpl gas daily
hpl katy 15 , 000 enron",ham,2000-09-15
24268,the product they dont want you to have . . .,"> >
attention : are you buying from the "" information america "" type companies for . 10 - . 15 cents per record , we sell the same types of data for 1000 ' s of records per penny ! as a matter of fact several of these companies use and sell our data since did not have the skills to compile / append the newer internet fields such as web site info and e m a i l information .
please read on . . .
the ultimate traditional & internet marketing tool , introducing the "" m a s t e r d i s c 2002 "" versions 4 . 00 - 4 . 10 , now released its massive 11 disc set with over 145 million database records ( 18 - 20 gigabytes of databases ) for marketing to companies , people , via e m a i l , fax , phone and mailing addresses worldwide !
complete 11 disc set is all of the marketing data you will need for 2002 & 2003 ( put your service or product out for the world to see ! )
we ' ve been slashing prices once again to get you hooked on our leads & data products .
the full disc set ver 4 . 00 - 4 . 10 ( contains all databases , all software titles , all demos , more then 65 million records include an e m a i l address and many , many other useful fields ) including unlimited usage is yours permanently for just $ 799 . 00 for the full set or $ 99 . 00 for the single sample disc ( normally sold for $ 2800 . 00 for the full set and $ 299 . 00 for single sample disc ) if you order today !
* * * * m a s t e r d i s c 2002 contents * * * *
we ' ve gone out of our way to insure that this product is the finest of its kind available . each cd ( ver . 4 . 01 to ver . 4 . 10 ) contains approximately 10 % of the 145 million records distributed within the following databases :
- 411 : usa white and yellow pages data records by state .
- discreetlist : adult web site subscribers and adult webmasters e m a i l addresses .
- fortune : this database contains primary contact data relating to fortune 500 , fortune 1000 , and millions more corporations sort able by company size and sales .
- gendermail : male and female email address lists that allow you target by gender with 97 % accuracy .
- marketmakers : active online investors e m a i l addresses . also information in reference to thousands of public companies symbols , and descriptions .
- maxdisc : online website owners , administrators , and technical contacts for website domain name owners of the "" . com "" , "" . net "" , and "" . org "" sites . this database has information from about 25 % of all registered domains with these extensions .
- newspapers : national directory of newspapers from small local papers to large metro news agencies .
- pitboss : avid online casino and sports book players , and casino webmasters .
- sa : south american mailing databases from more than a dozen countries . each mailing address belongs to a visa or mastercard credit card holder .
- software : this directory contains 86 software titles , some are fully functional versions and others are demo versions . many suites of commercial e m a i l tools as well as many other useful resources will be found here to help extract , verify , manage , and deliver successful commercial e m a i l marketing campaigns .
for more information , available records , pricing , custom databases , ordering contact us :
d a t a c o m m a r k e t i n g c o r p
1 4 4 0 c o r a l r i d g e d r . # 3 3 6
c o r a l s p r i n g s , f l 3 3 0 7 1
( 9 5 4 ) 7 5 3 - 2 8 4 6 voice / fax ( promo code : 052402 )
for no further notice at no cost and to be disolved from all of our databases , simply "" r e p l y "" to this message with the word "" discontinue "" in the subject line . izl",spam,2002-05-28
24580,national charity suffering since 9 / 11,"dear friend ,
"" serving the tribes while sharing the culture "" . . . has been the mission for the american indian heritage foundation for the past 29 years .
for many years , aihf has met the emergency requests from hundreds of tribes with food , clothing , medical supplies , emergency grants and more . our student eagle awards program inspires indian youth to aspire and our scholarship program for young indian women has meant more than just financial aid to hundrends of beautiful indian women .
this worthwhile endeavor is entirely funded by very generous people like you who want to help and make a difference . we need your help now more than ever .
click here to learn more . . . maybe you can help .
"" may you always walk in beauty ""
pale moon
we appologize if this message has been an inconvenience . you may comment to our webmaster .",spam,2002-07-25
1324,eastrans nomination change effective 8 / 3 / 00,"please decrease deliveries to eastrans to 7 , 800 mmbtu / dy for 8 / 3 / 00
the redeliveries will be 7 , 800 into hpl from fuels cotton valley",ham,2000-08-02
28099,alliance announces another delay until november 13,"alliance deliveries delayed until nov . 13
in a move that is likely to send ripples through the market , particularly
around chicago , the 1 . 325 bcf / d alliance pipeline extended its commercial
in - service delay last week to nov . 13 from oct . 30 . pipeline officials said
moisture and debris in the line caused the delay .
"" as we have increased the flow of test gas volumes during our system
commissioning , we have encountered moisture and debris from construction , ""
said ceo norm gish . "" specifically , most of the debris is in the form of small
pieces of foam from the [ smart ] pigs that were used to remove the hydrostatic
testing water from the line . the problem forced us to shut down the system
for short periods of time to clean out accumulated debris .
"" we have since designed and installed additional in - line screens at our
compressor stations . the situation is improving and we are removing
ever - decreasing amounts of debris with increased flows of test gas . however ,
this situation has not permitted us to run our system with the significant
volumes necessary to adequately test the reliability of our compressors . ""
it is the second time alliance has had to delay its in - service date . in early
september , alliance officials said rain in saskatchewan this summer ,
directional drilling problems at a creek in british columbia , complex
connection problems with the aux sable liquids plant in illinois and
connection delays with several u . s . pipelines and ldcs was to blame for a
one - month delay to oct . 30 ( see daily gpi , sept . 11 ) .
the pipeline will continue increasing test volumes until it begins commercial
service , said gish . there currently is about 500 mmcf / d of test gas in the
line . he expects firm delivery capacity to reach the full 1 . 325 bcf / d prior
to nov . 13 .
alliance officials also noted that this is the first time a pipeline the size
of alliance has been brought on stream at one time .
regardless of the challenge , however , market participants were expecting the
system to be delivering gas starting at the beginning of the month of
november and this delay is likely to have a significant impact on november
bidweek trading .
one chicago trader said he had a strong suspicion something was fishy when
his index offers were lifted friday afternoon by a marketing company , which
he knows to own capacity on the pipe . "" everyone was a buyer of index gas
today for november , especially those now short for the first 13 days . i sold
mine at ngi plus 1 . 5 , but had i known that alliance was delayed i would have
held out for something a little better . ""
basis , meanwhile , was pretty much unchanged at + 13 to + 14 for november . "" it
takes a lot to move the chicago basis , "" he said .",ham,2000-10-23
26694,new love tabs shop .,"visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other iove enhancers all in one !
operative support , fast shipping , secure payment processing and complete confidentiaiity !
ciick here to find your verified by bbb and approved by visa love pil 1 !
",spam,2005-07-06
23778,promotion,"congratulation on your promotion it is well deserved .
thresa",ham,2001-02-01
15492,"is her son needs suffering , enjoy v ' i "" c "" o + d ; i , n","if your husband is in pain ? s ' top the p ' aln n ' 0 w
v i c o d ln 7 ' 5 ' 0 nn , g
30 capss 169 ' 00
60 capss 245 ' 95
90 capss 319 ' 00
take me out
boswell vanishblasphemous downfall leonardsaguaro
nose seleniteenfant andover electrictopmost
munition contumacynoble adelaide screwassyriology",spam,2004-11-30
