review,sentiment
"This is my first Deepa Mehta film. I saw the film on TV in its Hindi version with its ""Sita"" character presented as Nita. I also note that it is Radha who underwent the allegorical trial by fire in the film and not Nita/Sita. Yet what I loved about the film was its screenplay by Ms Mehta, not her direction. The characters, big and small, were well-developed and seemed quixotic towards the end--somewhat like the end of Mazursky's ""An Unmarried Woman."" They are brave women surrounded by cardboard men. And one cardboard man (Ashok) seems to come alive in the last shot we see of him---carrying his invalid mother Biji. He seems to finally take on a future responsibility beyond celibacy and adherance to religion. <br /><br />Ms Mehta seems to fumble as a director (however, compared to most Indian mainstream cinema she would seem to be brilliant) as she cannot use her script to go beyond the microscopic joint family she is presenting except presenting a glimpse of the Chinese micro-minority in the social milieu of India. She even dedicates the film to her mother and daughter (not her father!) Yet her Radha reminesces of halcyon days with both her parents in a mustard field. Compare her to Mrinal Sen, Adoor Gopalakrishnan, Muzaffar Ali and she is dwarfed by these giants--given her competent Canadian production team and financial resources! Mehta's film of two bisexual ladies in an Indian middle-class household may be sacrilege to some, but merely captures the atrophy of middle-class homes that does not seem to aspire for something better than its immediate survival in a limited social space. Kannada, Malayalam, and Bengali films have touched parallel themes in India but did not have the publicity that surrounded this film and therefore have not been seen by a wide segment of knowledgeable cinemagoers.<br /><br />Ms Das, Ms Azmi, Mr Jafri and Mr Kharbanda are credible but not outstanding. Ms Azmi is a talented actress who gave superb performances under good directors (Mrinal Sen's ""Khandar"", Gautam Ghose's ""Paar"", Benegal's ""Ankur"") a brilliance notably absent in this film. Ms Das sparkled due to her screen presence rather than her acting capability. All in all, the film's strength remains in the structure of the screenplay which is above average in terms of international cinema. I am sure Ms Mehta can hone her writing talents in her future screenplays.",positive
"Can I give this a minus rating? No? Well, let me say that this is the most atrocious film I have ever tried to watch. It was Painful. Boringus Maximus. The plot(?) is well hidden in several sub-levels of nebulosity. I rented this film with a friend and, after about thirty minutes of hoping it would get better, we decided to ""fast forward"" a little to see if things would get any better. It never gets better. This film about some dude getting kidnapped by these two girls, sounds interesting, but, in reality, it is just a bore. Nothing even remotely interesting ever happens. If you ever get the chance to watch this, do yourself a favor, try ""PLAN NINE FROM OUTER SPACE"" instead.",negative
"Life Begins is a wonderful pre-code film starring some of the best of the era. It is set in the maternity ward of a hospital, particularly in the room for the women expected to have trouble. In it is an older woman, a tough unwed mother (Glenda Farrell), a frail young woman, an Italian woman, and the main character (Loretta Young) who is spending 20 years in prison for murder. Her husband (Eric Linden) is at the hospital at every second aching to know that everything will be okay. Aline MacMahone plays the nurse who is great at her job.<br /><br />This film is highly interesting and entertaining. It isn't terribly shocking in any way, but it is interesting to see such a neglected subject on the silver screen. The acting is brilliant all around. Loretta Young is gorgeous here in her prime. Eric Linden comes out of nowhere and is sincere as can be. His innocence is reminiscent of Michael J. Fox. Glenda Farrell is great as always, a staple of pre-codes and for good reason.",positive
"It's dreadful, but ...<br /><br />Cat Stevens fans are given the opportunity to see the woman who inspired the lovely song ""Lady D'Arbanville"" on his album ""Mona Bone Jakon"", before Cat turned into a fatwa-supporting religious zealot.",negative
"well after watching this i can say that it ain't the worst movie ever made,, yes folks there is worse than this,, there are some good points to the movie,, you get to watch drunken teenagers, have horrible deaths,, and cute looking rats eating some science experiment, and getting grotesquely huge,, the drunk janitor,, the cranky doctor,, and yes a girl in thong underwear that has absolutely no shame,, dumb jocks,, i could'nt personally wait for the rat to eat these drunken fools,, i was rooting for the rat the e ntire time,, it had a good premise,, the first part of the movie,, was interesting though with the scientific explantation about the rats,, and the little back story,, but i think that it ruined when the dumb drunken horny teenagers come into play,, the rat in my opinion, the one that get's lost,, her name is Brenda, was so fake,, must have been a cGi rat,, looked like a guy dressed up in a beaver suit,, this was pretty schlocky, lame,, but not totally horribble,,",negative
"Trash/bad movies usually ain't bad because I will find them enjoyable. This one is so bad that I am out of words to describe it - its below ""bad"". There is an instruction in the beginning of the film that tell you what to do during the movie. Needless to say, the instruction and a dozen of beer couldn't help me seat through the entire film. One tagliner compares this one to KILLBILL which is certainly unthinkable and an insult to our intelligent. Obviously. this tagliner had a plan to tempt you into buying this DVD.<br /><br />If you are considering renting this one, put it down! If you are thinking of buying, Dont think! If you unlucky to have this dvd, dont play it, throw it in trash bin immediately.",negative
"Even though we know how the story ends, this is a gripping fly-on-the-wall film that plays almost like a political thriller. During the calm before the storm, we meet Hugo Chavez as a charismatic, larger than life man who has an unbreakable connection with the mestizos who make up 80% of the population but have previously been shut out of Venezuela's political process and its oil wealth. He seems as devoted to them as they are to him. He travels the country at a hectic pace, reaching out to the campesinos, addressing huge crowds, hugging and kissing ordinary people, accepting letters on scraps of paper, and hearing pleas for help. The people are excited that one of their number has made it to the highest office in the land. There is an electric sense of hope and optimism that change for the better is coming to the festering barrios.<br /><br />But not everyone is happy with the situation. The pure-blood Castillian Spaniard elite who are a small minority but previously controlled all the wealth are full of bitterness and resentment. One of the most unintentionally hilarious moments in the film is when an Ann Coulter lookalike, at a residents' meeting in an exclusive gated community, complains of the mestizos, ""they have no concept of struggle or sacrifice."" Minutes later, a speaker tells the meeting to ""beware of your domestic servants - they could be Chavez supporters."" Duh! Of course they are.<br /><br />In a late night interview alone with the film crew, Chavez reveals something of his soul as he tells the story of his grandfather. He can be a sensitive, poetic person, though with an impish, even clownish, sense of humor (like we saw when he addressed the UN and called Bush the devil.)<br /><br />Then the storm starts to gather force as the coup organizers call for a mass protest and cynically manipulate their supporters into changing the route at the last minute and marching on the presidential palace, knowing it is surrounded by Chavez supporters and violence is inevitable.<br /><br />Another element of the plot falls into place as snipers on rooftops begin to fire on the Chavez supporters, some of whom fire back. The local equivalent of Fox News shows this return fire and claims that Chavez supporters are massacring protesters. Then the camera pulls back and reveals that there are no protesters - the street is empty! The protesters took a different route. Needless to say the footage of the empty street was edited out by the rabidly anti-Chavez private TV stations (who had been airing a constant barrage of propaganda calling Chavez mentally ill and sexually fixated on Fidel Castro.) Immediately after the coup, we see the ringleaders and their media propaganda masters openly bragging on TV about how they had manipulated the situation with reckless disregard for the lives of supporters and opponents alike.<br /><br />The filmmakers continue to be at the heart of this chaotic, fast-changing situation as the military coup surrounds the palace and threatens to bomb it. Chavez eventually surrenders to avoid bloodshed but refuses to resign and is whisked away to an offshore island where a plane awaits to take him - where? The US? How can the remaining cabinet members avoid arrest and defeat this heavily armed conspiracy of right-wing generals and ultra-wealthy businessmen who are closely linked to the Bush administration? Watch the movie and find out!<br /><br />If your only knowledge of Hugo Chavez and Venezuela is from the US media, then you know nothing. He is not an ""unelected tyrant"" and does not ""rule by decree"" - he is enormously popular, having been elected and re-elected several times with over 60% of the vote (something George Bush Junior has never achieved) and the devotion he inspires in ordinary Venezuelan people is ultimately the reason why the coup fails.<br /><br />This is an extraordinary film about an extraordinary man in an extraordinary situation. The skill of the filmmakers is in being unobtrusive and letting the story unfold through the voices of Venezuelans at every level from the barrio to the presidential palace, the tumultuous scenes, the chaos and confusion out of which a coherent whole emerges that is tense, riveting and moving. Not to be missed!",positive
"I remember watching this film, thinking was so interesting. I really wanted to know what happens next. I was amazed by how much they could fit into an 8 minute short. We start in a school yard. . Two friends are debating on skipping class. Kid B says to Kid A ""Lets not go to class today."" And Kid A declines, claiming they could miss something really important. So kid B skips and kid A goes to class. When he gets there the teacher informs him that today they were going to learn the only and most important lesson they will ever learn. They were going to learn the meaning of life. She gives everyone a pamphlet, and when she gets to kid A, she runs out and tells the boy next to him to share. Well, the kid won't share, so Kid A goes looking for the teacher. When he finally finds her, he gets a shocking revelation on what the real meaning of life is. I suggest everyone watch this short. It will only take 8 minutes from your life, but the message is so important, it could help you for a life time.",positive
I lived during those times and I think the program caught the heart of the era. I do think it should have dealt with more of the Afro American issue but I think it cover a lot in the program. It was scary to sit and watch the riots on T V hoping that they would not go as far as your families home and that it would not get burnt down. I thought Jerry O'Connell did a great job portraying a vet coming back from the war. I went to school with guys who came back. Some had changed more than others and some not so much. It bothers me when someone comments that an issue was not covered enough or it was not entertaining enough. Live through it and then make comments. I thought the movie was great and that everyone in it did a remarkable job. Thank you for a trip (sad and good) down memory lane.,positive
"Aside from the discotheque scenes that epitomize the swinging sixties (especially with everyone dancing to instrumental versions of Monkees hits), I am surprised how well this lightweight farce holds up 37 years later, but indeed it does thanks to the breezy execution of its deception-based plot and the sharp interplay of the three leads. Directed by the redoubtable stage-to-screen expert Gene Saks, this 1969 comedy is about Julian Winston, a successful Manhattan dentist and confirmed bachelor, who pretends to be married in order to avoid long-term commitment with his young girlfriend of a year, Toni. In response to Toni's half-hearted suicide attempt, Julian agrees to marry her, but Toni first insists on meeting his wife to alleviate her conscience. Enter Julian's devoted nurse Stephanie to play the wife, and the inevitable complications ensue with white lies growing into major whoppers that lead to presumed couplings and de-couplings.<br /><br />As Julian, a relaxed Walter Matthau dexterously plays the deceptive dentist in his typically sardonic manner, but he lets his two female co-stars walk off with the picture. In her big screen debut, a pixyish 24-year old Goldie Hawn is still retaining her giggly ""Laugh-In"" persona but provides unexpected savvy and depth as Toni. She and Matthau have great, unforced chemistry in their scenes together. Screen legend Ingrid Bergman, still serenely regal at 54, is obviously having a ball playing Stephanie, initially starchy and quick-witted but blossoming into a liberated spirit as the story evolves. I particularly like how casual she appears after her overnight romp. There is nice supporting work from Rick Lenz as Toni's bohemian neighbor Igor and Jack Weston as Julian's smarmy actor buddy Harvey. Billy Wilder's longtime collaborator, I.A.L. Diamond, provides the sparkling screenplay and opens up the story beyond its stage-bound origins for Saks, who is not the most cinematic of directors. Other than a couple of trailers, there are no significant extras with the DVD.",positive
