review,sentiment
"I agree with one of the other comment writers about good story & good actors but mismatched, and I would also say rushed. It has been about 24years since I read the book as it was in school. But I felt that you would need to know the story of Jane Eyre when watching this one as bits are left out & therefore it doesn't fully make sense. For example Jane & Mr Rochester have hardly spoken & suddenly he is proposing marriage!!! The actors don't have time to let the audience know how their character feels about each thing happening in the story.The actors are good but aren't given enough time to do this story justice. I'm sorry to say it but I didn't really enjoy this version.The 1970 version with Susanna York & George C Scott would be the Jane Eyre movie of my preference BUT you should check out the 1983 BBC mini series version with Zelah Clarke & Timothy Dalton in the 2 main roles. I love it so much I watch it regularly.There is an abridged version which goes for 225mins or the full version for 330mins.",negative
"I can remember reading that Darwin had a pivotal experience in the Galapagos islands, seeing the vast range of animal life there, and intern, penned his theory of evolution. Not according to this movie-it was inspired by the British countryside. OK, and as John Cleese would say-Right-. I also did not think that Darwin was a man suffering from deep personal conflict and someone who suffered dark reveries and flights of anguish. According to this film he was. It is sad that he apparently lost one of his daughters to illness, but I don't think him losing a family member would have impacted on the mans scientific abilities very much. Well, not according to...you get the picture. I think there is nothing worse than when science gets turned into fable, and to an extent this film comes off as trying to debunk evolutionary theory by saying it came from a man who was emotionally unstable, which to me, is just plain gross. I think Charles Darwin was the soul of scientific enquiry, cool and calm, and always thinking logically. This film seeks to dramatize the undramatic and sensationalize clear headed scientific exploration. It is like a Canterbury Tale. I would not recommend it.",negative
"This film is a variation of a theme we've all seen over and over again - the Posiedan adventure in Space. The characters are all stock characters - feisty heroine, Judas, coward, etc. etc. The only question really is who's next to snuff it. Sometimes this tried and tested formula works - like in this case - but more often not - like the truly mind-numbing ""Red Planet."" <br /><br />So why does this one work? Because it's stylish. The acting is above average. And above all it isn't predictable. The conclusion isn't sign-posted. I really had no idea how it would all end and was surprised at how it did end. That alone deserves top marks in my book.<br /><br />It's an intriguing and entertaining movie. And though it was never likely to change the face of cinema as we know it, it doesn't disappoint.",positive
"First saw this half a lifetime ago on a black-and-white TV in a small Samoan village and thought it was hilarious. Now, having seen it for the second time, so much later, I don't find it hilarious. I don't find ANYTHING hilarious anymore. But this is a witty and light-hearted comedy that moves along quickly without stumbling and I thoroughly enjoyed it.<br /><br />It's 1945 and Fred MacMurray is a 4F who's dying to get into one of the armed forces. He rubs a lamp in the scrapyard he's managing and a genie appears to grant him a few wishes. (Ho hum, right? But though the introduction is no more than okay, the fantasies are pretty lively.) MacMurray tells the genie that he wants to be in the army. Poof, and he is marching along with Washington's soldiers into a particularly warm and inviting USO where June Haver and Joan Leslie are wearing lots of lace doilies or whatever they are, and lavender wigs. Washington sends MacMurray to spy on the enemy -- red-coating, German-speaking Hessians, not Brits. The Hessians are jammed into a Bierstube and singing a very amusing drinking song extolling the virtues of the Vaterland, ""where the white wine is winier/ and the Rhine water's Rhinier/ and the bratwurst is mellower/ and the yellow hair is yellower/ and the Frauleins are jucier/ and the goose steps are goosier."" Something like that. The characterizations are fabulous, as good as Sig Rumann's best. Otto Preminger is the suspicious and sinister Hessian general. ""You know, Heidelberg, vee are 241 to 1 against you -- but vee are not afraid."" <br /><br />I can't go on too long with these fantasies but they're all quite funny, and so are the lyrics. When he wishes he were in the Navy, MacMurray winds up with Columbus and the fantasy is presented as grand opera. ""Don't you know that sailing west meant/ a terrifically expensive investment?/ And who do you suppose provides the means/ but Isabella, Queen of Queens."" When they sight the New World, someone remarks that it looks great. ""I don't care what it looks like,"" mutters Columbus, ""but that place is going to be called Columbusland.""<br /><br />Anyway, everything is finally straightened out, though the genie by this time is quite drunk, and MacMurray winds up in the Marine Corps with the right girl.<br /><br />I've made it sound too cute, maybe, but it IS cute. The kids will enjoy the puffs of smoke and the magic and the corny love story. The adults will get a kick out of the more challenging elements of the story (who are the Hessians?) unless they happen to be college graduates, in which case they might want to stick with the legerdemain and say, ""Wow! Awesome!""",positive
"First of all sorry for giving even a rating of 1 to this movie (nothing less than this available). The film fails in every department be it screenplay, direction, characterization or acting. <br /><br />1) To start with, the name of the movie is really C class (though the movie itself match up to the name). 2) Amitabh Bachchan tries his best to live up to the character but the weak script coupled with pathetic direction ends up making him a humorous character. 3) In Sholay Gabbar Singh has reward of 50,000 on him (which was convincing). Here in Aag the figure was 100 crores for Babban (Amitabh Bachchan but poor man was beaten by our so called hero's and had only few men bikes to commute (with all automatic guns). Making a Sholay like movie in Mumbai type setup in modern time doesn't look convincing. 4) As for Nisha Kothari, somebody needs to tell her that she doesn't know acting. Why is Ram Gopal Verma casting her again and again ? 5) Mohanlal was good but there is hardly anything for him to do. 6) Sushant Singh and Rajpal Yadav who are great actors are wasted in the movie. 7) Legendry role played by Lila Misra (Mausi of Basanti) in Sholay is replaced cheaply in this movie by some Gangu Mummy. Ramu please grow up and understand that there needs to be some intellect in your movie. Enough of stupid characters in your movie like Shiva and Aag. 8) Should not say anything about modern Jai and Veeru..pathetic to the greatest extent.<br /><br />To summarize, I was shocked to see this movie because it looks like a cheap and comic translation of original classic. Please don't waste money and time on this movie. I think watching Aap Ka Surror (which I thought was the worst movie possible) would be a better idea than to see this horrible package of stupid characters, bad songs and miserable direction.<br /><br />Thanks, Saurabh",negative
"Kevin Kline offers a brilliant comic turn in the 1997 comedy IN & OUT. Kline plays Howard Brackett, a small town history teacher who excitedly sits down to watch the Academy Awards this year because one of his former students (Matt Dillon) is a nominee. He is nominated for his performance in a film where he plays a gay soldier and when he wins, he thanks Howard in his speech for inspiring him because Howard is gay. Now this floors Howard because he as no clue why thus guy would say this on international television. Howard is even engaged to be married (to Joan Cusack, in an Oscar-nominated performance)so he has no idea where Dillon;s Cameron Drake got the idea that he is gay and finds he has to defend himself to everyone at school but is shocked that no one seemed terribly shocked by what Cameron said on the Oscars. Howard has a birthday party where he is given birthday presents like the soundtrack to YENTL and ends up explaining to his guests why Barbra Streisand had to make FUNNY LADY. His parents (Wilford Brimley, Debbie Reynolds) are shocked but promise to support their son, even if he is gay. He also gets a visit from an out of town reporter (Tom Selleck) who wants to do an article about him because he's gay too. The moment when Selleck plants a big kiss right on Kline's lips is a classic. But all of these little things have Howard actually questioning his sexuality and wondering if he really is gay...much to the aggravation and frustration of his fiancée, Cusack, who is beyond confused. The scene where she leaves a bar in her wedding gown and stands in the middle of street screaming about the lack of single straight men in the world is a classic. But what I like about this movie is the way Kline fully invests in the role and was not afraid to look foolish or look gay. There is a fabulous scene, probably the most famous from the film, where he buys a record, on how to be macho, and the guy on the record is talking about how real men don't dance and a disco tune comes on (I WILL SURVIVE if memory serves)and the narrator on the record says no matter what you do, don't dance, but Howard can't help himself and he ends up shaking his groove thing all over the room. It's hysterically funny and Kline plays it with sincerity and gusto. The film is not pro or anti gay...it's just a deft and amusing character study about a man trying to figure out exactly who he is. Wonderful film.",positive
"So Udo Kier earned like nine bucks and free food for this so that is a victory in and of itself. <br /><br />More importantly this movie tells a very interesting tale about a group of salvage guys coming across the broken down Demeter. I should warn you, i'm gunna bounce around through this review real quick so buckle up. First thing's first. Coolio plays a guy named 187. 187 likes drugs. 187 finds a bunch of caskets on board and... now i don't know anything about the future but maybe they smuggle drugs in caskets. Not gunna say that was the craziest thing in this movie. Later on the vampire gets out of his mist filled coffin and then the real hilarity begins. First, although this movie has the word Dracula in it he is actually not in this movie. I have a theory though. Out of the blue you see the salvage crew's ship leave without them. My theory is that Dracula was on board with his retarded brother Orlock. Dracula told Orlock he'll be right back. Dracula got the hell out of this movie before he could be seen leaving Orlock to play the vampire for the six or so minutes he is in the movie. The best part of this film, and for those of you that have seen this you know what i'm gunna say, is after 187 gets sired, embraced whatever. He has this huge monologue about ejaculating on various parts of erika Elaniak's body and... other super cool stuff. Coolio, seriously you are the best thing EVER. <br /><br />Some other stuff happens in this movie too. Like Casper Van Dean gets some work. Orlock screams a lot and loses his arm and then we kinda lose track of him FOR THE REST OF THE MOVIE. And thank god really. We find out Erika's character is a police bot. As the movie comes to a close we find out that the ship is on a course to ram into the sun. The police bot and one other surviving character are doomed. Rather then avoid certain death Erika's police bot reveals she's also a whore bot and they decide to screw each other and die. Before they die in the sun they die for no reason, yep that's right... their ship blows up for no real reason. <br /><br />This movie got the amazing rating for one reason, Coolio. My god, if they gave academy awards to black rappers then he'd be the first to get one. The only reason this didn't get a perfect ten is because there was not a drop of nudity. Now i know what your thinking, how can you judge a film by whether ladies show their goods or not. Well easy. A movie like this pretty much requires it. Its part of the process. Gore, gore, monsters, nudity, gore, end of movie final shock at the end. Its the formula. This had some gore, the monster was awesome because he sucked so hard he actually did us the favor of staying off camera. That was considerate of him and i respect that. Nudity, not a drop even though there was a length conversation about... well see the above statement and as for the shock/twist... i certainly didn't see the end coming. That counts. <br /><br />I hope Hollywood doesn't think Coolio gave this film his all and has nothing left. He deserves more work. Well, until Dracula 4000, i'm out.",positive
"or: It's a bird ? It's a plane ? No, look... It's a disaster ! or: No need to look up in the sky.<br /><br />or: (... OK, that's enough.) If singer tried to make a romantic titanic like movie to crash the box office record, he failed. The SR structure can't do this, the dark and restricted color scheme (I would call it ""wishi-washi""), the boring usual dialogs, the clown with advanced alien technology, the missing fun and magic, etc. makes the movie completely disappointing.<br /><br />It simply doesn't work.<br /><br />The main thing at a character like superman is, that he is a superhero. That's the core, the most important thing.<br /><br />Love trouble and a sadly lost depressive Supersoftie can maximal only be a facet in a 2:40 long Superman movie, not the whole time.<br /><br />Because then it is not a superman or superhero movie anymore. It's like a (and in this case a very bad and boring) social study, where every 30 minutes a person flies around.<br /><br />That's a big difference.<br /><br />This movie is a joke. Holy skywalker, this is Superman, so give us Supervillains, Superaction and the most important thing, Superfun.<br /><br />We want ENTERTAINMENT ! Singer, if you want to make a 2:40 long soul love trouble drama about lost and sadly people ? Then take normal human characters and make a yentl remake.<br /><br />They say: Superman returns. And then, supersadlysoftie stands in the door.<br /><br />Maybe singer has tried to kill the legend without kryptonite, but one bad movie can't do this. Don't give up, they plan a sequel...<br /><br />Next time singer (and Warner Brothers), make a superhero movie, not a depressive superlame soap, or let it be. A superhero movie means a colorful fantasy with a lot of fun and magic.<br /><br />This movie is like a very cheap chocolate box with a super cover. Yes, technically there are all sorts in, yes, there is a lot of small talks, there are a few jokes, a view action scenes, etc, but the only one what all these worse pieces have in common is their poor quality.<br /><br />It's not more than a super boring patchwork and one of the worst movies I have ever seen in my live.<br /><br />The ridiculous cast strategy (Cast them young as possible, so we can make sequels in the next 25 years) gives the rest. Kate Bosworth plays a 22 year old star reporter, she's looking like 19. Superman was full five years away, so he slept with her 6 years ago, so she was 16, (looking like 13) and a daily planet reporter, wroting ""I spend a night with superman"". Warner Brothers, that's too much.<br /><br />Routh is not so bad, he is playing a little bit wooden, but the whole movie is wooden, so... ?! Temporary good were marsden and sometimes posey. The rest, forget it. Even spacey, this is not his terrain.<br /><br />Reeve/Hackman/Kidder were acting so easy, with fun. What a difference.<br /><br />The Jesus poses at the end are ridiculous too. What the hell should that be ? The problem here is, they mean this serious, not as a joke. Next time Spiderman or Batman or Ironman falls and rises like Jesus or angels ? Or they speak with god directly. Why not ? They are superheroes, saving human lives every day. So at least one talk with god every week should be possible... Oh my god.<br /><br />Maybe this was not the real announced movie, instead it is from a bizarre dull parallel universe.<br /><br />For the warner brothers this superlame depressive flick will be possibly the greatest disaster in history. Not only because of the money.<br /><br />I understand how difficult it (maybe) was to create and transport some messages or feelings, but showing lone, lost and sadly people isn't new and thousands of movies or TV-Shows did it better, in very old or new ones like magnolia. And the flying frogs there were more impressive than this flying superwoman, sorry, superman of course.<br /><br />Singer and WB, that's simply nothing. In fact it's even more than nothing, it's like a black hole that destroys the passion for (comic/superhero) movies and steals us three hours of our life.<br /><br />Mrs. Smilla's little brother. (Very angry and green like the hulk.)",negative
"Two things -- too long and totally lacked credibility. This movie didn't make any sense and was excrutiating to sit through. I am usually pretty patient, but man... It just doesn't keep your attention at all! I think I am being nice here even! You keep thinking it's almost over only to find out it's still got another half hour! Good actors.",negative
"My husband rented this from a video store thinking it was suspense. (He never reads the synopsis).<br /><br />Well, it would be funny if the thing was watchable. It simply isn't. The same thing over and over, no intrigue, and WHERE did they find the leading man?. The leading man, Michael Des Barres, is not even feasibly good-looking, especially for this role he is given. Also, sexual harassment at work is something, if you want to see, rent Michael Crichton's ""Disclosure"". At least Michael Douglas looked good in the early 90's. <br /><br />Alexandra Paul, who is usually watchable, plays an embarrassing scene here. There are also lighting effects cheaper than your at home web cam. Don't even waste time renting this. 0/10.",negative
