"filename","contents","player_name"
"report_0.txt","The Atlanta Hawks (46 - 12) beat the Orlando Magic (19 - 41) 95 - 88 on Friday. Al Horford had a good all - around game, putting up 17 points, 13 rebounds, four assists and two steals in a tough matchup against Nikola Vucevic. Kyle Korver was the lone Atlanta starter not to reach double figures in points. Jeff Teague bounced back from an illness, he scored 17 points to go along with seven assists and two steals. After a rough start to the month, the Hawks have won three straight and sit atop the Eastern Conference with a nine game lead on the second place Toronto Raptors. The Magic lost in devastating fashion to the Miami Heat in overtime Wednesday. They blew a seven point lead with 43 seconds remaining and they might have carried that with them into Friday's contest against the Hawks. Vucevic led the Magic with 21 points and 15 rebounds. Aaron Gordon (ankle) and Evan Fournier (hip) were unable to play due to injury. The Magic have four teams between them and the eighth and final playoff spot in the Eastern Conference. The Magic will host the Charlotte Hornets on Sunday, and the Hawks with take on the Heat in Miami on Saturday.
","Kyle Korver"
"report_0.txt","The Atlanta Hawks (46 - 12) beat the Orlando Magic (19 - 41) 95 - 88 on Friday. Al Horford had a good all - around game, putting up 17 points, 13 rebounds, four assists and two steals in a tough matchup against Nikola Vucevic. Kyle Korver was the lone Atlanta starter not to reach double figures in points. Jeff Teague bounced back from an illness, he scored 17 points to go along with seven assists and two steals. After a rough start to the month, the Hawks have won three straight and sit atop the Eastern Conference with a nine game lead on the second place Toronto Raptors. The Magic lost in devastating fashion to the Miami Heat in overtime Wednesday. They blew a seven point lead with 43 seconds remaining and they might have carried that with them into Friday's contest against the Hawks. Vucevic led the Magic with 21 points and 15 rebounds. Aaron Gordon (ankle) and Evan Fournier (hip) were unable to play due to injury. The Magic have four teams between them and the eighth and final playoff spot in the Eastern Conference. The Magic will host the Charlotte Hornets on Sunday, and the Hawks with take on the Heat in Miami on Saturday.
","Al Horford"
"report_0.txt","The Atlanta Hawks (46 - 12) beat the Orlando Magic (19 - 41) 95 - 88 on Friday. Al Horford had a good all - around game, putting up 17 points, 13 rebounds, four assists and two steals in a tough matchup against Nikola Vucevic. Kyle Korver was the lone Atlanta starter not to reach double figures in points. Jeff Teague bounced back from an illness, he scored 17 points to go along with seven assists and two steals. After a rough start to the month, the Hawks have won three straight and sit atop the Eastern Conference with a nine game lead on the second place Toronto Raptors. The Magic lost in devastating fashion to the Miami Heat in overtime Wednesday. They blew a seven point lead with 43 seconds remaining and they might have carried that with them into Friday's contest against the Hawks. Vucevic led the Magic with 21 points and 15 rebounds. Aaron Gordon (ankle) and Evan Fournier (hip) were unable to play due to injury. The Magic have four teams between them and the eighth and final playoff spot in the Eastern Conference. The Magic will host the Charlotte Hornets on Sunday, and the Hawks with take on the Heat in Miami on Saturday.
","Jeff Teague"
"report_17.txt","The visiting Dallas Mavericks took down the Portland Trail Blazers on Friday, 108 - 104. Dallas (20 - 30) has picked up steam in recent weeks after what was an abysmal start to the season. Friday's victory was marked by a breakout performance from D-League call - up Yogi Ferrell. Ferrell, who shot an astounding 9 - of - 11 from three - point range, scored a career - high 32 points to lead the Mavericks including a game - clinching three - pointer with under 30 seconds remaining. While Ferrell dropped jaws with his impressive play, wing Wesley Matthews also put together a stellar performance, scoring 27 points and coming away with six rebounds. As a whole, the team earned the win on the backs of strong three - point shooting. The Mavs shot an impressive 17 - of - 31 from beyond the arc. Portland (22 - 29), meanwhile, was let down by star point guard Damian Lillard. Lillard shot just 4 - of - 20 on the night in quite possibly his worst outing of the season. On the other hand, wing Evan Turner steped up for one of his best performances as a Blazer. Turner scored 24 points on 10 - of - 17 shooting. The Blazers held a rare advantage in the rebounding column, but were unable to shoot with nearly the efficiency of Dallas, ultimately ending in the loss. The Blazers will visit OKC on Sunday, while the Mavericks will visit Denver on Monday.
","Evan Turner"
"report_22.txt","It was another day at work on Tuesday for superstar James Harden, who led the Rockets to a blowout victory with 34 points and 11 assists. ""The Beard"" ranks fifth in the NBA in scoring at almost 28 points per game, and also leads the league in assists. On Tuesday, it was business as usual for the elite point guard, who shot 9 - of - 16 from the field, made four three - pointers, and shot a perfect 12 - of - 12 from the free - throw line. With Harden at the helm, Houston's elite offense took off, scoring 123 points on 52 percent shooting and splashing in 17 three - pointers. Power forward Ryan Anderson was a major factor as well, scoring 22 points and pouring in four threes of his own. For Dallas, meanwhile, offense did not come as easily. The team shot just 41 percent from the field on the night. Veteran star Dirk Nowitzki played limited minutes, scoring only seven points on 2 - of - 8 shooting in 15 minutes played. Forward Harrison Barnes once again led the Mavs in scoring, this time with 21 points.
","Ryan Anderson"
"report_22.txt","It was another day at work on Tuesday for superstar James Harden, who led the Rockets to a blowout victory with 34 points and 11 assists. ""The Beard"" ranks fifth in the NBA in scoring at almost 28 points per game, and also leads the league in assists. On Tuesday, it was business as usual for the elite point guard, who shot 9 - of - 16 from the field, made four three - pointers, and shot a perfect 12 - of - 12 from the free - throw line. With Harden at the helm, Houston's elite offense took off, scoring 123 points on 52 percent shooting and splashing in 17 three - pointers. Power forward Ryan Anderson was a major factor as well, scoring 22 points and pouring in four threes of his own. For Dallas, meanwhile, offense did not come as easily. The team shot just 41 percent from the field on the night. Veteran star Dirk Nowitzki played limited minutes, scoring only seven points on 2 - of - 8 shooting in 15 minutes played. Forward Harrison Barnes once again led the Mavs in scoring, this time with 21 points.
","Harrison Barnes"
"report_21.txt","The Memphis Grizzlies (8 - 7) defeated the Dallas Mavericks (9 - 6) 110 - 96 on Tuesday. The Mavericks outplayed the Grizzlies in several categories, yet curiously still came up well short of a victory. Dallas drained 11 three - pointers to Memphis’ seven, and the Mavs also outrebounded the home team 48 to 42. Zaza Pachulia’s performance particularly stood out in this regard, as he held his own against one of the best all - around centers in the game in Marc Gasol. Pachulia went toe - to - toe on the glass with the Grizzlies’ big man, matching his 10 boards while also collecting 13 points. Veteran Dirk Nowitzki posted a double - double of his own, his second on the season. The veteran power forward totaled 14 points and 10 rebounds, while adding a block and a steal. Deron Williams (10 points) and Wesley Matthews (11 points) made respectable contributions, with the latter draining three three - pointers, giving him seven over the last two contests. Reserves J.J. Barea and Raymond Felton paced the Dallas bench with a pair of 16 - point outings. Felton was notably perfect on three - pointers, draining all four of his shots from beyond the arc. The Mavericks fell to 9 - 6 and currently reside in second place in the Western Conference’s Southwest Division. They travel to San Antonio for a Wednesday tilt versus the Spurs. The Grizzlies received a remarkably balanced offensive performance from their starters, something they have significantly lacked in many games this season. Gasol collected 15 points and the aforementioned 10 boards, while point guard Mike Conley continued his recent stretch of resurgent play on offense. The veteran tallied 21 points, six assists, and four rebounds, for his fourth game of 20 points or more in the last five contests. Matt Barnes parlayed his rare starting opportunity into a solid tally of 14 points, seven rebounds, three assists and a pair of steals over 38 minutes. Jeff Green acquitted himself well filling in at power forward for the ailing Zach Randolph (knee), pitching in 19 points, seven rebounds, three assists and a pair of blocks in a tough matchup against Nowitzki. Mario Chalmers led the Memphis reserves with 14 points, while JaMychal Green made the most of his return to the bench by amassing 13 points over just 17 minutes. The Grizzlies improved to 8 - 7 and currently reside in third place in the Western Conference’s Southwest Division. They head to Houston for a Wednesday showdown versus the Rockets.
","Mike Conley"
"report_21.txt","The Memphis Grizzlies (8 - 7) defeated the Dallas Mavericks (9 - 6) 110 - 96 on Tuesday. The Mavericks outplayed the Grizzlies in several categories, yet curiously still came up well short of a victory. Dallas drained 11 three - pointers to Memphis’ seven, and the Mavs also outrebounded the home team 48 to 42. Zaza Pachulia’s performance particularly stood out in this regard, as he held his own against one of the best all - around centers in the game in Marc Gasol. Pachulia went toe - to - toe on the glass with the Grizzlies’ big man, matching his 10 boards while also collecting 13 points. Veteran Dirk Nowitzki posted a double - double of his own, his second on the season. The veteran power forward totaled 14 points and 10 rebounds, while adding a block and a steal. Deron Williams (10 points) and Wesley Matthews (11 points) made respectable contributions, with the latter draining three three - pointers, giving him seven over the last two contests. Reserves J.J. Barea and Raymond Felton paced the Dallas bench with a pair of 16 - point outings. Felton was notably perfect on three - pointers, draining all four of his shots from beyond the arc. The Mavericks fell to 9 - 6 and currently reside in second place in the Western Conference’s Southwest Division. They travel to San Antonio for a Wednesday tilt versus the Spurs. The Grizzlies received a remarkably balanced offensive performance from their starters, something they have significantly lacked in many games this season. Gasol collected 15 points and the aforementioned 10 boards, while point guard Mike Conley continued his recent stretch of resurgent play on offense. The veteran tallied 21 points, six assists, and four rebounds, for his fourth game of 20 points or more in the last five contests. Matt Barnes parlayed his rare starting opportunity into a solid tally of 14 points, seven rebounds, three assists and a pair of steals over 38 minutes. Jeff Green acquitted himself well filling in at power forward for the ailing Zach Randolph (knee), pitching in 19 points, seven rebounds, three assists and a pair of blocks in a tough matchup against Nowitzki. Mario Chalmers led the Memphis reserves with 14 points, while JaMychal Green made the most of his return to the bench by amassing 13 points over just 17 minutes. The Grizzlies improved to 8 - 7 and currently reside in third place in the Western Conference’s Southwest Division. They head to Houston for a Wednesday showdown versus the Rockets.
","Jeff Green"
"report_23.txt","The Nuggets (15 - 20) knocked off the Timberwolves (5 - 28) 110 - 101 Monday night in Minneapolis. Denver, which jumped out to a 14 - point first quarter lead, extended the advantage to 21 points by halftime and never looked back. The Nuggets were in cruise control for most of the second half and led by more than 20 midway through the fourth quarter. Minnesota was able to bring the final margin to a respectable nine points behind some late baskets, including a 70 run in the final minute. Denver, which has won two straight after beating Memphis on Saturday, was led by 34 points from Arron Afflalo. Kenneth Faried added 15 points and seven rebounds, and Ty Lawson had eight points to go with 12 assists. Three Nuggets scored in double figures off the bench, paced by a 16 - point, 11 - rebound effort from J.J. Hickson. Jusuf Nurkic added 14 points and Nate Robinson finished with 12 points and six assists. Minnesota, meanwhile, tumbled to its 12 consecutive defeat despite hitting 10 three - pointers and committing just 12 turnovers. The Wolves placed all five starters in double - figures, led by 22 points and 12 rebounds from Gorgui Dieng. Andrew Wiggins added 20 points and seven rebounds, while Shabazz Muhammad had 19 points in 37 minutes. Up next, the Timberwolves host the Suns on Wednesday night. Denver returns home to face the Magic, also on Wednesday.
","Arron Afflalo"
"report_25.txt","The Los Angeles Clippers (14 - 5) defeated the New Orleans Pelicans (8 - 10) 120 - 100 on Saturday. Los Angeles has won seven straight games, coasting through arguably the easiest stretch of their schedule this season. Blake Griffin led the way with a game - high 30 points in 30 minutes. Chris Paul displayed his scoring and dishing talents, finishing with 18 points and 16 assists in 30 minutes. As a team, the Clippers shot 55 percent from the field and 53 percent from beyond the three - point line. They'll stay home to host the Phoenix Suns on Monday. New Orleans has dropped five of their last six games, reeling due to the absence of Eric Gordon, or simply a lack of cohesion on a team that is starting to appear as though it will fail to meet expectations for a second straight season. Gal Mekel made his Pelicans debut, dishing six assists in just 11 minutes of action off the bench. Anthony Davis finished with 26 points but corralled just three rebounds. The Pelicans will stay in Los Angeles to play the Los Angeles Lakers on the second game of their back - to - back set.
","Chris Paul"
