Message ID,Subject,Message,Spam/Ham,Date
24524,"friend , get this cell phone for free !","remove yourself from this recurring list by :
clicking here to send a blank email to unsub - 7552100 - 335 @ mm 53 . com
or
sending a postal mail to customerservice , 427 - 3 amherst street , suite 319 , nashua , nh 03063
this message was sent to address cypherpunks @ einstein . ssz . com
- - - -
this sf . net email is sponsored by : thinkgeek
welcome to geek heaven .
http : / / thinkgeek . com / sf
spamassassin - sightings mailing list
",spam,2002-07-23
24608,great news for men ! new breakthrough !,"we won ' t lie to you , smaller is better . . . . . . .
.
.
.
.
.
.
.
.
when you ' re talking about supercomputers !
we hate to break it to you guys , but women don ' t think that way . . .
in the real world ,
size does matter . big
time !
breakthroughs in science
have finally enabled men like you , to take things into their own hands !
most of our techniques are 21 st century , but some of these techniques have been around for centuries !
ancient secrets , that only specific tribes , taught their wisest elders .
we reveal all of these to you , and more !
what can our techniques help you accomplish naturally ?
effectively add between 1 "" to 4 . 5 "" to your penis size !
without surgery , pumps , or other painful methods .
"" i ' m convinced , let me get access to these ,
amazing techniques online ! ""
every man on the planet would like to increase
his penis size and width , and we can show you how to do both !
don ' t be fooled by methods that only increase your length !
increase the length and width of your penis !
safely and naturally
- - - -
this sf . net email is sponsored by : jabber - the world ' s fastest growing
real - time communications platform ! don ' t just im . build it in !
http : / / www . jabber . com / osdn / xim
spamassassin - sightings mailing list
",spam,2002-07-25
33225,"gain the erection , lose the risk with 100 % natural viagra !","rock hard in 20 minutes
more info here . . .
potentate rn craven tkn foppish zxj incomputable re lenin wu manhood vf emboss yd crocodile xcc
mexican hl nobleman uy lase ik college ko
spook lp emblazon yl polka iyr huxtable ygi
no
",spam,2005-06-19
18204,fw : its all about cialis now,"buy xanax online from a us pharmacy
xanax ( alprazolam ) is now available online
purchase xanax lmg and 2 mg from a us - licensed doctor
free consultation . overnight shipping
meridia
viagra
viagra st
super viagra ( cialis )
prozac
xanax
valium
paxil
ultram
soma
zyban
shop here for xanax
remove
cultivate equanimity freemen thermistor tripod viking hostile reconcile artemis bergman gigging felonious brisbane elm circumvent flint rotate w communicant alger dad capitulate dovekie cockleshell bacon shale yellow vigorous cyclotron continuous alone spouse persist polecat axes ecliptic bauer shadflower capella pickman quillwort not eigenvector libreville driven zip modular phage destinate lair diatomic epistle injunct bearish britannica sally stockade punk yarmulke frisky archenemy blackburn sacramento weedy dairyman leslie craftsmen backstage amplitude jaw dinnertime brassy pyrimidine wan coverage garibaldi springy typhus corrupt exasperater righteous scar agricultural pembroke tactile capacity expert agway planar harvestman india edgewise howard befuddle miranda spicebush urbana burnout partisan adsorb clinging mete aggression shaft envoy leaky effeminate beehive niche award destruct stable jig mandrill tetragonal cardiac bastard benthic singapore amphibian wilkes mort feeble checklist igloo rachmaninoff intestine sony lombard down enzymatic trefoil raven arcane bawd clue bursitis canister lawbreak hospital mimeograph gneiss passionate call platoon flatware indulgent ante collegial difficult hansen dougherty idaho picosecond copernicus shrug bury blood",spam,2004-01-16
27449,do you want a rolex for $ 75 - $ 275 ?,"have you heard of rolex timepieces ? come on in
http : / / broadens . vall 0 . com / rep / dir /
a perpetual holiday is a good working definition of hell .
acquire inner peace and a multitude will find their salvation near you .
a soft answer turneth away wrath .
silent gratitude isn ' t much use to anyone .",spam,2005-07-19
222,entex monthly mtg . eb 37 cl,"2 / 1 / 00
please mark your calendar to join the following meeting listed below :
date : thursday , february 3 , 2000
time : 11 : 30 - 12 : 30 ( luncheon )
location : eb 37 cl
* lunch will be provided
if you have any questions , please contact me or rita wynne x 3 - 7694
many thanks
pamela chambers
x 3 - 9680",ham,2000-02-01
2363,re : intraday eastrans nominations change for 9 / 6 / 00 and nomination,"for 9 / 7 / 00
here you go .
daren j farmer @ ect
01 / 10 / 2001 02 : 41 pm
to : megan parker / corp / enron @ enron
cc :
subject : re : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
can you send me a copy of pan energy ' s spreadsheet for sept , also ?
d
enron north america corp .
from : megan parker @ enron 01 / 10 / 2001 02 : 07 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : re : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
darren :
i think marta is referring to the supply deal 391119 on 9 / 6 for 10 , 545 . we
do not have a price of gd + $ 0 . 04 . we have if + $ 0 . 04 . please check this
price . also , they seem to be missing the overdelivery calculation in their
spreadsheet . attached is the september 2000 spreadsheet .
megan
daren j farmer @ ect
01 / 10 / 2001 10 : 58 am
to : megan parker / corp / enron @ enron
cc :
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination for
9 / 7 / 00
megan ,
please see the message below . the pricing on deal 391125 was incorrect ;
should be hsc gd - . 04 . i corrected the deal ticket .
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 01 / 10 / 2001
10 : 57 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
mkhenderson @ duke - energy . com on 01 / 10 / 2001 10 : 42 : 30 am
to : dfarmer @ enron . com
cc :
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination for
9 / 7 / 00
please pass the following information to meagan parker . her pricing isn ' t
matching .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
01 / 10 / 2001 10 : 41 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 06 / 2000 03 : 39 pm
to : dfarmer @ enron . com , john a . bretz / gcs / cec / pec @ pec
cc : john a . bretz / gcs / cec / pec @ pec , donna j dobb / houston / pefs / pec @ pec ,
sharon beemer / ftworth / pefs / pec @ pec
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
as follow - up documentation for the intraday sale on 9 / 6 / 00 , the following
states the pricing for the redeliveries :
8500 mmbtu from fuels cotton valley priced per paragraph la of the contract
price ( per mmbtu ) section in the transaction agreement .
10955 mmbtu at etgs carthage hub tailgate priced per paragraph lc of the
contract price ( per mmbtu ) section in the transaction agreement
10545 mmbtu at cipco / mobile beaumont which is priced differently than
paragraph lb of the contract price ( per mmbtu ) section in the transaction
agreement . the price for 10545 mmbtu for 9 / 6 / 00 will be hsc daily plus
$ . 04 / mmbtu .
please confirm the above by replying to this e - mail message .
- - - - - - - - - - - - - - - - - - - - - - forwarded by marta k henderson / houston / pefs / pec on
09 / 06 / 2000 01 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
marta k henderson
09 / 06 / 2000 09 : 58 am
to : darrel f . bane / easttexas / pefs / pec @ pec , john a . bretz / gcs / cec / pec @ pec ,
chad w . cass / gcs / cec / pec @ pec , michael r .
cherry / easttexas / pefs / pec @ pec , bruce mcmills / ftworth / pefs / pec @ pec ,
william e . speckels / gcs / cec / pec @ pec , donna c .
spencer / gcs / cec / pec @ pec , julia a . urbanek / gcs / cec / pec @ pec , dora j .
levy / gcs / cec / pec @ pec , briley @ enron . com , dfarmer @ enron . com ,
carlos . j . rodriguez @ enron . com , sharon beemer / ftworth / pefs / pec @ pec ,
connie wester / easttexas / pefs / pec @ pec
cc :
subject : intraday eastrans nominations change for 9 / 6 / 00 and nomination
for 9 / 7 / 00
deliveries continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
10955 to hpl ' s cartwheel agreement at carthage
10545 at mobil beaumont
effective for 9 / 7 / 00 , deliveries to eastrans continue to be 30 , 000 mmbtu / dy
the redeliveries will be :
8500 from fuels cotton valley
21500 to hpl ' s cartwheel agreement at carthage",ham,2001-01-10
30916,each pharmaceuticals at 0 . 57 $ for draught gothic,"cheapest d * r - u - g - s on the web
- private online orderind
- discreet packaging
- shipped world wide
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
our products
» men ' s health
» weight loss
» pain relief
» diabetes
» stop smoking
» cholesterol
» anti depressant
http : / / onlinegenericshop . com / ? 1663800
database ant alterate enlargeable contestant condensible epidermis digital lindsay bodleian caine lithium sparrow mavis glycine alleviate tress nude epsilon visa storyboard groggy era tyrosine madam cos filter knauer araby tribal delegate panel churchillian bedpost drudge occident governess reign david digit bel linseed fortin typescript monstrosity mirror assure rawhide iris augend abuilding einsteinian cheerful dadaism edmonton alva chert bagpipe inferno service broadcast tortoise marsh coax worst synchrony godsend dyne hallmark ironstone ambrosial permalloy sunk possum blandish charlotte horowitz lactate diffract
artemis obfuscate wall airlock antaeus spirit dysentery write existent decompose
antennae cozen bronx basemen plumb botswana peal command defrost anchor crossroad added diachronic harriman bully cushman hammond bangladesh carfare chomp intensify blouse anathema expelled immunization",spam,2004-12-22
8789,new retail electricity provider survey,"as a result of recent deregulation in states such as pennsylvania and
california , many new companies are entering the retail energy market . today ,
consumers in several states are able to choose their energy provider in much
the same way they choose their long - distance phone company . a survey has
been commissioned by the research group to better understand which factors
are most important to consumers considering switching energy providers .
the survey consists of 28 question , and can be found on the following website :
if you , your spouse , or someone else in your family has time to take this
survey , we would appreciate your input .
feel free to forward this email to others . thanks for your time and
consideration .",ham,2001-03-22
30539,top quality drugs here,"stanford hooves medlar teutonic gelable
need pres cription medication without a prior prescri ption ?
simple , quick and affordable !
we deliver quality medications to your door !
stop getting brochures here
ruff idiom preside supplicate triad drool hereinafter aventine
",spam,2004-11-23
