,Unnamed: 0,Game ID,Report,Player Name
0,1611,251,"The Memphis Grizzlies (31 - 22) defeated the host Brooklyn Nets (14 - 40) 109 - 90, on Wednesday night at Barclays Center. The Grizzlies did not let the disappointing news regarding Marc Gasol get to them as they trounced the Nets, leading to their third straight victory when playing on the road. Gasol was diagnosed with a fractured right foot after injuring it last Monday, and will likely miss the rest of the season. Nonetheless Memphis had players step up in this one, with seven scoring in double figures. The game started off back and forth with 12 lead changes before Memphis took the lead for the final time, with nine minutes to go in the second quarter. The Nets averaged 108 at home coming into this game but were held well below that by a tenacious Memphis squad. Mike Conley led the Grizzlies with 20 points (7 - 13 FG, 3 - 4 3Pt, 3 - 3 FT), five assists and four rebounds, in 29 minutes, while Jeff Green tallied 18 points (7 - 14 FG, 3 - 7 3Pt, 1 - 1 FT), four rebounds, two assists and two steals, in 29 minutes off the bench. Zach Randolph started at center, in place of Gasol. Randolph finished with 15 points, six assists, three rebounds, three steals and one blocked shot, in 27 minutes. The Grizzlies had nine players log 20 or more minutes and all of those players contributed more than five points and at least three rebounds or assists. They also shot an impressive 53 percent from the field. Brook Lopez led the Nets with 20 points (8 - 14 FG, 4 - 4 FT), four rebounds, four assists and two steals, in 30 minutes. After hitting a huge game - winner the other night Joe Johnson went scoreless in this one, however Wayne Ellington was very efficient, scoring 18 points on 6 - of - 8 shooting from the field, including 4 - of - 5 from deep, in 24 minutes. Thaddeus Young neared a double - double as he finished with 10 points and nine rebounds, in 25 minutes. The Nets gave up a troublesome 22 turnovers, leading to 25 points for Memphis. The Nets will look to get back in the win column after the All-Star break, as they host their cross - town rivals, the Knicks, on February 19th. Thanks to this win the Grizzlies will be able to retain their position at fifth in the West, heading into the All-Star break. They will be hosting the Timberwolves on February 19th, after the break.
",Zach Randolph
1,830,132,"The Utah Jazz defeated the host Milwaukee Bucks, 109 - 95, at BMO Harris Bradley Center on Friday. The Jazz stifled the Bucks just a few weeks ago and they put it to them yet again here. Utah took care of business down low, as they dominated the rebounding and points in the paint differentials. In fact, Utah won the rebounding battle, 42 - 35 and the points in the paint differential, 52 - 34. The Jazz ended up shooting 50 percent from the field, while holding the Bucks to 43 percent. The Jazz were up by at least eight points for the final 32 minutes. The Jazz (36 - 22) have been one of the best teams in the league over recent weeks and they came out of the All-Star break with some fury. Gordon Hayward continued his barrage, as he led the team with 29 points, three rebounds and four assists. Derrick Favors finished second on the team with 19 points, seven rebounds, two assists and two blocks. Rudy Gobert added another double - double to his tally, amassing 15 points, 16 rebounds and four blocks. George Hill finished with 19 points and four steals, going 8 - of - 8 from the free - throw line. The Bucks (25 - 31) went into the All-Star break with three - straight wins, but this loss was more indicative of their prior form. Giannis Antetokounmpo did all he could for Milwaukee, as he led the team with 33 points, 12 rebounds, three assists and five steals. Michael Beasley was the only other Bucks player in double figures, as he accrued 22 points and six rebounds on 10 - of - 17 shooting.
",Rudy Gobert
2,1621,252,"The Washington Wizards (11 - 5) defeated the Miami Heat (9 - 8) 107 - 86 on Monday at the Verizon Center in Washington. The Miami Heat really struggled to get in a rhythm in this one. They shot a dismal nine percent from the three - point line, while the Wizards got hot and shot 53 percent from beyond the arc. Washington was also able to out - rebound the Heat 42 - 33 giving them numerous second - chance opportunities and an advantage the Heat could n't match. The Wizards got another unexpected performance from Rasual Butler off the bench Monday. He shot 8 - for - 14 from the field and 3 - for - 5 from the three - point line to score 23 points in 33 minutes. The points matched a season - high for Butler, who's now scored 23 in two out of the last three games. John Wall was also big for the Wizards, as he scored 18 points, and handed out 13 assists. It was his ninth double - double of the season and he's now averaging 18 points and 9 assists on the season. Marcin Gortat notched a double - double of his own, as he recorded 15 points and 10 rebounds. It was his fourth in the last five games, as he was a big reason the Wizards finished with the rebounding advantage over the Heat. Despite most of the team struggling, Chris Bosh and Dwyane Wade continued to stay consistent for the Heat. Bosh scored 21 points (9 - 14 FG, 1 - 3 3Pt, 2 - 5 FT) and grabbed eight rebounds, giving him his sixth straight game reaching the 20 - point mark. Wade shot 9 - for - 13 from the field and scored 20 points, without taking a three - pointer in 28 minutes of game action. In his second game back in the lineup after returning from injury, he again looked as if he's past the injuries that's hampered him throughout the early part of the season. The only other player to reach double figures in scoring for the Heat was Mario Chalmers, who came off the bench for 11 points in 30 minutes. The team was a combined 2 - for - 22 from behind the three - point, which would be tough for any team to overcome. The Wizards' next game will be at home against the Los Angeles Lakers on Wednesday, while the Heat will be at home against the Atlanta Hawks on Wednesday.
",Marcin Gortat
3,1977,307,"The Oklahoma City Thunder (50 - 22) defeated the Utah Jazz (35 - 37) 113 - 91 on Thursday. This marks Oklahoma City's sixth straight win and it made Utah tied for the final playoff spot in the West. The game was well out of hand headed to the fourth quarter, as the Thunder had a 21 - point lead. The key for Oklahoma City was the ball movement, as they recorded 27 assists to the Jazz '18. Utah really struggled with their shooting, as they went 23 percent from three - point range and 70 percent from the free - throw line. Utah was a double - digit underdog headed into this game and they really didn’t put up much of a fight. No player on Utah scored more than 17 points and the five starters combined for just 34 points. Trey Burke led the team with 17 points off the bench, despite playing just 12 minutes. Gordon Hayward and Derrick Favors combined for just 13 points and four rebounds, which is simply too difficult to overcome. On deck for Utah is a matchup against the Minnesota Timberwolves on Saturday. With Kevin Durant and Russell Westbrook both approaching triple - doubles, there wasn’t much doubt they'd lose this game. Durant finished with 20 points, eight rebounds and nine assists, with Westbrook tallying 15 points, seven rebounds and nine assists of his own. Dion Waiters played well off the bench, as he amassed 17 points, three assists and three steals. The Thunder will look to extend their winning streak to seven games against San Antonio Spurs on Saturday.
",Russell Westbrook
4,1296,202,"The New Orleans Pelicans (19 - 32) defeated the Minnesota Timberwolves (16 - 37) 116 - 102 on Monday. A trio of stellar performances and outstanding ball security were the keys to a resounding victory for the Pelicans. Three of their most dependable players - - Anthony Davis, Ryan Anderson and Jrue Holiday - - combined for 80 of the team's 116 points on the night, and New Orleans turned the ball over just four times on the way to only their sixth road victory of the season. The visitors also shot 49 percent from the field and 42 from behind the arc, while limiting Minnesota to a 17 percent success rate from long range. Davis and Holiday were the top scorers for the Pelicans with 27 points apiece. The former added eight rebounds, an assist and a pair of steals, while the latter dished out nine assists, hauled in six boards and recorded three steals in 28 minutes off the bench. Anderson also put together a remarkable performance in a reserve capacity, tallying 26 points, three rebounds, a steal and a block. Norris Cole was the only other player to manage double - digit scoring, supplying 10 points, six assists and three rebounds. The Pelicans remain in last place in the Western Conference's Southwest Division despite the victory. They head home to face the Utah Jazz on Wednesday. Minnesota lost handily despite seven players - - four starters and three reserves - - recording double - digit scoring efforts. Karl-Anthony Towns got things started with a 19 - point, 12 - rebound double - double that also included an assist and a block. Frontcourt mate Gorgui Dieng hung tough against Anthony Davis, registering 12 points, 12 rebounds, four assists and a block. Andrew Wiggins poured in 15 points but could n't add much else, recording only a pair of assists and a pair of blocks in addition to the scoring. Ricky Rubio rounded things out for the starters with 11 points, seven assists and five boards. The reserves were paced by Shabazz Muhammad's 14 points, which he complemented with nine rebounds and an assist. Zach LaVine also pitched in with 12 points, two rebounds, two assists and three blocks, while Nemanja Bjelica contributed 10 points, four rebounds and an assist in what was a highly productive evening for the Timberwolves bench. Minnesota remains in last place in the Western Conference's Northwest Division. They're home again Wednesday to face off against the Raptors.
",Andrew Wiggins
5,1789,279,"The Memphis Grizzlies (20 - 18) defeated the Denver Nuggets (13 - 24) 91 - 84 on Friday. Both teams entered the game with their rosters at less than full strength, and the result was a gritty, grind - it - out affair. The visitors were missing stalwart power forward Kenneth Faried, who was out due to the birth of his child, while the Grizzlies had their starting backcourt sidelined. Mike Conley was forced to miss a second consecutive contest with a left Achilles injury, while a hip contusion derailed two - guard Courtney Lee for the night. While the three players' respective replacements all turned in serviceable efforts, it was some of the team's most reliable performers that led the way. Denver's attack was spearheaded by Danilo Gallinari, who managed his second 29 - point outing over the last three contests, and who scored over 20 points for the fourth straight game since returning from a six - game absence due to an ankle injury. Faried's replacement on the night, Darrell Arthur, was actually the Nuggets' second leading scorer, managing 12 points, nine rebounds, a pair of assists and a pair of blocks. Gary Harris was the only other starter with double - digit scoring, pouring in 11 points and adding five rebounds, an assist and a steal. Jusuf Nurkic took another positive step in his gradual return to action, collecting six points, six rebounds and a block over 18 minutes off the bench. The Nuggets fell to 13 - 24 and remain in fourth place in the Western Conference's Northwest Division. They head back home and await the Charlotte Hornets on Sunday. Although Memphis saw all five members of their starting unit tally double - digit points, they were actually led in scoring by Zach Randolph, who pitched in 24 points, six rebounds, an assist and three blocks. Jeff Green's near double - double headed up the starters, with the Grizzlies' forward contributing 16 points, nine rebounds, two assists and a steal. Frontcourt mate Matt Barnes was right behind him with a stat - sheet - stuffing performance that consisted of 15 points, seven rebounds, three assists and a block. Marc Gasol and Conley's stand - in for the night, Mario Chalmers, posted a pair of 12 - point efforts. Gasol had a relatively quiet night on the boards with only four rebounds, but dished out a trio of assists and also snatched five steals. Meanwhile, Chalmers had a slow first half, but came on after intermission to finish with 12 points, six rebounds and four assists. Tony Allen did a fine job as Lee's replacement, finishing with 10 points, nine rebounds, an assist, three steals and a block. The Grizzlies improved to 20 - 18 and remain in third place in the Western Conference's Southwest Division. They now await the Boston Celtics for Sunday showdown.
",Matt Barnes
6,365,52,"The New York Knicks defeated the visiting Portland Trail Blazers, 107 - 103, at Madison Square Garden on Tuesday. The Knicks (7 - 7) continued their solid efforts at home with the hard - fought victory, which came on the strength of Kristaps Porzingis' 31 points, nine rebounds, an assist and a block. The second - year big man's contributions were particularly valuable on a night where Carmelo Anthony was held to 7 - of - 22 shooting and 17 points overall by Maurice Harkless. Despite his relatively modest scoring output, the rest of the team, particularly the second unit, managed to pick up the slack, and New York shot 47 percent from the field overall. The Trail Blazers (8 - 8) were led by Damian Lillard's 22 points, which he supplemented with six assists, five rebounds and two steals. Backcourt mate C.J. McCollum followed with a full stat line of 16 points, five rebounds and five assists. Harkless complemented his strong defensive work against Anthony by contributing 15 points, eight boards, a steal and a block. Ed Davis turned in a solid start at power forward, posting a 14 - point, 10 - rebound double - double that also included a pair of blocks. Evan Turner paced the reserves with 11 points. Derrick Rose was a distant second behind Porzingis with 18 points, five assists, four rebounds, two steals and a block, and made a key jumper with seven seconds left to give the Knicks their final four - point margin of victory. Anthony supplemented his scoring total with six rebounds, a steal and a block. The remaining members of the starting five, Kyle O'Quinn and Courtney Lee, combined for a modest nine points and nine rebounds, but the bench was able to contribute 32 points overall. Mindaugus Kuzminskas paced the second unit's night with 10 points, three rebounds, an assist and a steal. The Trail Blazers hit the road again Wednesday to take on the Cleveland Cavaliers, while the Knicks remain home to face the Charlotte Hornets on Friday evening.
",Maurice Harkless
7,1301,203,"The Indiana Pacers (37 - 33) made easy work of the Philadelphia 76ers (9 - 62) Monday night at Bankers Life Fieldhouse, 91 - 75. The Philadelphia offense was anemic all night, and after a pair of 18 - point quarters from the 76ers the Pacers entered the half with a robust 47 - 36 lead. The Pacers offense was hardly electric itself - - Indiana asissted on just 18 made baskets and turned the ball over 12 times - - but the Pacers sank 10 three - pointers, enough to bury Philadelphia. Indiana presented a balanced attack as all five starters finished in double figures. Paul George scored a game - high 15 points on a poor shooting night (4 - 16 FG, 1 - 5 3PT, 6 - 6 FT) but added six rebounds, three assists and two steals. Ian Mahinmi scored an efficient 12 points (6 - 8 FG) and added 10 rebbounds and Monta Ellis scored 13 points (5 - 12 FG, 3 - 7 3PT) and dished a game - high five assists. Hollis Thompson and Isaiah Canaan led the 76ers with 15 points apiece. Jerami Grant was the only other Philadelphia player to get into double digits as he poured in 14 points (6 - 12 FG, 2 - 4 FT). Ish Smith had a poor shooting night as he shot 2 - 15 from the floor, although he did grab a team - high nine rebounds and dish a team - high four assists. Philadelphia shot just 39 percent from the floor and had as many turnovers as assists with 15 each. The 76ers continue their road trip Wednesday against Denver. The Pacers host the Pelicans on Thursday.
",Hollis Thompson
8,1303,203,"The Indiana Pacers (37 - 33) made easy work of the Philadelphia 76ers (9 - 62) Monday night at Bankers Life Fieldhouse, 91 - 75. The Philadelphia offense was anemic all night, and after a pair of 18 - point quarters from the 76ers the Pacers entered the half with a robust 47 - 36 lead. The Pacers offense was hardly electric itself - - Indiana asissted on just 18 made baskets and turned the ball over 12 times - - but the Pacers sank 10 three - pointers, enough to bury Philadelphia. Indiana presented a balanced attack as all five starters finished in double figures. Paul George scored a game - high 15 points on a poor shooting night (4 - 16 FG, 1 - 5 3PT, 6 - 6 FT) but added six rebounds, three assists and two steals. Ian Mahinmi scored an efficient 12 points (6 - 8 FG) and added 10 rebbounds and Monta Ellis scored 13 points (5 - 12 FG, 3 - 7 3PT) and dished a game - high five assists. Hollis Thompson and Isaiah Canaan led the 76ers with 15 points apiece. Jerami Grant was the only other Philadelphia player to get into double digits as he poured in 14 points (6 - 12 FG, 2 - 4 FT). Ish Smith had a poor shooting night as he shot 2 - 15 from the floor, although he did grab a team - high nine rebounds and dish a team - high four assists. Philadelphia shot just 39 percent from the floor and had as many turnovers as assists with 15 each. The 76ers continue their road trip Wednesday against Denver. The Pacers host the Pelicans on Thursday.
",Isaiah Canaan
9,1305,203,"The Indiana Pacers (37 - 33) made easy work of the Philadelphia 76ers (9 - 62) Monday night at Bankers Life Fieldhouse, 91 - 75. The Philadelphia offense was anemic all night, and after a pair of 18 - point quarters from the 76ers the Pacers entered the half with a robust 47 - 36 lead. The Pacers offense was hardly electric itself - - Indiana asissted on just 18 made baskets and turned the ball over 12 times - - but the Pacers sank 10 three - pointers, enough to bury Philadelphia. Indiana presented a balanced attack as all five starters finished in double figures. Paul George scored a game - high 15 points on a poor shooting night (4 - 16 FG, 1 - 5 3PT, 6 - 6 FT) but added six rebounds, three assists and two steals. Ian Mahinmi scored an efficient 12 points (6 - 8 FG) and added 10 rebbounds and Monta Ellis scored 13 points (5 - 12 FG, 3 - 7 3PT) and dished a game - high five assists. Hollis Thompson and Isaiah Canaan led the 76ers with 15 points apiece. Jerami Grant was the only other Philadelphia player to get into double digits as he poured in 14 points (6 - 12 FG, 2 - 4 FT). Ish Smith had a poor shooting night as he shot 2 - 15 from the floor, although he did grab a team - high nine rebounds and dish a team - high four assists. Philadelphia shot just 39 percent from the floor and had as many turnovers as assists with 15 each. The 76ers continue their road trip Wednesday against Denver. The Pacers host the Pelicans on Thursday.
",Paul George
