,title,director_name
0,Pride & Prejudice,Joe Wright
2,Bringing Out the Dead,Martin Scorsese
3,Hamlet,Kenneth Branagh
5,Welcome to Mooseport,Barry Sonnenfeld
5,Welcome to Mooseport,Brett Ratner
5,Welcome to Mooseport,Martin Campbell
5,Welcome to Mooseport,Mike Newell
5,Welcome to Mooseport,Rob Cohen
5,Welcome to Mooseport,Tom Shadyac
5,Welcome to Mooseport,Kevin Reynolds
5,Welcome to Mooseport,Jon Turteltaub
5,Welcome to Mooseport,Michael Apted
5,Welcome to Mooseport,Shawn Levy
5,Welcome to Mooseport,Ron Howard
5,Welcome to Mooseport,Kenneth Branagh
5,Welcome to Mooseport,Rob Minkoff
5,Welcome to Mooseport,Lee Tamahori
5,Welcome to Mooseport,Richard Donner
5,Welcome to Mooseport,Bill Condon
5,Welcome to Mooseport,Robert Schwentke
6,Hulk,Marc Forster
6,Hulk,Rob Cohen
6,Hulk,Ang Lee
6,Hulk,Louis Leterrier
7,Speed 2: Cruise Control,Rob Cohen
7,Speed 2: Cruise Control,Jon Turteltaub
7,Speed 2: Cruise Control,Wolfgang Petersen
7,Speed 2: Cruise Control,Michael Apted
7,Speed 2: Cruise Control,Lee Tamahori
8,The World's Fastest Indian,Martin Campbell
8,The World's Fastest Indian,Michael Apted
8,The World's Fastest Indian,Lee Tamahori
9,Shrek 2,Andrew Adamson
11,Romeo Must Die,Brett Ratner
11,Romeo Must Die,Justin Lin
11,Romeo Must Die,Rob Cohen
12,Bandits,Gore Verbinski
12,Bandits,Sam Mendes
12,Bandits,Sam Raimi
12,Bandits,Zack Snyder
12,Bandits,Bryan Singer
12,Bandits,Marc Forster
12,Bandits,Andrew Adamson
12,Bandits,Rob Marshall
12,Bandits,Barry Sonnenfeld
12,Bandits,Peter Jackson
12,Bandits,Ridley Scott
12,Bandits,Chris Weitz
12,Bandits,Peter Berg
12,Bandits,Brett Ratner
12,Bandits,Michael Bay
12,Bandits,Martin Campbell
12,Bandits,McG
12,Bandits,James Wan
12,Bandits,Mike Newell
12,Bandits,Steven Spielberg
12,Bandits,Justin Lin
12,Bandits,Robert Zemeckis
12,Bandits,Lilly Wachowski
12,Bandits,Jon Favreau
12,Bandits,Rob Cohen
12,Bandits,David Ayer
12,Bandits,Tom Shadyac
12,Bandits,Doug Liman
12,Bandits,Kevin Reynolds
12,Bandits,Francis Lawrence
12,Bandits,Jon Turteltaub
12,Bandits,Wolfgang Petersen
12,Bandits,Michael Apted
12,Bandits,Oliver Stone
12,Bandits,Shawn Levy
12,Bandits,George Miller
12,Bandits,Ron Howard
12,Bandits,Kenneth Branagh
12,Bandits,Jonathan Liebesman
12,Bandits,Joe Wright
12,Bandits,Rob Minkoff
12,Bandits,Lee Tamahori
12,Bandits,Edward Zwick
12,Bandits,Alex Proyas
12,Bandits,Richard Donner
12,Bandits,Jon M. Chu
12,Bandits,Bill Condon
12,Bandits,Louis Leterrier
12,Bandits,Phillip Noyce
12,Bandits,Darren Aronofsky
12,Bandits,Chris Columbus
12,Bandits,Robert Schwentke
13,Insurgent,Marc Forster
13,Insurgent,Chris Weitz
13,Insurgent,McG
13,Insurgent,Rob Cohen
13,Insurgent,Doug Liman
13,Insurgent,Francis Lawrence
13,Insurgent,Lee Tamahori
13,Insurgent,Jon M. Chu
13,Insurgent,Louis Leterrier
13,Insurgent,Phillip Noyce
13,Insurgent,Robert Schwentke
14,In Time,Robert Schwentke
15,Wolf,Gore Verbinski
15,Wolf,Zack Snyder
15,Wolf,Bryan Singer
15,Wolf,Marc Forster
15,Wolf,Andrew Adamson
15,Wolf,Rob Marshall
15,Wolf,Barry Sonnenfeld
15,Wolf,Ridley Scott
15,Wolf,Chris Weitz
15,Wolf,Peter Berg
15,Wolf,Tim Burton
15,Wolf,Brett Ratner
15,Wolf,Martin Campbell
15,Wolf,McG
15,Wolf,Mike Newell
15,Wolf,Guillermo del Toro
15,Wolf,Steven Spielberg
15,Wolf,Justin Lin
15,Wolf,Jon Favreau
15,Wolf,Rob Cohen
15,Wolf,David Ayer
15,Wolf,Tom Shadyac
15,Wolf,Doug Liman
15,Wolf,Kevin Reynolds
15,Wolf,David Fincher
15,Wolf,Francis Lawrence
15,Wolf,Jon Turteltaub
15,Wolf,Wolfgang Petersen
15,Wolf,Michael Apted
15,Wolf,Oliver Stone
15,Wolf,Shawn Levy
15,Wolf,George Miller
15,Wolf,Ron Howard
15,Wolf,Kenneth Branagh
15,Wolf,Jonathan Liebesman
15,Wolf,Joe Wright
15,Wolf,Rob Minkoff
15,Wolf,Lee Tamahori
15,Wolf,Edward Zwick
15,Wolf,Alex Proyas
15,Wolf,Richard Donner
15,Wolf,Ang Lee
15,Wolf,Bill Condon
15,Wolf,Louis Leterrier
15,Wolf,Alejandro González Iñárritu
15,Wolf,Phillip Noyce
15,Wolf,Darren Aronofsky
15,Wolf,Robert Schwentke
16,Unstoppable,James Cameron
16,Unstoppable,Gore Verbinski
16,Unstoppable,Sam Mendes
16,Unstoppable,Christopher Nolan
16,Unstoppable,Zack Snyder
16,Unstoppable,Bryan Singer
16,Unstoppable,Marc Forster
16,Unstoppable,Andrew Adamson
16,Unstoppable,Rob Marshall
16,Unstoppable,Peter Jackson
16,Unstoppable,Ridley Scott
16,Unstoppable,Chris Weitz
16,Unstoppable,Peter Berg
16,Unstoppable,Brett Ratner
16,Unstoppable,Michael Bay
16,Unstoppable,Martin Campbell
16,Unstoppable,McG
16,Unstoppable,James Wan
16,Unstoppable,Mike Newell
16,Unstoppable,Steven Spielberg
16,Unstoppable,Justin Lin
16,Unstoppable,Robert Zemeckis
16,Unstoppable,Jon Favreau
16,Unstoppable,Rob Cohen
16,Unstoppable,David Ayer
16,Unstoppable,Tom Shadyac
16,Unstoppable,Doug Liman
16,Unstoppable,Kevin Reynolds
16,Unstoppable,Francis Lawrence
16,Unstoppable,Jon Turteltaub
16,Unstoppable,Wolfgang Petersen
16,Unstoppable,Michael Apted
16,Unstoppable,Oliver Stone
16,Unstoppable,George Miller
16,Unstoppable,Ron Howard
16,Unstoppable,Kenneth Branagh
16,Unstoppable,Jonathan Liebesman
16,Unstoppable,M. Night Shyamalan
16,Unstoppable,Joe Wright
16,Unstoppable,Rob Minkoff
16,Unstoppable,Lee Tamahori
16,Unstoppable,Edward Zwick
16,Unstoppable,Alex Proyas
16,Unstoppable,Richard Donner
16,Unstoppable,Jon M. Chu
16,Unstoppable,Bill Condon
16,Unstoppable,Louis Leterrier
16,Unstoppable,Phillip Noyce
16,Unstoppable,Chris Columbus
16,Unstoppable,Robert Schwentke
19,Bicentennial Man,Robert Zemeckis
19,Bicentennial Man,Jon Turteltaub
19,Bicentennial Man,Michael Apted
19,Bicentennial Man,Chris Columbus
20,Speed Racer,Lilly Wachowski
20,Speed Racer,Rob Cohen
21,Noah,Marc Forster
21,Noah,Andrew Adamson
21,Noah,Darren Aronofsky
22,Unknown,James Cameron
22,Unknown,Gore Verbinski
22,Unknown,Sam Mendes
22,Unknown,Christopher Nolan
22,Unknown,Sam Raimi
22,Unknown,Zack Snyder
22,Unknown,Bryan Singer
22,Unknown,Marc Forster
22,Unknown,Andrew Adamson
22,Unknown,Rob Marshall
22,Unknown,Barry Sonnenfeld
22,Unknown,Peter Jackson
22,Unknown,Ridley Scott
22,Unknown,Chris Weitz
22,Unknown,Peter Berg
22,Unknown,Tim Burton
22,Unknown,Brett Ratner
22,Unknown,Michael Bay
22,Unknown,Martin Campbell
22,Unknown,McG
22,Unknown,James Wan
22,Unknown,Mike Newell
22,Unknown,Guillermo del Toro
22,Unknown,Steven Spielberg
22,Unknown,Justin Lin
22,Unknown,Roland Emmerich
22,Unknown,Robert Zemeckis
22,Unknown,Lilly Wachowski
22,Unknown,Jon Favreau
22,Unknown,Martin Scorsese
22,Unknown,Rob Cohen
22,Unknown,David Ayer
22,Unknown,Tom Shadyac
22,Unknown,Doug Liman
22,Unknown,Kevin Reynolds
22,Unknown,David Fincher
22,Unknown,Francis Lawrence
22,Unknown,Jon Turteltaub
22,Unknown,Wolfgang Petersen
22,Unknown,Michael Apted
22,Unknown,Oliver Stone
22,Unknown,Shawn Levy
22,Unknown,George Miller
22,Unknown,Ron Howard
22,Unknown,Kenneth Branagh
22,Unknown,Jonathan Liebesman
22,Unknown,M. Night Shyamalan
22,Unknown,Joe Wright
22,Unknown,Rob Minkoff
22,Unknown,Lee Tamahori
22,Unknown,Edward Zwick
22,Unknown,Alex Proyas
22,Unknown,Richard Donner
22,Unknown,Ang Lee
22,Unknown,Jon M. Chu
22,Unknown,Bill Condon
22,Unknown,Louis Leterrier
22,Unknown,Alejandro González Iñárritu
22,Unknown,Paul Greengrass
22,Unknown,Phillip Noyce
22,Unknown,Darren Aronofsky
22,Unknown,Chris Columbus
22,Unknown,Robert Schwentke
23,The Lovely Bones,Peter Jackson
24,Everyone Says I Love You,Barry Sonnenfeld
26,Envy,Gore Verbinski
26,Envy,Sam Mendes
