,title,director_name
0,Diner,Sam Mendes
0,Diner,Marc Forster
0,Diner,Andrew Adamson
0,Diner,Barry Sonnenfeld
0,Diner,Chris Weitz
0,Diner,Peter Berg
0,Diner,Sam Mendes
0,Diner,Martin Campbell
0,Diner,McG
0,Diner,Marc Forster
0,Diner,Mike Newell
0,Diner,Justin Lin
0,Diner,Robert Zemeckis
0,Diner,Andrew Adamson
0,Diner,Jon Favreau
0,Diner,Barry Sonnenfeld
0,Diner,Rob Cohen
0,Diner,David Ayer
0,Diner,Tom Shadyac
0,Diner,Doug Liman
0,Diner,Kevin Reynolds
0,Diner,Jon Favreau
0,Diner,Jon Favreau
0,Diner,Robert Zemeckis
0,Diner,Rob Cohen
1,The Wedding Planner,McG
2,My Super Ex-Girlfriend,Barry Sonnenfeld
2,My Super Ex-Girlfriend,Barry Sonnenfeld
3,Code 46,Marc Forster
3,Code 46,Marc Forster
6,Fool's Gold,Marc Forster
6,Fool's Gold,Andrew Adamson
6,Fool's Gold,Barry Sonnenfeld
6,Fool's Gold,Chris Weitz
6,Fool's Gold,Peter Berg
6,Fool's Gold,McG
6,Fool's Gold,Marc Forster
6,Fool's Gold,Mike Newell
6,Fool's Gold,Andrew Adamson
6,Fool's Gold,Jon Favreau
6,Fool's Gold,Barry Sonnenfeld
6,Fool's Gold,Rob Cohen
6,Fool's Gold,Doug Liman
6,Fool's Gold,Kevin Reynolds
6,Fool's Gold,Jon Favreau
6,Fool's Gold,Jon Favreau
6,Fool's Gold,Rob Cohen
7,Sleepers,Bryan Singer
7,Sleepers,Marc Forster
7,Sleepers,Andrew Adamson
7,Sleepers,Peter Jackson
7,Sleepers,Peter Jackson
7,Sleepers,Chris Weitz
7,Sleepers,Peter Jackson
7,Sleepers,Peter Berg
7,Sleepers,Brett Ratner
7,Sleepers,Martin Campbell
7,Sleepers,Marc Forster
7,Sleepers,Bryan Singer
7,Sleepers,Bryan Singer
7,Sleepers,Mike Newell
7,Sleepers,Justin Lin
7,Sleepers,Brett Ratner
7,Sleepers,Andrew Adamson
7,Sleepers,Bryan Singer
7,Sleepers,Rob Cohen
7,Sleepers,David Ayer
7,Sleepers,Doug Liman
7,Sleepers,Kevin Reynolds
7,Sleepers,Peter Jackson
7,Sleepers,Rob Cohen
8,The Perfect Storm,Peter Berg
8,The Perfect Storm,Rob Cohen
8,The Perfect Storm,Rob Cohen
10,The Lost World: Jurassic Park,Steven Spielberg
11,Labor Day,Marc Forster
11,Labor Day,Chris Weitz
11,Labor Day,Peter Berg
11,Labor Day,McG
11,Labor Day,Marc Forster
11,Labor Day,Mike Newell
11,Labor Day,Justin Lin
11,Labor Day,Rob Cohen
11,Labor Day,Doug Liman
11,Labor Day,Kevin Reynolds
11,Labor Day,Rob Cohen
12,Hero,James Cameron
12,Hero,Gore Verbinski
12,Hero,Sam Mendes
12,Hero,Christopher Nolan
12,Hero,Sam Raimi
12,Hero,Zack Snyder
12,Hero,Bryan Singer
12,Hero,Marc Forster
12,Hero,Gore Verbinski
12,Hero,Gore Verbinski
12,Hero,Zack Snyder
12,Hero,Andrew Adamson
12,Hero,Rob Marshall
12,Hero,Barry Sonnenfeld
12,Hero,Peter Jackson
12,Hero,Ridley Scott
12,Hero,Peter Jackson
12,Hero,Chris Weitz
12,Hero,Peter Jackson
12,Hero,James Cameron
12,Hero,Peter Berg
12,Hero,Sam Mendes
12,Hero,Sam Raimi
12,Hero,Tim Burton
12,Hero,Brett Ratner
12,Hero,Michael Bay
12,Hero,Michael Bay
12,Hero,Sam Raimi
12,Hero,Martin Campbell
12,Hero,McG
12,Hero,James Wan
12,Hero,Marc Forster
12,Hero,Bryan Singer
12,Hero,Bryan Singer
12,Hero,Mike Newell
12,Hero,Guillermo del Toro
12,Hero,Michael Bay
12,Hero,Steven Spielberg
12,Hero,Justin Lin
12,Hero,Brett Ratner
12,Hero,Robert Zemeckis
12,Hero,Lilly Wachowski
12,Hero,Andrew Adamson
12,Hero,Bryan Singer
12,Hero,Christopher Nolan
12,Hero,Jon Favreau
12,Hero,Martin Scorsese
12,Hero,Barry Sonnenfeld
12,Hero,Rob Cohen
12,Hero,David Ayer
12,Hero,Tom Shadyac
12,Hero,Doug Liman
12,Hero,Kevin Reynolds
12,Hero,Jon Favreau
12,Hero,Jon Favreau
12,Hero,Robert Zemeckis
12,Hero,Christopher Nolan
12,Hero,Christopher Nolan
12,Hero,Peter Jackson
12,Hero,Rob Cohen
12,Hero,David Fincher
13,The Hobbit: An Unexpected Journey,Peter Jackson
13,The Hobbit: An Unexpected Journey,Peter Jackson
13,The Hobbit: An Unexpected Journey,Peter Jackson
13,The Hobbit: An Unexpected Journey,Peter Jackson
14,"I, Robot",Brett Ratner
14,"I, Robot",Brett Ratner
17,Unknown,James Cameron
17,Unknown,Gore Verbinski
17,Unknown,Sam Mendes
17,Unknown,Christopher Nolan
17,Unknown,Sam Raimi
17,Unknown,Zack Snyder
17,Unknown,Bryan Singer
17,Unknown,Marc Forster
17,Unknown,Gore Verbinski
17,Unknown,Gore Verbinski
17,Unknown,Zack Snyder
17,Unknown,Andrew Adamson
17,Unknown,Rob Marshall
17,Unknown,Barry Sonnenfeld
17,Unknown,Peter Jackson
17,Unknown,Ridley Scott
17,Unknown,Peter Jackson
17,Unknown,Chris Weitz
17,Unknown,Peter Jackson
17,Unknown,James Cameron
17,Unknown,Peter Berg
17,Unknown,Sam Mendes
17,Unknown,Sam Raimi
17,Unknown,Tim Burton
17,Unknown,Brett Ratner
17,Unknown,Michael Bay
17,Unknown,Michael Bay
17,Unknown,Sam Raimi
17,Unknown,Martin Campbell
17,Unknown,McG
