,title,director_name
0,Casino Royale,Martin Campbell
1,Hugo,Andrew Adamson
1,Hugo,Robert Zemeckis
1,Hugo,Andrew Adamson
1,Hugo,Martin Scorsese
1,Hugo,Robert Zemeckis
2,Armageddon,Marc Forster
2,Armageddon,Michael Bay
2,Armageddon,Michael Bay
2,Armageddon,McG
2,Armageddon,Marc Forster
2,Armageddon,Michael Bay
2,Armageddon,Roland Emmerich
2,Armageddon,Rob Cohen
2,Armageddon,Kevin Reynolds
2,Armageddon,Roland Emmerich
2,Armageddon,Rob Cohen
3,Savages,Marc Forster
3,Savages,Andrew Adamson
3,Savages,Chris Weitz
3,Savages,Peter Berg
3,Savages,Martin Campbell
3,Savages,Marc Forster
3,Savages,Andrew Adamson
3,Savages,Rob Cohen
3,Savages,David Ayer
3,Savages,Kevin Reynolds
3,Savages,Rob Cohen
4,Pacific Rim,Guillermo del Toro
5,My Soul to Take,Rob Cohen
5,My Soul to Take,Rob Cohen
6,Hercules,Andrew Adamson
6,Hercules,Brett Ratner
6,Hercules,Brett Ratner
6,Hercules,Andrew Adamson
7,Orphan,Marc Forster
7,Orphan,Martin Campbell
7,Orphan,McG
7,Orphan,James Wan
7,Orphan,Marc Forster
8,The Usual Suspects,Bryan Singer
8,The Usual Suspects,Bryan Singer
8,The Usual Suspects,Bryan Singer
8,The Usual Suspects,Bryan Singer
9,The Bone Collector,Rob Cohen
9,The Bone Collector,Rob Cohen
10,The Conjuring 2,James Wan
11,Twins,Sam Mendes
11,Twins,Christopher Nolan
11,Twins,Marc Forster
11,Twins,Andrew Adamson
11,Twins,Barry Sonnenfeld
11,Twins,Chris Weitz
11,Twins,Peter Berg
11,Twins,Sam Mendes
11,Twins,Brett Ratner
11,Twins,Martin Campbell
11,Twins,McG
11,Twins,James Wan
11,Twins,Marc Forster
11,Twins,Mike Newell
11,Twins,Steven Spielberg
11,Twins,Justin Lin
11,Twins,Brett Ratner
11,Twins,Andrew Adamson
11,Twins,Christopher Nolan
11,Twins,Jon Favreau
11,Twins,Barry Sonnenfeld
11,Twins,Rob Cohen
11,Twins,David Ayer
11,Twins,Tom Shadyac
11,Twins,Doug Liman
11,Twins,Kevin Reynolds
11,Twins,Jon Favreau
11,Twins,Jon Favreau
11,Twins,Christopher Nolan
11,Twins,Christopher Nolan
11,Twins,Rob Cohen
13,The Devil's Double,Rob Cohen
13,The Devil's Double,Rob Cohen
14,Jarhead,Sam Mendes
14,Jarhead,Peter Berg
14,Jarhead,Sam Mendes
16,Titanic,James Cameron
16,Titanic,James Cameron
17,Close Encounters of the Third Kind,Steven Spielberg
18,Iron Man 2,Jon Favreau
18,Iron Man 2,Jon Favreau
18,Iron Man 2,Jon Favreau
19,Garfield: A Tail of Two Kitties,Mike Newell
